id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,speaker,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_biscuit_02_13,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_13,False,,XS_100,XS_100,1.0,,biscuit,,,d_nikke_biscuit_02_15,,,1,idle,,,
d_nikke_biscuit_02_14,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_14,False,,XS_100,XS_100,1.0,,biscuit,,,d_nikke_biscuit_02_15,,,1,idle,,,
d_nikke_biscuit_02_15,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_15,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,,
d_nikke_biscuit_02_16,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_16,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,,
d_nikke_biscuit_02_17,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_17,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,idle,beatrice,3,idle
d_nikke_biscuit_02_18,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_18,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_19,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_19,False,,beatrice_30,beatrice_30,1.0,,beatrice,,beatrice,,,,1,idle,,3,idle
d_nikke_biscuit_02_20,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_20,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_21,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_21,False,,2,2,1.0,,biscuit,sfx_scn_feed,,,,,1,delight,,3,idle
d_nikke_biscuit_02_22,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_22,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_23,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_23,False,,beatrice_30,beatrice_30,1.0,,beatrice,,beatrice,,,,1,delight,,3,idle
d_nikke_biscuit_02_24,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_24,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_25,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_25,True,,2,2,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_26,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_26,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_27,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_27,False,,2,2,1.5,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_28,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_28,False,,2,2,1.0,,biscuit,,,,,,1,sad,,3,idle
d_nikke_biscuit_02_29,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_29,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_30,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_30,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_31,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_31,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,,,,1,sad,,3,idle
d_nikke_biscuit_02_32,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_32,True,,beatrice_30,beatrice_30,1.0,none,beatrice,,beatrice,,,,1,sad,,3,angry
d_nikke_biscuit_02_33,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_33,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,,,,1,sad,,3,angry
d_nikke_biscuit_02_34,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_34,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,d_nikke_biscuit_02_36,,,1,sad,,3,angry
d_nikke_biscuit_02_35,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_35,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,d_nikke_biscuit_02_36,,,1,sad,,3,angry
d_nikke_biscuit_02_36,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_36,True,,XS_10,XS_10,1.0,bgm_story_orangepop,biscuit,,biscuit,,,,1,idle,,3,angry
d_nikke_biscuit_02_37,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_37,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,angry
d_nikke_biscuit_02_38,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_38,True,,XS_10,2,1.0,,beatrice,,beatrice,,,,1,idle,,3,idle
d_nikke_biscuit_02_39,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_39,False,,2,2,1.5,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_40,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_40,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_41,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_41,False,,17,17,1.0,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_42,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_42,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_43,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_43,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_44,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_44,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_45,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_45,True,,XS_10,XS_100,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_46,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_46,False,,XS_100,2,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_47,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_47,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_48,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_48,False,,2,2,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_49,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_49,False,,2,2,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_50,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_50,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_51,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_51,True,,XS_10,XS_100,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_52,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_52,True,,beatrice_30,beatrice_30,1.0,,beatrice,,beatrice,,,,1,shy,,3,idle
d_nikke_biscuit_02_53,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_53,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_54,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_54,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_55,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_55,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_56,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_56,True,,2,2,1.0,,beatrice,sfx_scn_dogbark,beatrice,,,,1,shy,,3,idle
d_nikke_biscuit_02_57,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_57,True,,2,XS_10,0.5,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_58,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_58,True,,XS_10,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_59,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_59,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_60,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_60,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_61,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_61,False,,XS_100,XS_10,1.0,,biscuit,sfx_scn_feed,,,,,1,delight,,3,idle
d_nikke_biscuit_02_62,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_62,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_63,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_63,False,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_64,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_64,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_65,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_65,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_66,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_66,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_67,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_67,False,,XS_10,XS_10,1.0,none,biscuit,,biscuit,,,,1,angry,,3,idle
d_nikke_biscuit_02_68,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_68,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,angry,,3,idle
d_nikke_biscuit_02_69,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_69,False,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,angry,,3,idle
d_nikke_biscuit_02_70,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_70,False,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,angry,,3,idle
d_nikke_biscuit_02_71,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_71,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,angry,,3,idle
d_nikke_biscuit_02_72,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_72,True,,XS_10,XS_100,0.5,bgm_story_shopperholic,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_73,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_73,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_74,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_74,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_75,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_75,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,Low_2,,1,shy,,3,idle
d_nikke_biscuit_02_76,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_76,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,Low_2,,1,shy,,3,idle
d_nikke_biscuit_02_77,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_77,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_78,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_78,False,,XS_100,XS_10,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_79,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_79,False,,XS_10,XS_10,1.0,,biscuit,,,d_nikke_biscuit_02_81,,,1,shy,,3,idle
d_nikke_biscuit_02_80,d_nikke_biscuit_02,Choice,Locale_NikkeEpisode:d_nikke_biscuit_02_80,False,,XS_10,XS_10,1.0,,biscuit,,,d_nikke_biscuit_02_83,,,1,shy,,3,idle
d_nikke_biscuit_02_81,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_81,True,,XS_10,XS_100,0.5,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_82,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_82,False,,XS_100,XS_100,1.0,,biscuit,,,d_nikke_biscuit_02_85,,,1,delight,,3,idle
d_nikke_biscuit_02_83,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_83,True,,XS_10,XS_100,0.5,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_84,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_84,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_85,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_85,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_86,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_86,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_87,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_87,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_88,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_88,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_89,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_89,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_90,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_90,True,,XS_100,2,1.0,,beatrice,sfx_scn_dogbark,beatrice,,,,1,idle,,3,idle
d_nikke_biscuit_02_91,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_91,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_92,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_92,False,,17,17,1.0,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_93,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_93,False,,2,2,1.0,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_94,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_94,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_95,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_95,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_96,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_96,False,,2,2,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_97,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_97,False,,2,2,1.0,,biscuit,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_98,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_98,True,,2,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_99,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_99,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle
d_nikke_biscuit_02_100,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_100,False,,XS_10,beatrice_300,1.0,,beatrice,,,,,,1,shy,,3,idle
d_nikke_biscuit_02_101,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_101,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle
d_nikke_biscuit_02_102,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_102,False,,beatrice_300,beatrice_300,1.0,,beatrice,,,,,,1,sad,,3,idle
d_nikke_biscuit_02_103,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_103,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_104,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_104,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_105,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_105,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_106,d_nikke_biscuit_02,Narration,Locale_NikkeEpisode:d_nikke_biscuit_02_106,False,,black,black,1.0,,,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_107,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_107,True,,XS_10,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_108,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_108,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_109,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_109,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_110,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_110,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle
d_nikke_biscuit_02_111,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_111,False,,beatrice_30,beatrice_30,1.0,,beatrice,,,,,,1,idle,,3,idle
d_nikke_biscuit_02_112,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_112,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_113,d_nikke_biscuit_02,Self,Locale_NikkeEpisode:d_nikke_biscuit_02_113,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_114,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_114,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_115,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_115,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_116,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_116,False,,XS_10,2,1.0,,beatrice,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_117,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_117,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle
d_nikke_biscuit_02_118,d_nikke_biscuit_02,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_02_118,False,,2,2,1.0,,biscuit,,,,,,1,delight,,3,idle
d_nikke_biscuit_02_119,d_nikke_biscuit_02,Speech,Locale_NikkeEpisode:d_nikke_biscuit_02_119,True,,2,XS_100,1.5,,biscuit,,biscuit,,,,1,delight,,3,idle
