id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,set_camera_shake,play_sound
d_nikke_guillotine_05_22,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_22,False,,S_10,S_10,1.0,,,,,,,,1,no,d_nikke_guillotine_05_24,,,
d_nikke_guillotine_05_23,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_23,False,,S_10,S_10,1.0,,,,,,,,1,no,d_nikke_guillotine_05_26,,,
d_nikke_guillotine_05_24,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_24,False,,S_10,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_25,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_25,True,,1,1,1.0,,,,,,,,1,no,d_nikke_guillotine_05_28,,,
d_nikke_guillotine_05_26,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_26,True,,S_10,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_27,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_27,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_28,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_28,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_29,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_29,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_30,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_30,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_31,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_31,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_32,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_32,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_33,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_33,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_34,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_34,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_35,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_35,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_36,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_36,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_37,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_37,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_38,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_38,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_40,,,
d_nikke_guillotine_05_39,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_39,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_52,,,
d_nikke_guillotine_05_40,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_40,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_41,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_41,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_42,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_42,False,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_43,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_43,True,,1,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_44,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_44,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_45,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_45,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_46,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_46,False,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_47,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_47,True,,S_10,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_48,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_48,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_49,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_49,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_50,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_50,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_51,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_51,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_52,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_52,False,,1,1,1.0,none,,,,,,,1,no,,,,
d_nikke_guillotine_05_53,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_53,True,,1,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_54,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_54,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_55,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_55,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_56,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_56,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_57,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_57,False,,S_10,S_10,1.0,bgm_story_orangepop,,,,,,,1,no,,,,
d_nikke_guillotine_05_58,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_58,True,,S_10,1,0.5,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_59,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_59,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_60,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_60,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_61,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_61,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_62,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_62,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_63,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_63,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_64,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_64,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_65,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_65,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_66,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_66,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_67,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_67,False,Backstreet_n,1,1,1.0,,Grey,erodednikke,1,idle,,,1,delight,,guillotine,,
d_nikke_guillotine_05_68,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_68,False,,1,1,1.0,,Grey,,1,idle,,,,,,,,
d_nikke_guillotine_05_69,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_69,True,CommanderRoom,1,1,1.0,,,,1,idle,erodednikke,guillotine,1,no,,,,
d_nikke_guillotine_05_70,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_70,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_71,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_71,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_72,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_72,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_73,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_73,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_74,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_74,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_75,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_75,False,,1,S_10,0.5,,,,,,,,1,"expression_0,delight",,,,
d_nikke_guillotine_05_76,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_76,True,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_77,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_77,False,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_78,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_78,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_79,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_79,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_80,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_80,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_81,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_81,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_82,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_82,True,,S_10,S_10,1.0,,Grey,,,,,,1,idle,,,,
d_nikke_guillotine_05_83,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_83,False,,S_10,S_10,1.0,,Grey,,,,,,1,idle,,,,
d_nikke_guillotine_05_84,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_84,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_85,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_85,True,,S_10,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_86,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_86,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_87,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_87,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_88,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_88,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_89,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_89,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_91,,,
d_nikke_guillotine_05_90,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_90,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_96,,,
d_nikke_guillotine_05_91,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_91,True,,1,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_92,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_92,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_93,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_93,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_94,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_94,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_95,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_95,True,,S_10,1,1.0,,,,,,,,1,no,d_nikke_guillotine_05_97,,,
d_nikke_guillotine_05_96,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_96,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_97,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_97,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_98,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_98,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_99,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_99,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_100,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_100,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_101,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_101,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_102,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_102,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_103,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_103,True,,1,1,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_104,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_104,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_106,,,
d_nikke_guillotine_05_105,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_105,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_112,,,
d_nikke_guillotine_05_106,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_106,True,,1,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_107,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_107,True,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_108,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_108,True,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_109,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_109,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_110,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_110,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_111,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_111,True,,S_10,S_10,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_118,,,
d_nikke_guillotine_05_112,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_112,True,,1,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_113,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_113,True,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_114,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_114,True,,S_10,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_115,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_115,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_116,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_116,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_117,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_117,True,,S_10,S_10,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_118,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_118,True,,S_10,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_119,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_119,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_120,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_120,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_121,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_121,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_122,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_122,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_123,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_123,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_125,,,
d_nikke_guillotine_05_124,d_nikke_guillotine_05,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_124,False,,1,1,1.0,,,,,,,,1,idle,d_nikke_guillotine_05_126,,,
d_nikke_guillotine_05_125,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_125,True,,1,1,1.0,,,,,,,,1,delight,d_nikke_guillotine_05_127,,,
d_nikke_guillotine_05_126,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_126,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_127,d_nikke_guillotine_05,Narration,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_127,False,Church,black,black,1.0,bgm_story_darklord,,,,,,,1,delight,,guillotine,,
d_nikke_guillotine_05_128,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_128,True,,1,1,1.0,,,,,,,guillotine,1,idle,,,,
d_nikke_guillotine_05_129,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_129,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_130,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_130,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_131,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_131,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_132,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_132,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_133,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_133,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_134,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_134,True,,1,S_10,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_135,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_135,False,,black,black,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_136,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_136,False,,S_10,S_10,1.0,bgm_story_orangepop,,,,,,,1,shy,,,,
