id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,jump_target,characters/0/hide_char_id,play_sound,fade,characters/1/hide_char_id,set_camera_shake
d_nikke_anchor_04_27,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_27,True,,S_120,S_120,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_28,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_28,True,,S_120,1,2.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_29,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_29,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_30,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_30,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_31,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_31,False,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_32,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_32,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_33,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_33,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_34,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_34,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_35,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_35,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_36,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_36,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_37,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_37,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_38,d_nikke_anchor_04,Choice,,Locale_NikkeEpisode:d_nikke_anchor_04_38,False,,1,1,1.0,,,2,idle,,12,idle,,d_nikke_anchor_04_40,,,,,
d_nikke_anchor_04_39,d_nikke_anchor_04,Choice,,Locale_NikkeEpisode:d_nikke_anchor_04_39,False,,1,1,1.0,,,2,idle,,12,idle,,d_nikke_anchor_04_42,,,,,
d_nikke_anchor_04_40,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_40,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_41,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_41,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,d_nikke_anchor_04_54,,,,,
d_nikke_anchor_04_42,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_42,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_43,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_43,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_44,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_44,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_45,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_45,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_46,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_46,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_47,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_47,False,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_48,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_48,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_49,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_49,False,,1,1,1.0,,,2,think,,12,idle,,,,,,,
d_nikke_anchor_04_50,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_50,False,,1,1,1.0,,,2,think,,12,idle,,,,,,,
d_nikke_anchor_04_51,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_51,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_52,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_52,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_53,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_53,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_54,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_54,True,,1,L_20,2.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_55,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_55,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_56,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_56,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_57,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_57,False,,L_20,L_20,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_58,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_58,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_59,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_59,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_60,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_60,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_61,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_61,True,,L_20,L_20,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_62,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_62,True,,L_20,S_120,1.0,,,2,idle,,12,sad,anchor,,,,,,
d_nikke_anchor_04_63,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_63,True,,S_120,S_120,1.0,,,2,idle,,12,sad,anchor,,,,,,
d_nikke_anchor_04_64,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_64,True,,S_120,L_20,0.6,,,2,angry,,12,sad,ingrid,,,,,,
d_nikke_anchor_04_65,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_65,True,,L_20,L_20,1.0,,,2,angry,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_66,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_66,True,,L_20,L_20,1.0,,,2,angry,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_67,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_67,True,,L_20,L_20,1.0,,,2,angry,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_68,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_68,False,,L_20,L_20,1.0,,,2,angry,,12,idle,,,,,,,
d_nikke_anchor_04_69,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_69,True,,L_20,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_70,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_70,False,,1,1,1.0,none,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_71,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_71,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_72,d_nikke_anchor_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_anchor_04_72,False,,black,black,1.0,,,2,think,,12,idle,,,ingrid,sfx_scn_autodooropen,black,,
d_nikke_anchor_04_73,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_73,False,,1,1,1.0,,ingrid,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_74,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_74,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_75,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_75,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_76,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_76,True,Pool,1,1,1.0,bgm_distress,,2,idle,,12,surprise,anchor,,,,black,,
d_nikke_anchor_04_77,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_77,True,,1,1,1.0,,,2,idle,,12,surprise,ingrid,,,,,,
d_nikke_anchor_04_78,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_78,True,,1,1,1.0,,,2,think,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_79,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_79,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_80,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_80,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_81,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_81,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_82,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_82,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_83,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_83,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_84,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_84,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_85,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_85,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_86,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_86,True,,1,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_87,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_87,True,,S_120,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_88,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_88,True,,S_120,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_89,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_89,False,,S_120,S_120,1.0,,,2,idle,,12,delight,,,,,,,
d_nikke_anchor_04_90,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_90,False,,S_120,S_1200,2.0,,,2,idle,,12,delight,,,,,,,
d_nikke_anchor_04_91,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_91,True,,S_1200,S_1200,1.0,,,2,idle,,12,shy,anchor,,,,,,
d_nikke_anchor_04_92,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_92,False,ocean,1,1,1.0,,,2,idle,,12,idle,,,ingrid,,black,anchor,
d_nikke_anchor_04_93,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_93,True,,1,1,1.0,,ingrid,2,idle,anchor,12,idle,anchor,,,,,,
d_nikke_anchor_04_94,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_94,True,,1,1,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_95,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_95,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_96,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_96,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_97,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_97,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_98,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_98,True,,1,1,1.0,,,2,idle,,12,surprise,anchor,,,,,,
d_nikke_anchor_04_99,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_99,True,,1,1,1.0,,,2,idle,,12,surprise,ingrid,,,,,,
d_nikke_anchor_04_100,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_100,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_101,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_101,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_102,d_nikke_anchor_04,Speech,ingrid,Locale_NikkeEpisode:d_nikke_anchor_04_102,True,,1,1,1.0,,,2,idle,,12,idle,ingrid,,,,,,
d_nikke_anchor_04_103,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_103,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_104,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_104,True,,1,S_120,2.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_105,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_105,True,,S_120,S_120,1.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_106,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_106,True,,S_120,S_120,1.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_107,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_107,False,,S_120,S_120,1.0,,,2,idle,,12,angry,,,,,,,
d_nikke_anchor_04_108,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_108,True,,S_120,S_120,1.0,,,2,idle,,12,idle,anchor,,,,,,
d_nikke_anchor_04_109,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_109,False,,S_120,S_120,1.0,,,2,idle,,12,idle,,,,,,,
d_nikke_anchor_04_110,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_110,True,,S_120,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_111,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_111,True,,S_120,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_112,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_112,True,,S_120,S_120,1.0,,,2,idle,,12,delight,anchor,,,,,,
d_nikke_anchor_04_113,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_113,False,,S_120,S_120,1.0,,,2,idle,,12,delight,,,,,,,
d_nikke_anchor_04_114,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_114,True,,S_120,S_120,1.0,,,2,idle,,12,shy,anchor,,,,,,
d_nikke_anchor_04_115,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_115,True,,S_120,S_1200,2.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_116,d_nikke_anchor_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_anchor_04_116,False,,black,black,1.0,,,2,idle,,12,angry,,,,,,,
d_nikke_anchor_04_117,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_117,False,,S_1200,S_1200,1.0,,,2,idle,,12,angry,,,,,,,
d_nikke_anchor_04_118,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_118,True,,S_1200,S_1200,1.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_119,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_119,True,,S_1200,S_1200,1.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_120,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_120,True,,S_1200,S_1200,1.0,,,2,idle,,12,angry,anchor,,,,,,
d_nikke_anchor_04_121,d_nikke_anchor_04,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_04_121,False,,S_1200,S_1200,1.0,,,2,idle,,12,angry,,,,,,,
d_nikke_anchor_04_122,d_nikke_anchor_04,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_04_122,True,,S_1200,S_120,1.0,,,2,idle,,12,shy,anchor,,,,,,
d_nikke_anchor_04_123,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_123,False,EzsUp,12,12,1.0,none,,2,idle,,12,angry,,,ingrid,,black,,
d_nikke_anchor_04_124,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_124,False,,12,12,1.0,,,,,,12,angry,,,,,,,
d_nikke_anchor_04_125,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_125,False,,12,S_120,1.0,,,,,,12,angry,,,,,,,
d_nikke_anchor_04_126,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_126,False,,S_120,XS_120,0.4,,,,,,12,angry,,,,,,anchor,Low_2
d_nikke_anchor_04_127,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_127,False,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_anchor_04_128,d_nikke_anchor_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_04_128,False,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_anchor_04_129,d_nikke_anchor_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_anchor_04_129,False,,black,black,1.0,,,,,,,,,,,sfx_scn_waterdive,,,
