id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/1/hide_char_id,play_sound,characters/0/hide_char_id,set_filter_01
d_nikke_mica_05_22,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_22,True,,113,113,1.0,,,1,worry,,13,idle,mica,mica,,,,
d_nikke_mica_05_23,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_23,True,,113,113,1.0,,,1,worry,,13,idle,mica,mica,,,,
d_nikke_mica_05_24,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_24,True,,113,113,1.0,,,1,worry,,13,idle,mica,mica,,,,
d_nikke_mica_05_25,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_25,True,,113,113,1.0,,,1,worry,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_26,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_26,True,,113,113,1.0,,,1,worry,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_27,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_27,True,,113,113,1.0,,,1,worry,,13,delight,mica,mica,,,,
d_nikke_mica_05_28,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_28,True,,113,113,1.0,,,1,worry,,13,idle,mica,mica,,,,
d_nikke_mica_05_29,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_29,False,,113,113,1.0,,,1,worry,,13,idle,,,,,,
d_nikke_mica_05_30,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_30,True,,113,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_31,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_31,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_32,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_32,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_33,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_33,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_34,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_34,False,,XS_10,XS_10,0.5,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_35,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_35,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_36,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_36,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_37,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_37,True,,XS_10,XS_10,1.0,none,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_38,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_38,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_39,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_39,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_40,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_40,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_41,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_41,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_42,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_42,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_43,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_43,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_44,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_44,False,,black,black,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_45,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_45,True,,black,black,1.0,,,1,idle,,13,shy,belorta,belorta,,,,
d_nikke_mica_05_46,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_46,True,,XS_10,XS_10,1.0,,,1,idle,,13,shy,mica,mica,,,,
d_nikke_mica_05_47,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_47,False,,XS_10,113,1.0,bgm_story_orangepop,,1,idle,,13,shy,,,,,,
d_nikke_mica_05_48,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_48,True,,113,113,1.0,,,1,idle,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_49,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_49,True,,113,113,1.0,,,1,idle,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_50,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_50,True,,113,113,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_51,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_51,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_52,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_52,True,,113,113,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_53,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_53,False,,113,113,1.0,,,1,idle,,13,idle,,,,,,
d_nikke_mica_05_54,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_54,True,,113,113,1.0,,,1,delight,,13,idle,mica,mica,,,,
d_nikke_mica_05_55,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_55,True,,113,113,1.0,,,1,delight,,13,idle,mica,mica,,,,
d_nikke_mica_05_56,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_56,False,,113,113,1.0,,,1,idle,,13,idle,,,,,,
d_nikke_mica_05_57,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_57,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_58,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_58,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_59,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_59,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_60,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_60,True,,113,113,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_61,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_61,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_62,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_62,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_63,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_63,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_64,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_64,True,,113,113,1.0,none,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_65,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_65,True,,113,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_66,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_66,True,,XS_10,XS_10,1.0,bgm_story_impression,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_67,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_67,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_68,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_68,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_69,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_69,True,,XS_10,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_70,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_70,False,,XS_130,XS_130,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_71,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_71,True,,XS_10,XS_10,1.0,,,1,idle,,13,shy,mica,mica,,,,
d_nikke_mica_05_72,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_72,True,,XS_10,XS_10,1.0,,,1,idle,,13,shy,mica,mica,,,,
d_nikke_mica_05_73,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_73,True,,XS_10,XS_100,1.0,,,1,idle,,13,shy,mica,mica,,,,
d_nikke_mica_05_74,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_74,False,,XS_1300,XS_1300,1.0,,,1,idle,,13,shy,belorta,belorta,,,,
d_nikke_mica_05_75,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_75,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,shy,belorta,belorta,,,,
d_nikke_mica_05_76,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_76,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,shy,belorta,belorta,,,,
d_nikke_mica_05_77,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_77,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,shy,belorta,belorta,,,,
d_nikke_mica_05_78,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_78,True,,XS_1300,XS_1300,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_79,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_79,False,,XS_100,XS_100,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_80,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_80,False,,XS_100,113,1.0,,,1,idle,,13,idle,,,,,,
d_nikke_mica_05_81,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_81,True,,113,113,1.0,,,1,idle,,13,idle,belorta,belorta,,,,
d_nikke_mica_05_82,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_82,True,,113,113,1.0,,,1,idle,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_83,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_83,True,,113,113,1.0,,,1,idle,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_84,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_84,True,,113,113,1.0,,,1,idle,,13,delight,mica,mica,,,,
d_nikke_mica_05_85,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_85,True,,113,113,1.0,,,1,idle,,13,delight,belorta,belorta,,,,
d_nikke_mica_05_86,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_86,False,,113,113,1.0,,,1,idle,,13,idle,,,belorta,,,
d_nikke_mica_05_87,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_87,True,,113,XS_10,1.0,,,1,idle,,13,idle,mica,mica,,,,
d_nikke_mica_05_88,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_88,False,,XS_10,XS_150,1.0,,,1,idle,belorta,15,idle,,,,,,
d_nikke_mica_05_89,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_89,True,,XS_150,XS_150,1.0,,,1,idle,,15,idle,belorta,belorta,,,,
d_nikke_mica_05_90,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_90,True,,XS_150,XS_150,1.0,,,1,idle,,15,delight,belorta,belorta,,,,
d_nikke_mica_05_91,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_91,False,,XS_150,XS_150,1.0,,,1,idle,,15,delight,,,,,,
d_nikke_mica_05_92,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_92,False,,XS_150,XS_150,1.0,,,1,idle,,15,delight,,,belorta,,,
d_nikke_mica_05_93,d_nikke_mica_05,Narration,Locale_NikkeEpisode:d_nikke_mica_05_93,False,,XS_150,XS_10,1.0,,,1,idle,,13,,,,,sfx_scn_poke2,,
d_nikke_mica_05_94,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_94,False,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,,
d_nikke_mica_05_95,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_95,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_96,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_96,True,,XS_10,XS_10,1.0,,,1,delight,,,,mica,mica,,,,
d_nikke_mica_05_97,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_97,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_98,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_98,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_99,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_99,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_100,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_100,False,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,,
d_nikke_mica_05_101,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_101,True,,XS_10,XS_10,1.0,,,1,delight,,,,mica,mica,,,,
d_nikke_mica_05_102,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_102,True,,XS_10,XS_10,1.0,,,1,delight,,,,mica,mica,,,,
d_nikke_mica_05_103,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_103,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_104,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_104,True,,XS_10,XS_10,1.0,,,1,idle,,,,mica,mica,,,,
d_nikke_mica_05_105,d_nikke_mica_05,Narration,Locale_NikkeEpisode:d_nikke_mica_05_105,False,,XS_10,XS_100,1.0,,,1,idle,,,,,,,sfx_scn_kiss,mica,
d_nikke_mica_05_106,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_106,False,,XS_100,XS_100,1.0,,,1,idle,,,,,,,,,
d_nikke_mica_05_107,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_107,True,,XS_100,XS_100,1.0,,mica,1,worry,,,,mica,mica,,,,
d_nikke_mica_05_108,d_nikke_mica_05,Speech,Locale_NikkeEpisode:d_nikke_mica_05_108,True,,XS_100,XS_100,1.0,,,1,worry,,,,mica,mica,,,,
d_nikke_mica_05_109,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_109,False,,XS_100,XS_100,1.0,,,1,worry,,,,,,,,mica,
d_nikke_mica_05_110,d_nikke_mica_05,Self,Locale_NikkeEpisode:d_nikke_mica_05_110,False,,XS_100,XS_100,1.0,,,,,,,,,,,,,
d_nikke_mica_05_111,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_111,False,OutpostOut,XS_100,15,1.0,,mica,1,delight,belorta,13,delight,,,,,,Black
d_nikke_mica_05_112,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_112,False,,15,113,1.5,,,1,delight,,13,delight,,,,,,
d_nikke_mica_05_113,d_nikke_mica_05,Monologue,Locale_NikkeEpisode:d_nikke_mica_05_113,False,,113,113,1.0,,,1,delight,,13,delight,,,,,,
