id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,jump_target,play_sound,fade
d_nikke_guilty_02_15,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_15,True,,1300,130,2.0,,anis,anis,,1,idle,,13,no,,15,idle,,,,,,,
d_nikke_guilty_02_16,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_16,False,,130,130,1.0,,anis,,,1,idle,,13,no,,15,idle,,,,,,,
d_nikke_guilty_02_17,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_17,True,,130,130,1.0,,anis,anis,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_18,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_18,True,,130,S_150,2.0,,neon,neon,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_19,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_19,True,,S_150,14,1.0,,anis,anis,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_20,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_20,True,,14,14,1.0,,neon,neon,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_21,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_21,True,,14,130,0.5,,anis,anis,,1,idle,,13,angry,,15,idle,,,,,,,
d_nikke_guilty_02_22,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_22,True,,10,10,1.0,,rapi,rapi,,1,idle,,13,angry,,15,idle,,,,,,,
d_nikke_guilty_02_23,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_23,False,,10,10,1.0,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_24,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_24,False,,10,6002,1.0,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_25,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_25,False,,6002,6002,1.0,,rapi,,,1,idle,,13,void,,15,idle,Low_2,,,,,,
d_nikke_guilty_02_26,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_26,False,,6002,10,2.0,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_27,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_27,False,,10,10,1.0,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,
d_nikke_guilty_02_28,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_28,False,,10,10,1.0,,rapi,,,1,idle,,13,void,,15,surprise,,,,,,,
d_nikke_guilty_02_29,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_29,True,,10,10,1.0,,rapi,rapi,,1,think,,13,void,,15,surprise,,,,,,,
d_nikke_guilty_02_30,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_30,False,Jail,black,black,1.0,bgm_recognition_underworld,,,guilty,1,think,,13,void,,15,surprise,,rapi,anis,neon,,,
d_nikke_guilty_02_31,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_31,False,,1,1,1.0,,,,,1,surprise,,,,,,,,,,,d_nikke_guilty_02_33,,
d_nikke_guilty_02_32,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_32,False,,1,1,1.0,,,,,1,surprise,,,,,,,,,,,d_nikke_guilty_02_33,,
d_nikke_guilty_02_33,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_33,True,,1,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_34,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_34,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_35,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_35,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_36,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_36,False,,10,10,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_37,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_37,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_38,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_38,False,,10,100,2.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_39,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_39,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_40,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_40,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_41,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_41,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_42,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_42,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_43,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_43,False,,100,10,2.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_44,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_44,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_45,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_45,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,Low_2,,,,,sfx_scn_heavyboxclose,
d_nikke_guilty_02_46,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_46,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_47,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_47,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_48,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_48,False,,10,10,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_49,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_49,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_50,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_50,False,,10,10,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_51,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_51,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_52,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_52,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_53,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_53,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_54,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_54,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_55,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_55,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_56,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_56,True,,10,100,2.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_57,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_57,False,,100,100,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_58,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_58,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_59,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_59,False,,100,100,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_60,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_60,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_61,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_61,False,,100,10,2.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_62,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_62,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_63,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_63,False,,10,10,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_64,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_64,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_65,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_65,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_66,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_66,True,,10,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_67,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_67,False,,100,100,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_68,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_68,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_69,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_69,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_70,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_70,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_71,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_71,False,,100,10,0.5,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_72,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_72,True,,10,10,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_73,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_73,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_74,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_74,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,d_nikke_guilty_02_76,,
d_nikke_guilty_02_75,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_75,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,d_nikke_guilty_02_77,,
d_nikke_guilty_02_76,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_76,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,d_nikke_guilty_02_78,,
d_nikke_guilty_02_77,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_77,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_78,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_78,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_79,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_79,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_80,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_80,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_81,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_81,True,,10,100,2.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_82,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_82,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_83,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_83,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_84,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_84,False,,100,100,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_85,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_85,False,,50,10,2.0,,guilty,,,1,surprise,,,,,,,,,,,,,black
d_nikke_guilty_02_86,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_86,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_87,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_87,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_88,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_88,False,,10,100,0.5,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_89,d_nikke_guilty_02,Narration,Locale_NikkeEpisode:d_nikke_guilty_02_89,False,,100,1,1.0,,guilty,,,1,surprise,,,,,,,Low_2,,,,,sfx_scn_tablehit,
d_nikke_guilty_02_90,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_90,False,,1,1,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_91,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_91,True,,1,1,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_92,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_92,False,,1,1,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_93,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_93,True,,1,1,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_94,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_94,False,,1,10,2.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_95,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_95,False,,black,black,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_96,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_96,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_97,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_97,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_98,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_98,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_99,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_99,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_100,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_100,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_101,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_101,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_102,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_102,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_103,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_103,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_104,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_104,True,,10,100,2.0,,guilty,guilty,,1,shy,,,,,,,,,,,,,
d_nikke_guilty_02_105,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_105,True,,100,100,1.0,,guilty,guilty,,1,shy,,,,,,,,,,,,,
d_nikke_guilty_02_106,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_106,True,,100,100,1.0,,guilty,guilty,,1,shy,,,,,,,,,,,,,
d_nikke_guilty_02_107,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_107,False,,100,100,1.0,,guilty,,,1,shy,,,,,,,,,,,d_nikke_guilty_02_109,,
d_nikke_guilty_02_108,d_nikke_guilty_02,Choice,Locale_NikkeEpisode:d_nikke_guilty_02_108,False,,100,100,1.0,,guilty,,,1,shy,,,,,,,,,,,d_nikke_guilty_02_113,,
d_nikke_guilty_02_109,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_109,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_110,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_110,False,,100,100,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_111,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_111,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_112,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_112,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,d_nikke_guilty_02_117,,
d_nikke_guilty_02_113,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_113,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_114,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_114,True,,100,100,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_115,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_115,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_116,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_116,False,,100,100,1.0,,guilty,,,1,idle,,,,,,,,,,,d_nikke_guilty_02_117,,
d_nikke_guilty_02_117,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_117,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_118,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_118,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_119,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_119,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_120,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_120,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_121,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_121,False,,100,100,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_122,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_122,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_123,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_123,True,,100,100,1.0,,guilty,guilty,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_124,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_124,False,,100,100,1.0,,guilty,,,1,idle,,,,,,,,,,,,,
d_nikke_guilty_02_125,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_125,True,,100,10,2.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_126,d_nikke_guilty_02,Monologue,Locale_NikkeEpisode:d_nikke_guilty_02_126,False,,10,10,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_127,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_127,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_128,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_128,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_129,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_129,True,,10,10,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_130,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_130,True,,10,1,2.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_131,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_131,False,,1,1,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_132,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_132,True,,1,1,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_133,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_133,True,,1,1,1.0,,guilty,guilty,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_134,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_134,False,,1,1,1.0,,guilty,,,1,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_135,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_135,True,CommanderRoom,black,black,1.0,,shifty_c,shifty_c,,1,surprise,,,,,,,,guilty,,,,,black
d_nikke_guilty_02_136,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_136,True,,1,1,1.0,,shifty_c,shifty_c,shifty_c,OP_center,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_137,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_137,False,,1,1,1.0,,shifty_c,,,OP_center,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_138,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_138,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,,,,
