id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_belorta_03_11,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_11,True,,XS_300,XS_300,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_12,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_12,False,,XS_300,XS_300,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_13,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_13,False,,XS_300,XS_30,0.5,,,,,,3,idle,,,,,
d_nikke_belorta_03_14,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_14,True,,XS_30,XS_30,1.0,,,,,,3,idle,,,,,
d_nikke_belorta_03_15,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_15,True,,XS_30,XS_30,1.0,,,,,,3,idle,,,,,
d_nikke_belorta_03_16,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_16,True,,XS_30,XS_30,1.0,,,,,,3,idle,,,,,
d_nikke_belorta_03_17,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_17,True,,XS_30,XS_30,1.0,,,,,,3,delight,,,,,
d_nikke_belorta_03_18,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_18,True,,XS_30,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_19,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_19,False,,XS_30,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_20,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_20,True,,XS_30,XS_300,0.5,,,,,,3,worry,,,,,
d_nikke_belorta_03_21,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_21,True,,XS_300,XS_300,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_22,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_22,True,,XS_300,XS_300,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_23,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_23,True,,XS_300,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_24,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_24,True,,XS_30,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_25,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_25,True,,XS_30,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_26,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_26,True,,XS_30,XS_30,1.0,,,,,,3,worry,,,,,
d_nikke_belorta_03_27,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_27,True,,XS_30,XS_30,1.0,,,,,,3,idle,,,,,
d_nikke_belorta_03_28,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_28,False,,XS_30,XS_30,1.0,,,,,,3,idle,,,,,
d_nikke_belorta_03_29,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_29,True,,XS_30,3,0.5,,,,,,3,delight,,,,,
d_nikke_belorta_03_30,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_30,True,,3,31,1.0,,,,,,3,idle,,belorta,1,idle,
d_nikke_belorta_03_31,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_31,True,,31,31,1.0,,,,,,3,idle,,,1,delight,
d_nikke_belorta_03_32,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_32,False,,31,31,1.0,,,,,,3,idle,,,2,delight,
d_nikke_belorta_03_33,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_33,False,,31,31,1.0,,,,,,3,idle,,,2,delight,
d_nikke_belorta_03_34,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_34,True,,31,XS_30,1.0,,Low_2,,,,3,sad,,,1,idle,
d_nikke_belorta_03_35,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_35,True,,XS_30,XS_30,1.0,,,,,,3,sad,,,1,idle,
d_nikke_belorta_03_36,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_36,True,,XS_30,XS_10,0.5,,,,,,3,sad,,,1,angry,
d_nikke_belorta_03_37,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_37,True,,XS_10,XS_10,1.0,,,,,,3,sad,,,1,angry,
d_nikke_belorta_03_38,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_38,False,,XS_10,XS_10,1.0,,,,,,3,sad,,,15,angry,belorta
d_nikke_belorta_03_39,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_39,True,,XS_10,XS_30,0.5,,,,,,3,sad,,,,,
d_nikke_belorta_03_40,d_nikke_belorta_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_belorta_03_40,True,,XS_30,XS_300,0.5,,,,,,3,sad,,,,,
d_nikke_belorta_03_41,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_41,False,,XS_300,XS_300,1.0,,,,,,3,sad,,,,,
d_nikke_belorta_03_42,d_nikke_belorta_03,Narration,,,Locale_NikkeEpisode:d_nikke_belorta_03_42,False,,black,black,1.0,none,,,,,,,mica,,,,
d_nikke_belorta_03_43,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_43,False,,black,black,1.0,,,,,,,,,,,,
d_nikke_belorta_03_44,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_44,False,none,black,black,1.0,,,,,,,,,,,,
d_nikke_belorta_03_45,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_45,False,,black,black,1.0,,,,,,,,,,,,
d_nikke_belorta_03_46,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_46,False,CommanderRoom_n,7,7,1.0,,,,,,,,,,,,
d_nikke_belorta_03_47,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_47,False,,7,5,1.0,,,,,,,,,,,,
d_nikke_belorta_03_48,d_nikke_belorta_03,Narration,,,Locale_NikkeEpisode:d_nikke_belorta_03_48,False,,5,5,1.0,,,sfx_scn_swallow,,,,,,,,,
d_nikke_belorta_03_49,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_49,False,,5,5,1.0,,Low_2,,,,,,,,,,
d_nikke_belorta_03_50,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_50,False,,5,5,1.0,,,,,,,,,,,,
d_nikke_belorta_03_51,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_51,False,,5,5,1.0,,,,,,,,,,,,
d_nikke_belorta_03_52,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_52,False,,5,5,1.0,,,,,,,,,,,,
d_nikke_belorta_03_53,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_53,False,,5,3,1.0,,,,,,,,,,,,
d_nikke_belorta_03_54,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_54,False,,3,3,1.0,,,,,,,,,,,,
d_nikke_belorta_03_55,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_55,False,,3,3,1.0,,,,,,,,,,,,
d_nikke_belorta_03_56,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_56,False,,3,3,1.0,,,,,,,,,,,,
d_nikke_belorta_03_57,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_57,False,,3,300,0.5,,,,,,,,,,,,
d_nikke_belorta_03_58,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_58,False,,300,3,1.0,,,,,,,,,,,,
d_nikke_belorta_03_59,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_59,False,,black,black,1.0,,,,,,,,,,,,
d_nikke_belorta_03_60,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_60,False,NikkeRoom,black,black,2.0,,,,,,,,,,,,
d_nikke_belorta_03_61,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_61,True,,3,1,1.5,bgm_story_leisuretime,,,,belorta,1,delight,,,,,
d_nikke_belorta_03_62,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_62,True,,1,XS_10,0.5,,,,,,1,delight,,,,,
d_nikke_belorta_03_63,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_63,True,,XS_10,XS_10,1.0,,,,,,1,delight,,,,,
d_nikke_belorta_03_64,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_64,True,,XS_10,XS_10,1.0,,,,,,1,delight,,,,,
d_nikke_belorta_03_65,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_65,True,,XS_10,XS_10,0.5,,,,,,1,shy,,,,,
d_nikke_belorta_03_66,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_66,False,,XS_10,XS_10,1.0,,,,,,1,shy,,,,,
d_nikke_belorta_03_67,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_67,True,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_68,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_68,True,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_69,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_69,False,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_70,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_70,True,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_71,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_71,False,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_72,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_72,True,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_73,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_73,True,,XS_10,XS_10,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_74,d_nikke_belorta_03,Narration,,,Locale_NikkeEpisode:d_nikke_belorta_03_74,False,,XS_10,6002,0.7,,,sfx_scn_bookdrop,,,1,worry,,,,,
d_nikke_belorta_03_75,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_75,False,,6002,6002,0.7,,,,,,1,worry,,,,,
d_nikke_belorta_03_76,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_76,False,,6002,XS_10,0.7,,,,,,1,worry,,,,,
d_nikke_belorta_03_77,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_77,True,,XS_10,XS_100,0.5,,,,,,1,worry,,,,,
d_nikke_belorta_03_78,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_78,False,,XS_100,XS_100,1.0,,,,,,1,worry,,,,,
d_nikke_belorta_03_79,d_nikke_belorta_03,Narration,,,Locale_NikkeEpisode:d_nikke_belorta_03_79,False,,XS_100,XS_100,1.0,,Low_2,sfx_scn_steelhit,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_80,d_nikke_belorta_03,Narration,,,Locale_NikkeEpisode:d_nikke_belorta_03_80,False,,black,black,1.0,none,,sfx_scn_down,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_81,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_81,True,,black,black,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_82,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_82,False,,black,black,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_83,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_83,False,,black,black,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_84,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_84,True,,XS_100,XS_100,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_85,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_85,False,,XS_100,XS_100,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_86,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_86,True,,XS_100,XS_100,1.0,,,,Blur_Low,,1,worry,,,,,
d_nikke_belorta_03_87,d_nikke_belorta_03,Self,,,Locale_NikkeEpisode:d_nikke_belorta_03_87,False,,XS_100,XS_100,1.0,,,,Blur_Middle,,1,worry,,,,,
d_nikke_belorta_03_88,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_88,True,,XS_100,XS_100,1.0,,,,Blur_Middle,,1,worry,,,,,
d_nikke_belorta_03_89,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_89,False,,XS_100,XS_100,1.0,,,,Blur_High,,1,worry,,,,,
d_nikke_belorta_03_90,d_nikke_belorta_03,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_belorta_03_90,True,,XS_100,XS_100,1.0,,,,Blur_High,,1,worry,,,,,
d_nikke_belorta_03_91,d_nikke_belorta_03,Monologue,,,Locale_NikkeEpisode:d_nikke_belorta_03_91,False,,black,black,1.0,,,,Blur_High,,1,worry,,,,,
