id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,set_filter_02,speaker,characters/0/hide_char_id,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_trina_02_36,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_36,False,,15,15,1.0,,trina,,,,,,,,,sfx_scn_scissors,,15,idle,
d_nikke_trina_02_37,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_37,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_38,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_38,False,,15,L_150,1.3,,trina,,,,,,,,,,,15,delight,
d_nikke_trina_02_39,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_39,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_40,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_40,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_41,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_41,False,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_42,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_42,False,,black,black,1.0,,trina,,,,,,,,,sfx_scn_bamboowind,,15,idle,
d_nikke_trina_02_43,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_43,False,,black,black,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_44,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_44,False,,black,black,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_45,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_45,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_46,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_46,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_47,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_47,False,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_48,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_48,True,,L_150,15,1.3,,trina,,,,,,trina,,,,,15,think1,
d_nikke_trina_02_49,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_49,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_50,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_50,False,,15,15,1.0,,trina,,,,,,,,,sfx_scn_undress,,15,idle,trina
d_nikke_trina_02_51,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_51,False,,15,15,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_52,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_52,False,,15,15,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_53,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_53,False,,15,15,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_54,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_54,True,,15,15,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_55,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_55,False,,15,15,1.0,none,trina,,,,,,,,,sfx_scn_birdanswer,,,,
d_nikke_trina_02_56,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_56,True,,15,15,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_57,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_57,True,,15,15,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_58,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_58,True,,15,15,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_59,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_59,False,,15,15,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_60,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_60,False,,15,15,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_61,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_61,False,,15,L_150,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_62,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_62,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_63,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_63,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,,,
d_nikke_trina_02_64,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_64,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_65,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_65,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,,,
d_nikke_trina_02_66,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_66,True,,L_150,L_150,1.0,bgm_story_cottoncandy,trina,,,,,,trina,,black,,trina,15,idle,
d_nikke_trina_02_67,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_67,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_68,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_68,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_69,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_69,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,delight,
d_nikke_trina_02_70,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_70,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_71,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_71,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_72,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_72,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_73,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_73,False,,L_150,15,1.3,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_74,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_74,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_75,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_75,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_76,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_76,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_77,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_77,False,,15,15,1.0,,trina,,,,,,,,,,,15,delight,
d_nikke_trina_02_78,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_78,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_79,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_79,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_80,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_80,True,,15,L_150,1.3,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_81,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_81,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_82,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_82,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_83,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_83,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_84,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_84,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,think2,
d_nikke_trina_02_85,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_85,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,think2,
d_nikke_trina_02_86,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_86,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,think2,
d_nikke_trina_02_87,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_87,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,think2,
d_nikke_trina_02_88,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_88,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,think2,
d_nikke_trina_02_89,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_89,False,,L_150,15,1.3,,trina,,,,,,,,,,,15,think2,
d_nikke_trina_02_90,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_90,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_91,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_91,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_92,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_92,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_93,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_93,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_94,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_94,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_95,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_95,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_96,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_96,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_97,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_97,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_98,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_98,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_99,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_99,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_100,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_100,False,,15,15,1.0,,trina,,,,,,,,,,,15,delight,
d_nikke_trina_02_101,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_101,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_102,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_102,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_103,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_103,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_104,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_104,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_105,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_105,True,,15,L_150,1.3,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_106,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_106,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_107,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_107,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,delight,
d_nikke_trina_02_108,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_108,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_109,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_109,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_110,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_110,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_111,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_111,True,,15,15,1.0,,trina,,,,,,trina,,black,,,15,delight,
d_nikke_trina_02_112,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_112,True,,15,15,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_113,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_113,False,,15,15,1.0,,trina,,,,,,,,,sfx_scn_birdanswer,,15,delight,
d_nikke_trina_02_114,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_114,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_115,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_115,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_116,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_116,False,,15,15,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_117,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_117,False,,15,L_150,1.3,none,trina,,,,,,,,,sfx_scn_dragchair,,15,idle,
d_nikke_trina_02_118,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_118,False,,L_150,L_150,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_119,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_119,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,delight,
d_nikke_trina_02_120,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_120,False,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_121,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_121,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_122,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_122,True,,L_150,L_150,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_123,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_123,False,,L_150,L_1500,1.5,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_124,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_124,False,,L_1500,L_1500,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_125,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_125,True,,L_1500,L_1500,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_126,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_126,True,,L_1500,L_1500,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_127,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_127,False,,L_1500,L_1500,1.0,,trina,,,,,,,,,sfx_scn_hairtouch,,15,idle,
d_nikke_trina_02_128,d_nikke_trina_02,Monologue,Locale_NikkeEpisode:d_nikke_trina_02_128,False,,L_1500,L_1500,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_129,d_nikke_trina_02,Self,Locale_NikkeEpisode:d_nikke_trina_02_129,False,,L_1500,L_1500,1.0,,trina,,,,,,,,,,,15,idle,
d_nikke_trina_02_130,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_130,True,,L_1500,L_1500,1.0,,trina,,,,,,trina,,,,,15,idle,
d_nikke_trina_02_131,d_nikke_trina_02,Narration,Locale_NikkeEpisode:d_nikke_trina_02_131,False,,black,black,1.0,,trina,,,,,,,,,sfx_scn_undress,,15,idle,
d_nikke_trina_02_132,d_nikke_trina_02,Speech,Locale_NikkeEpisode:d_nikke_trina_02_132,True,,black,black,1.0,,trina,,,,,,trina,,,,,15,idle,
