id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_helm_aquamarine_03_11,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_11,False,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_12,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_12,False,,black,black,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_13,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_13,False,,black,black,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_14,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_14,False,,black,black,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_15,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_15,True,,1,100,1.0,,Low_2,,,,1,special,
d_nikke_helm_aquamarine_03_16,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_16,False,,black,black,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_17,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_17,False,,100,100,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_18,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_18,True,,100,100,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_19,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_19,False,,100,100,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_20,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_20,True,,100,100,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_21,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_21,False,,100,10,2.0,none,,,,,1,think,
d_nikke_helm_aquamarine_03_22,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_22,True,,10,10,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_23,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_23,False,,10,10,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_24,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_24,True,,10,10,1.0,bgm_story_weare,,,,,1,think,
d_nikke_helm_aquamarine_03_25,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_25,True,,10,10,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_26,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_26,True,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_27,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_27,True,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_28,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_28,False,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_29,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_29,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_30,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_30,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_31,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_31,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_32,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_32,False,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_33,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_33,True,,10,1,2.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_34,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_34,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_35,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_35,False,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_36,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_36,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_37,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_37,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_38,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_38,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_39,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_39,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_40,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_40,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_41,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_41,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_42,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_42,True,,1,1,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_43,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_43,True,,1,1,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_44,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_44,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_45,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_45,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_46,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_46,True,,1,1,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_47,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_47,False,,1,1,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_48,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_48,False,,1,1,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_49,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_49,True,,1,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_50,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_50,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_51,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_51,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_52,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_52,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_53,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_53,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_54,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_54,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_55,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_55,False,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_56,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_56,False,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_57,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_57,False,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_58,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_58,False,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_59,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_59,True,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_60,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_60,True,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_61,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_61,False,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_62,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_62,False,,10,10,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_63,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_63,False,,10,1,2.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_64,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_64,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_65,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_65,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_66,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_66,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_67,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_67,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_68,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_68,True,,1,1,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_69,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_69,True,,1,10,2.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_70,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_70,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_71,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_71,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_72,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_72,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_73,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_73,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_74,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_74,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_75,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_75,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_76,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_76,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_77,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_77,False,,10,10,1.0,,,d_nikke_helm_aquamarine_03_79,,,1,delight,
d_nikke_helm_aquamarine_03_78,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_78,False,,10,10,1.0,,,d_nikke_helm_aquamarine_03_88,,,1,delight,
d_nikke_helm_aquamarine_03_79,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_79,True,,10,10,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_80,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_80,True,,10,10,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_81,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_81,True,,10,10,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_82,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_82,False,,10,10,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_83,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_83,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_84,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_84,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_85,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_85,True,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_86,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_86,False,,10,10,1.0,,,,,,1,angry,
d_nikke_helm_aquamarine_03_87,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_87,True,,10,10,1.0,,,d_nikke_helm_aquamarine_03_92,,,1,think,
d_nikke_helm_aquamarine_03_88,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_88,True,,10,10,1.0,,,,,,1,think,
d_nikke_helm_aquamarine_03_89,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_89,True,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_90,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_90,True,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_91,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_91,False,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_92,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_92,False,,10,10,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_93,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_93,True,,10,10,1.0,none,,,,,1,idle,
d_nikke_helm_aquamarine_03_94,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_94,False,,10,1,2.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_95,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_95,False,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_96,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_96,True,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_97,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_97,False,,black,black,1.0,,,,sfx_scn_hammock,,1,idle,
d_nikke_helm_aquamarine_03_98,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_98,False,,1,10,2.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_99,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_99,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_100,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_100,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_101,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_101,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_102,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_102,False,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_103,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_103,False,,black,black,1.0,,,,sfx_scn_hammock,,1,surprise,
d_nikke_helm_aquamarine_03_104,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_104,True,,10,1,0.5,,Low_2,,,,1,special,
d_nikke_helm_aquamarine_03_105,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_105,False,,1,1,1.0,,,,,,1,special,
d_nikke_helm_aquamarine_03_106,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_106,True,,1,1,1.0,bgm_story_milkyway,,,,,1,special,
d_nikke_helm_aquamarine_03_107,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_107,False,,1,1,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_108,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_108,True,,1,10,2.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_109,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_109,True,,10,10,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_110,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_110,True,,10,10,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_111,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_111,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_112,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_112,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_113,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_113,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_114,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_114,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_115,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_115,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_116,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_116,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_117,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_117,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_118,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_118,False,,10,10,1.0,,,d_nikke_helm_aquamarine_03_120,,,1,delight,
d_nikke_helm_aquamarine_03_119,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_119,False,,10,10,1.0,,,d_nikke_helm_aquamarine_03_125,,,1,delight,
d_nikke_helm_aquamarine_03_120,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_120,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_121,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_121,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_122,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_122,False,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_123,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_123,True,,10,10,1.0,,,,,,1,shy,
d_nikke_helm_aquamarine_03_124,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_124,True,,10,10,1.0,,,d_nikke_helm_aquamarine_03_128,,,1,shy,
d_nikke_helm_aquamarine_03_125,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_125,True,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_126,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_126,False,,10,10,1.0,,,,,,1,surprise,
d_nikke_helm_aquamarine_03_127,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_127,True,,10,10,1.0,,,,,,1,sad,
d_nikke_helm_aquamarine_03_128,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_128,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_129,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_129,True,,10,10,1.0,,,,,,1,delight,
d_nikke_helm_aquamarine_03_130,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_130,False,,black,black,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_131,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_131,False,,black,black,1.0,,,,,,1,idle,
d_nikke_helm_aquamarine_03_132,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_132,True,,10,10,2.0,,,,,,1,idle,
