id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_leona_05_27,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_27,True,,2,2,1.0,,leona_no,leona_no,,,,1,delight,,3,special,
d_nikke_leona_05_28,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_28,True,,2,Leo_10,1.0,,leona_no,leona_no,,,,1,delight,,3,special,
d_nikke_leona_05_29,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_29,False,,Leo_10,Leo_10,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_30,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_30,False,,Leo_10,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_31,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_31,False,,XS_30,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_32,d_nikke_leona_05,Narration,Locale_NikkeEpisode:d_nikke_leona_05_32,False,,XS_30,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_33,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_33,False,,XS_30,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_34,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_34,False,,XS_30,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_35,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_35,False,,XS_30,XS_30,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_36,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_36,True,land_n,Leo_10,Leo_10,1.0,bgm_story_backtonormal,leona_no,leona_no,,black,,1,idle,,3,special,
d_nikke_leona_05_37,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_37,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_38,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_38,False,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_39,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_39,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,3,special,
d_nikke_leona_05_40,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_40,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,3,special,
d_nikke_leona_05_41,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_41,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_42,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_42,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_43,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_43,True,,Leo_10,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_44,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_44,True,,2,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_45,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_45,True,,2,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_46,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_46,True,,2,2,1.0,,timi,timi,sfx_scn_lionroar,,,1,shy,,3,special,
d_nikke_leona_05_47,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_47,True,,2,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_48,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_48,True,,2,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_49,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_49,True,,2,2,1.0,,timi,timi,sfx_scn_lionask,,,1,shy,,3,special,
d_nikke_leona_05_50,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_50,True,,2,2,1.0,,leona_no,leona_no,,,,1,special,,3,special,
d_nikke_leona_05_51,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_51,True,,2,2,1.0,,leona_no,leona_no,,,,1,special,,3,special,
d_nikke_leona_05_52,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_52,True,,2,2,1.0,,leona_no,leona_no,,,,1,special,,3,special,
d_nikke_leona_05_53,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_53,True,,2,2,1.0,,leona_no,leona_no,,,,1,special,,3,special,
d_nikke_leona_05_54,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_54,False,,2,XS_30,1.0,,,,,,,1,special,,3,special,
d_nikke_leona_05_55,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_55,False,,XS_30,XS_30,1.0,,,,,,,1,special,,3,special,
d_nikke_leona_05_56,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_56,True,,XS_30,Leo_10,0.6,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_57,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_57,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_58,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_58,True,,Leo_10,2,1.0,,timi,timi,sfx_scn_liongrowl,,,1,shy,,3,special,
d_nikke_leona_05_59,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_59,True,,2,2,1.0,,leona_no,leona_no,,,,1,shy,,3,special,
d_nikke_leona_05_60,d_nikke_leona_05,Narration,Locale_NikkeEpisode:d_nikke_leona_05_60,False,,2,2,1.0,,,,,,,1,shy,,3,special,timi
d_nikke_leona_05_61,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_61,False,,2,2,1.0,,,,,,,1,shy,,,,
d_nikke_leona_05_62,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_62,False,,2,Leo_1,1.0,,,,,,,1,shy,,,,
d_nikke_leona_05_63,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_63,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_64,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_64,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_65,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_65,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,delight,,,,
d_nikke_leona_05_66,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_66,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,delight,,,,
d_nikke_leona_05_67,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_67,False,,Leo_1,Leo_1,1.0,,,,,,,1,delight,,,,
d_nikke_leona_05_68,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_68,True,,Leo_1,Leo_1,1.0,none,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_69,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_69,False,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_70,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_70,True,,Leo_1,Leo_10,0.6,bgm_story_marrybad,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_71,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_71,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_72,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_72,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_73,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_73,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_74,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_74,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_75,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_75,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_76,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_76,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_77,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_77,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_78,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_78,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_79,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_79,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_80,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_80,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_81,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_81,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_82,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_82,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_83,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_83,True,,Leo_10,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_84,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_84,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_85,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_85,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_86,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_86,False,,Leo_100,Leo_100,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_87,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_87,False,,Leo_100,Leo_100,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_88,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_88,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_89,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_89,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_90,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_90,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_91,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_91,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_92,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_92,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_93,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_93,False,,Leo_100,Leo_100,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_94,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_94,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_95,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_95,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,shy,,,,
d_nikke_leona_05_96,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_96,False,,Leo_100,Leo_100,1.0,,,,,,,1,shy,,,,
d_nikke_leona_05_97,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_97,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,shy,,,,
d_nikke_leona_05_98,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_98,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,shy,,,,
d_nikke_leona_05_99,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_99,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,shy,,,,
d_nikke_leona_05_100,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_100,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,1,shy,,,,
d_nikke_leona_05_101,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_101,False,,Leo_100,Leo_100,1.0,,,,,,,1,shy,,,,
d_nikke_leona_05_102,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_102,True,,Leo_100,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_103,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_103,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_104,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_104,True,,black,black,1.0,,timi,timi,sfx_scn_lionroar,,,1,idle,,,,
d_nikke_leona_05_105,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_105,False,,black,black,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_106,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_106,False,,black,black,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_107,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_107,False,,black,black,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_108,d_nikke_leona_05,Narration,Locale_NikkeEpisode:d_nikke_leona_05_108,False,SchoolCorridor,6,6,1.0,none,,,,black,,1,idle,,,,
d_nikke_leona_05_109,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_109,True,,6,2,1.0,bgm_story_backtonormal,leona_no,leona_no,,,,1,idle,timi,3,idle,
d_nikke_leona_05_110,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_110,True,,2,2,1.0,,timi,timi,sfx_scn_liongrowl,,,1,idle,,3,delight,
d_nikke_leona_05_111,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_111,False,,2,2,1.0,,,,,,,1,idle,,3,delight,
d_nikke_leona_05_112,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_112,False,,2,2,1.0,,,,,,,1,idle,,3,delight,
d_nikke_leona_05_113,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_113,False,,2,2,1.0,,,,,,,1,idle,,3,delight,
d_nikke_leona_05_114,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_114,False,,2,2,1.0,,,,,,,1,idle,,3,delight,
d_nikke_leona_05_115,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_115,True,,2,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,idle,
d_nikke_leona_05_116,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_116,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,idle,
d_nikke_leona_05_117,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_117,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,idle,
d_nikke_leona_05_118,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_118,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,idle,,3,idle,
d_nikke_leona_05_119,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_119,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,delight,,3,idle,
d_nikke_leona_05_120,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_120,False,,Leo_10,Leo_10,1.0,,,,,,,1,delight,,3,idle,
d_nikke_leona_05_121,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_121,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,shy,,3,idle,
d_nikke_leona_05_122,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_122,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,1,shy,,3,idle,
d_nikke_leona_05_123,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_123,False,,Leo_10,Leo_1,1.0,,,,,,,1,idle,,3,idle,
d_nikke_leona_05_124,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_124,False,,Leo_1,Leo_1,1.0,,,,,,,1,idle,,3,idle,
d_nikke_leona_05_125,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_125,False,,black,black,1.0,,,,,,,1,idle,,3,idle,
d_nikke_leona_05_126,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_126,False,,black,black,1.0,,,,,,,1,idle,,3,idle,
d_nikke_leona_05_127,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_127,False,,black,black,1.0,,,,,,,1,idle,,3,idle,
