id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,jump_target,fade,set_filter_01
d_nikke_bready_04_31,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_31,True,,S_10,S_10,1.0,,,,1,no,bready,,,
d_nikke_bready_04_32,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_32,True,,S_10,S_10,1.0,,,,1,no,bready,,,
d_nikke_bready_04_33,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_33,False,,S_10,S_10,1.0,,,,1,no,,,,
d_nikke_bready_04_34,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_34,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_35,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_35,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_36,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_36,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_37,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_37,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_38,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_38,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_39,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_39,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_40,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_40,False,,S_10,S_100,1.3,,,,1,idle,bready,,,
d_nikke_bready_04_41,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_41,True,,S_100,S_100,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_42,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_42,False,,S_100,S_100,1.0,,,,1,idle,,,,
d_nikke_bready_04_43,d_nikke_bready_04,Narration,bready,Locale_NikkeEpisode:d_nikke_bready_04_43,False,,black,black,1.0,sfx_scn_sinkwater,,,1,idle,,,,
d_nikke_bready_04_44,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_44,False,,black,black,1.0,,,,1,idle,,,,
d_nikke_bready_04_45,d_nikke_bready_04,Narration,bready,Locale_NikkeEpisode:d_nikke_bready_04_45,False,,black,black,1.0,,,,1,idle,,,black,
d_nikke_bready_04_46,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_46,True,,S_10,S_10,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_47,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_47,True,,S_10,S_100,1.3,,,,1,idle,bready,,,
d_nikke_bready_04_48,d_nikke_bready_04,Narration,bready,Locale_NikkeEpisode:d_nikke_bready_04_48,False,,black,black,1.0,sfx_scn_dishdebris,,,1,idle,,,,
d_nikke_bready_04_49,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_49,False,,black,black,1.0,,,,1,idle,,,,
d_nikke_bready_04_50,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_50,False,,black,black,1.0,,,,1,idle,,,,
d_nikke_bready_04_51,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_51,False,,S_100,S_10,1.3,,,,1,idle,,,,
d_nikke_bready_04_52,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_52,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_bready_04_53,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_53,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_54,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_54,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_55,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_55,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_56,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_56,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_57,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_57,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_58,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_58,False,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_59,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_59,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_60,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_60,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_61,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_61,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_62,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_62,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_63,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_63,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_64,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_64,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_65,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_65,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_66,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_66,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_80,,
d_nikke_bready_04_67,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_67,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_68,,
d_nikke_bready_04_68,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_68,False,,S_10,S_100,1.3,,,,1,delight,,,,Grey
d_nikke_bready_04_69,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_69,False,,S_100,S_100,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_70,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_70,False,,S_100,S_100,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_71,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_71,False,,S_100,S_10,1.3,,,,1,delight,,,,Grey
d_nikke_bready_04_72,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_72,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_80,,
d_nikke_bready_04_73,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_73,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_74,,
d_nikke_bready_04_74,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_74,False,,S_10,S_10,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_75,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_75,False,,S_10,S_10,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_76,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_76,False,,S_10,S_10,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_77,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_77,False,,S_10,S_10,1.0,,,,1,delight,,,,Grey
d_nikke_bready_04_78,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_78,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_80,,
d_nikke_bready_04_79,d_nikke_bready_04,Choice,bready,Locale_NikkeEpisode:d_nikke_bready_04_79,False,,S_10,S_10,1.0,,,,1,delight,,d_nikke_bready_04_80,,
d_nikke_bready_04_80,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_80,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_81,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_81,False,,S_10,S_100,1.3,,,,1,delight,,,,
d_nikke_bready_04_82,d_nikke_bready_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_bready_04_82,False,,black,black,1.0,,,,1,delight,,,,
d_nikke_bready_04_83,d_nikke_bready_04,Narration,bready,Locale_NikkeEpisode:d_nikke_bready_04_83,False,,black,black,1.0,,,,1,delight,,,,
d_nikke_bready_04_84,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_84,False,,S_100,S_10,1.3,,,,1,delight,bready,,,
d_nikke_bready_04_85,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_85,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_86,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_86,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_87,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_87,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_88,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_88,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_89,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_89,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_90,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_90,True,,S_10,S_10,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_91,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_91,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_bready_04_92,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_92,True,,S_10,S_10,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_93,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_93,False,,S_10,S_10,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_94,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_94,True,,S_10,S_10,1.0,,,,1,sad,bready,,,
d_nikke_bready_04_95,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_95,True,,S_10,S_10,1.0,,,,1,sad,bready,,,
d_nikke_bready_04_96,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_96,False,,S_10,S_10,1.0,,,,1,sad,,,,
d_nikke_bready_04_97,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_97,True,,S_10,S_10,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_98,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_98,True,,S_10,S_10,1.0,,,,1,idle,bready,,,
d_nikke_bready_04_99,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_99,True,,S_10,S_100,1.3,,,,1,surprise,bready,,,
d_nikke_bready_04_100,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_100,True,,S_100,S_100,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_101,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_101,True,,S_100,S_100,1.0,,,,1,delight,bready,,,
d_nikke_bready_04_102,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_102,False,,S_100,S_100,1.0,,,,1,delight,,,,
d_nikke_bready_04_103,d_nikke_bready_04,Speech,bready,Locale_NikkeEpisode:d_nikke_bready_04_103,True,,S_100,S_100,1.0,,,,1,shy,bready,,,
d_nikke_bready_04_104,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_104,False,,S_100,S_100,1.0,,,,1,shy,,,,
d_nikke_bready_04_105,d_nikke_bready_04,Self,bready,Locale_NikkeEpisode:d_nikke_bready_04_105,False,,S_100,S_100,1.0,,,,1,shy,,,,
