id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_filter_01,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_anis_04_14,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_14,True,,1,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_15,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_15,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_16,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_16,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_17,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_17,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_18,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_18,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_19,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_19,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_20,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_20,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_21,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_21,False,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_22,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_22,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_23,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_23,False,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_24,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_24,False,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_25,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_25,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_26,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_26,True,,10,1,1.0,,,,1,idle,,Grey,,,,,
d_nikke_anis_04_27,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_27,True,,1,1,1.0,,,,1,idle,,Grey,,,,,
d_nikke_anis_04_28,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_28,True,,1,1,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_29,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_29,True,,1,1,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_30,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_30,True,,1,1,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_31,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_31,True,,1,1,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_32,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_32,True,,1,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_33,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_33,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_34,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_34,True,,10,10,1.0,,,,1,worry,,Grey,,,,,
d_nikke_anis_04_35,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_35,True,OuterRim,1,1,1.0,bgm_story_fairytalesend_if,,,1,worry,,,black,,,,
d_nikke_anis_04_36,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_36,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_37,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_37,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_38,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_38,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_39,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_39,True,,1,7,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_40,d_nikke_anis_04,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_04_40,False,,7,7,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_41,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_41,True,,7,7,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_42,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_42,True,,7,1,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_43,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_43,False,,1,1,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_44,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_44,True,,1,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_45,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_45,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_46,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_46,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_47,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_47,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_48,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_48,True,,10,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_49,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_49,False,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_50,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_50,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_51,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_51,True,Backstreet,1,1,1.0,,,,1,worry,anis,Grey,,,,,
d_nikke_anis_04_52,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_52,True,,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_53,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_53,True,OuterRim,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_54,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_54,True,,19,19,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_55,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_55,True,,19,19,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_56,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_56,True,,black,black,1.0,,,anis,1,worry,,,,,,,
d_nikke_anis_04_57,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_57,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_58,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_58,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_59,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_59,False,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_60,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_60,True,,1,1,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_61,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_61,True,,1,1,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_62,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_62,False,,1,1,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_63,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_63,True,,1,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_64,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_64,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_65,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_65,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_66,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_66,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_67,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_67,True,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_68,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_68,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_69,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_69,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_70,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_70,False,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_71,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_71,False,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_72,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_72,True,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_73,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_73,True,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_74,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_74,False,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_75,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_75,True,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_76,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_76,True,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_77,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_77,False,,10,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_78,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_78,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_79,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_79,True,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_80,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_80,True,ElevatorOut,1,1,1.0,,,,1,worry,anis,Grey,,,,,
d_nikke_anis_04_81,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_81,False,,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_82,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_82,True,,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_83,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_83,True,OuterRim,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_84,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_84,True,,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_85,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_85,True,Station,1,1,1.0,,,,,,,Grey,,,,,
d_nikke_anis_04_86,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_86,True,OuterRim,black,black,1.0,none,,anis,1,worry,,,,,,,
d_nikke_anis_04_87,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_87,True,,10,10,1.0,,,,1,angry,,,,,,,
d_nikke_anis_04_88,d_nikke_anis_04,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_04_88,False,,10,10,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_89,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_89,True,,10,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_90,d_nikke_anis_04,Speech,anis,dirtyman,Locale_NikkeEpisode:d_nikke_anis_04_90,False,,1,4,1.0,bgm_enemyclose,,,1,worry,,,,,,,
d_nikke_anis_04_91,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_91,True,,4,4,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_92,d_nikke_anis_04,Speech,anis,dirtyman,Locale_NikkeEpisode:d_nikke_anis_04_92,False,,4,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_93,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_93,True,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_94,d_nikke_anis_04,Speech,anis,dirtyman,Locale_NikkeEpisode:d_nikke_anis_04_94,False,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_95,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_95,False,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_96,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_96,True,,1,10,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_97,d_nikke_anis_04,Speech,anis,drunkman,Locale_NikkeEpisode:d_nikke_anis_04_97,False,,10,70,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_98,d_nikke_anis_04,Speech,anis,dirtyman,Locale_NikkeEpisode:d_nikke_anis_04_98,False,,70,70,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_99,d_nikke_anis_04,Speech,anis,drunkman,Locale_NikkeEpisode:d_nikke_anis_04_99,False,,70,70,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_100,d_nikke_anis_04,Speech,anis,dirtyman,Locale_NikkeEpisode:d_nikke_anis_04_100,False,,70,70,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_101,d_nikke_anis_04,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_04_101,False,,black,black,1.0,,,,1,void,,,,,,,
d_nikke_anis_04_102,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_102,False,,1,1,1.0,,,,1,worry,,,,,,,
d_nikke_anis_04_103,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_103,True,,1,1,1.0,,,,1,sad,,,,crow,4,idle,
d_nikke_anis_04_104,d_nikke_anis_04,Speech,anis,crow,Locale_NikkeEpisode:d_nikke_anis_04_104,False,,1,1,1.0,,,,1,sad,,,,,4,idle,
d_nikke_anis_04_105,d_nikke_anis_04,Speech,crow,anis,Locale_NikkeEpisode:d_nikke_anis_04_105,False,,1,40,1.0,,,,1,void,,,,,4,idle,
d_nikke_anis_04_106,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_106,True,,40,40,1.0,,,,1,void,,,,,4,idle,
d_nikke_anis_04_107,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_107,True,,40,1,2.0,,,,1,worry,,,,,4,idle,
d_nikke_anis_04_108,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_108,True,,1,1,1.0,,,,1,delight,,,,,4,idle,
d_nikke_anis_04_109,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_109,False,,40,40,1.0,,,,1,delight,,,,,4,angry,
d_nikke_anis_04_110,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_110,True,,40,40,1.0,,,,1,delight,,,,,4,angry,
d_nikke_anis_04_111,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_111,True,,40,10,1.0,,,,1,worry,,,,,4,angry,
d_nikke_anis_04_112,d_nikke_anis_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anis_04_112,False,,black,black,1.0,,,,1,worry,,,,,4,angry,
d_nikke_anis_04_113,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_113,True,,4,4,1.0,,,,1,worry,,,,,4,idle,
d_nikke_anis_04_114,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_114,True,,4,4,1.0,,,,1,worry,,,,,4,idle,
d_nikke_anis_04_115,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_115,True,,4,4,1.0,,,,1,worry,,,,,4,angry,
d_nikke_anis_04_116,d_nikke_anis_04,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_anis_04_116,True,,4,4,1.0,,,,1,worry,,,,,4,angry,
d_nikke_anis_04_117,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_117,True,,4,1,1.0,,,,1,worry,,,,,4,angry,
d_nikke_anis_04_118,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_118,True,City,1,1,1.0,bgm_menu_ark,,,1,sad,,,black,,4,angry,crow
d_nikke_anis_04_119,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_119,True,,1,1,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_120,d_nikke_anis_04,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_04_120,False,,1,1,1.0,,,,1,idle,,,,,,,
d_nikke_anis_04_121,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_121,True,,1,10,1.0,,,,1,delight,,,,,,,
d_nikke_anis_04_122,d_nikke_anis_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_04_122,True,,10,10,1.0,,,,1,idle,,,,,,,
