id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,jump_target,set_filter_01,conversation_id
d_nikke_crow_02_19,d_nikke_crow_02,Speech,youngwoman,Locale_NikkeEpisode:d_nikke_crow_02_19,False,,10,1,0.5,,,,,crow,,14,idle,,1,idle,,,,,
d_nikke_crow_02_20,d_nikke_crow_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_02_20,False,,black,black,1.0,,sfx_scn_gunfire,,,crow,,14,idle,,1,idle,,,,,
d_nikke_crow_02_21,d_nikke_crow_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_02_21,False,Jail,5,1,2.0,bgm_distress,,,black,,,1,idle,,1,idle,crow,outlaw,,,
d_nikke_crow_02_22,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_22,True,,1,1,1.0,,,,,crow,,,,crow,1,smile,,,,,
d_nikke_crow_02_23,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_23,True,,1,1,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_24,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_24,True,,1,1,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_25,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_25,False,,1,1,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_26,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_26,True,,1,10,2.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_27,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_27,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_28,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_28,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_29,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_29,False,,10,10,2.3,,,,,crow,,,,,1,"expression_0,angry",,,,,
d_nikke_crow_02_30,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_30,True,,10,10,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_31,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_31,True,,10,10,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_32,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_32,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_33,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_33,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_34,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_34,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,d_nikke_crow_02_36,,
d_nikke_crow_02_35,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_35,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,d_nikke_crow_02_36,,
d_nikke_crow_02_36,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_36,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_37,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_37,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_38,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_38,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_39,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_39,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_40,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_40,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,d_nikke_crow_02_42,,
d_nikke_crow_02_41,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_41,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,d_nikke_crow_02_43,,
d_nikke_crow_02_42,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_42,True,,10,1,2.0,,,,,crow,,,,,1,smile,,,d_nikke_crow_02_44,,
d_nikke_crow_02_43,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_43,True,,10,1,2.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_44,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_44,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_45,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_45,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_46,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_46,False,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_47,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_47,True,,1,1,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_48,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_48,True,City,1,1,1.0,,,,,crow,outlaw,1,idle,,1,surprise,crow,,,Grey,
d_nikke_crow_02_49,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_49,True,,1,1,1.0,,,,,crow,,1,idle,,,,,,,Grey,
d_nikke_crow_02_50,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_50,True,OuterRim,1,1,1.0,,,,,crow,,1,idle,,,,,outlaw,,Grey,
d_nikke_crow_02_51,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_51,True,,1,1,1.0,,,,,crow,,,,,,,,,,Grey,
d_nikke_crow_02_52,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_52,False,,1,1,1.0,,,,,crow,,,,,,,,,,Grey,
d_nikke_crow_02_53,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_53,True,Jail,1,1,1.0,,,,,crow,,,,crow,1,angry,,,,,
d_nikke_crow_02_54,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_54,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_55,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_55,True,,1,10,2.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_56,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_56,False,,10,10,1.0,,,,,crow,,,,,1,angry,,,d_nikke_crow_02_58,,
d_nikke_crow_02_57,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_57,False,,10,10,1.0,,,,,crow,,,,,1,angry,,,d_nikke_crow_02_58,,
d_nikke_crow_02_58,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_58,True,,10,10,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_59,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_59,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_60,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_60,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_61,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_61,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_62,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_62,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_63,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_63,False,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_64,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_64,True,,10,10,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_65,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_65,True,,10,10,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_66,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_66,False,,10,10,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_67,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_67,True,,10,1,2.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_68,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_68,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_69,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_69,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_70,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_70,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_71,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_71,False,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_72,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_72,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_73,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_73,False,,1,1,1.0,,,,,crow,,,,,1,angry,,,d_nikke_crow_02_75,,
d_nikke_crow_02_74,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_74,False,,1,1,1.0,,,,,crow,,,,,1,angry,,,d_nikke_crow_02_81,,
d_nikke_crow_02_75,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_75,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_76,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_76,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_77,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_77,True,,1,1,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_78,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_78,True,EnikkRoom,1,1,1.0,,,,,crow,enikk,1,special,,1,idle,crow,,,Grey,
d_nikke_crow_02_79,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_79,True,,1,1,1.0,,,,,crow,,1,special,,,,,,,Grey,
d_nikke_crow_02_80,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_80,True,,1,1,1.0,,,,,crow,,1,special,,,,,,d_nikke_crow_02_88,Grey,
d_nikke_crow_02_81,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_81,True,,1,1,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_82,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_82,True,,1,1,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_83,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_83,True,,1,1,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_84,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_84,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_85,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_85,True,EnikkRoom,1,1,1.0,,,,,crow,enikk,1,special,,1,idle,crow,,,Grey,
d_nikke_crow_02_86,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_86,True,,1,1,1.0,,,,,crow,,1,special,,,,,,,Grey,
d_nikke_crow_02_87,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_87,True,,1,1,1.0,,,,,crow,,1,special,,,,,,,Grey,
d_nikke_crow_02_88,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_88,True,Jail,1,1,1.0,,,,,crow,,1,special,crow,1,smile,,enikk,,,
d_nikke_crow_02_89,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_89,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_90,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_90,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_91,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_91,False,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_92,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_92,True,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_93,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_93,False,,1,1,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_94,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_94,True,,1,10,1.5,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_95,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_95,True,,10,10,1.0,,,,,crow,,,,,1,surprise,,,,,
d_nikke_crow_02_96,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_96,True,,10,10,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_97,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_97,False,,10,10,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_98,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_98,False,,10,10,1.0,,,,,crow,,,,,1,angry,,,,,
d_nikke_crow_02_99,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_99,True,,10,10,2.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_100,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_100,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_101,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_101,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_102,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_102,True,,10,10,1.0,,,,,crow,,,,,1,smile,,,,,
d_nikke_crow_02_103,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_103,True,OuterRim,10,10,1.0,,,,,crow,,,,,1,smile,crow,,,,
d_nikke_crow_02_104,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_104,True,Backstreet,10,10,1.0,,,,,crow,,,,,,,,,,,
d_nikke_crow_02_105,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_105,True,Jail,10,10,1.0,,,,,crow,,,,crow,1,delight,,,,,
d_nikke_crow_02_106,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_106,True,,10,10,1.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_107,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_107,True,,10,100,2.0,,,,,crow,,,,,1,idle,,,,,
d_nikke_crow_02_108,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_108,True,Ark,100,100,1.0,,,,,crow,,,,,1,idle,crow,,,,
d_nikke_crow_02_109,d_nikke_crow_02,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_02_109,True,,100,1,3.0,,,,,crow,,,,,,,,,,,
d_nikke_crow_02_110,d_nikke_crow_02,Self,Self,Locale_NikkeEpisode:d_nikke_crow_02_110,False,,black,black,1.0,,,,,crow,,,,,,,,,,,
d_nikke_crow_02_111,d_nikke_crow_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_02_111,False,CommanderRoom_n,5,1,2.0,none,,,black,,,,,,,,,,,,
d_nikke_crow_02_112,d_nikke_crow_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_crow_02_112,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_crow_02_113,d_nikke_crow_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_crow_02_113,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_crow_02_114,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_114,False,,1,1,1.0,,,,,,,,,,,,,,d_nikke_crow_02_117,,
d_nikke_crow_02_115,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_115,False,,1,1,1.0,,,,,,,,,,,,,,d_nikke_crow_02_117,,
d_nikke_crow_02_116,d_nikke_crow_02,Choice,,Locale_NikkeEpisode:d_nikke_crow_02_116,False,,1,1,1.0,,,,,,,,,,,,,,d_nikke_crow_02_117,,
d_nikke_crow_02_117,d_nikke_crow_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_crow_02_117,False,,1,1,1.0,bgm_recognition_underworld,sfx_scn_phonevibration,,,,,,,,,,,,,,m_nikke_crow_02
