id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_trina_05_31,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_31,True,,L_10,L_10,1.0,,,,,1,delight,,,,
d_nikke_trina_05_32,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_32,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_33,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_33,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_34,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_34,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_35,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_35,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_36,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_36,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_37,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_37,False,,black,black,1.0,none,sfx_scn_walksand,,,1,idle,,,,
d_nikke_trina_05_38,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_38,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_39,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_39,False,,L_100,L_10,1.0,bgm_story_impression,,,,1,idle,,,,
d_nikke_trina_05_40,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_40,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_41,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_41,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_42,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_42,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_43,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_43,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_44,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_44,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_45,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_45,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_46,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_46,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_47,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_47,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_48,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_48,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_49,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_49,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_50,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_50,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_51,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_51,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_52,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_52,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_53,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_53,False,,L_150,L_150,1.0,,,,,1,idle,,,,
d_nikke_trina_05_54,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_54,False,,L_150,L_1500,1.0,,sfx_scn_footstepleaves,,,1,idle,,,,
d_nikke_trina_05_55,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_55,False,,L_1500,L_1500,1.0,,,,,1,idle,,,,
d_nikke_trina_05_56,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_56,False,,L_1500,L_1500,1.0,,sfx_scn_bamboowind,,,1,idle,,,,
d_nikke_trina_05_57,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_57,False,,L_1500,L_1500,1.0,,,,,1,idle,,,,
d_nikke_trina_05_58,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_58,False,,L_1500,L_1500,1.0,,,,,1,idle,,,,
d_nikke_trina_05_59,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_59,False,,L_1500,L_1500,1.0,,,,,1,idle,,,,
d_nikke_trina_05_60,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_60,False,,L_1500,L_1500,1.0,,,,,1,idle,,,,
d_nikke_trina_05_61,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_61,False,,L_1500,L_150,1.0,,,,,1,idle,,,,
d_nikke_trina_05_62,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_62,True,,L_150,L_10,2.0,,,,,1,idle,,,,
d_nikke_trina_05_63,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_63,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_64,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_64,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_65,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_65,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_66,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_66,False,,L_10,L_100,0.7,,,,,1,idle,,,,
d_nikke_trina_05_67,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_67,True,,L_100,L_100,1.0,,,,,1,delight,,,,
d_nikke_trina_05_68,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_68,True,,L_100,L_100,1.0,,,,,1,delight,,,,
d_nikke_trina_05_69,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_69,False,,L_100,L_100,1.0,,,,,1,delight,,,,
d_nikke_trina_05_70,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_70,False,,L_100,L_100,1.0,,,,,1,delight,,,,
d_nikke_trina_05_71,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_71,True,,L_100,L_10,1.0,,,,,1,delight,,,,
d_nikke_trina_05_72,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_72,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_73,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_73,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_74,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_74,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_75,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_75,False,,black,black,1.0,,sfx_scn_blanketsit,,,1,idle,,,,
d_nikke_trina_05_76,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_76,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_trina_05_77,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_77,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_78,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_78,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_79,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_79,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_80,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_80,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_81,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_81,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_82,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_82,True,,L_100,L_10,1.0,,,,,1,think2,,,,
d_nikke_trina_05_83,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_83,False,,L_10,L_10,1.0,,,,,1,think2,,,,
d_nikke_trina_05_84,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_84,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_85,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_85,False,,L_10,L_100,1.3,,sfx_scn_clothweak,,,1,idle,trina,,,
d_nikke_trina_05_86,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_86,False,,L_100,L_100,1.0,,,,,,,,,,
d_nikke_trina_05_87,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_87,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_88,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_88,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_89,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_89,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_90,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_90,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_91,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_91,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_92,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_92,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_93,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_93,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_94,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_94,False,,black,black,1.0,,,,,,,,,,
d_nikke_trina_05_95,d_nikke_trina_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_trina_05_95,False,,black,black,1.0,none,sfx_scn_heavydoordrag,black,,,,,,,
d_nikke_trina_05_96,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_96,True,,S_150,S_150,1.0,,,,,,,,miranda,15,idle
d_nikke_trina_05_97,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_97,True,,S_150,S_150,1.0,bgm_story_tepidappleade,,,,,,,,15,idle
d_nikke_trina_05_98,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_98,True,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_99,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_99,True,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_100,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_100,True,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_101,d_nikke_trina_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_trina_05_101,False,,S_150,15,1.3,,sfx_scn_safe_landing,,,,,,,15,idle
d_nikke_trina_05_102,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_102,True,,15,15,1.0,,,,,,,,,15,angry
d_nikke_trina_05_103,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_103,False,,15,15,1.0,,,,,,,,,15,angry
d_nikke_trina_05_104,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_104,False,,15,15,1.0,,,,,,,,,15,angry
d_nikke_trina_05_105,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_105,True,,15,15,1.0,,,,,,,,,15,shy
d_nikke_trina_05_106,d_nikke_trina_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_trina_05_106,False,,15,15,1.0,,,,,,,,,15,shy
d_nikke_trina_05_107,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_107,True,,15,S_150,1.3,,,,,,,,,15,shy
d_nikke_trina_05_108,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_108,True,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_109,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_109,True,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_110,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_110,False,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_111,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_111,False,,S_150,S_150,1.0,,,,,,,,,15,idle
d_nikke_trina_05_112,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_112,True,,S_150,S_1500,1.0,,,,,,,,,15,think
d_nikke_trina_05_113,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_113,True,,S_1500,S_1500,1.0,,,,,,,,,15,angry
d_nikke_trina_05_114,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_114,True,,S_1500,S_1500,1.0,,,,,,,,,15,angry
d_nikke_trina_05_115,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_115,True,,S_1500,S_1500,1.0,,,,,,,,,15,delight
d_nikke_trina_05_116,d_nikke_trina_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_trina_05_116,False,,S_1500,S_150,1.0,,sfx_scn_cape,,,,,,,15,delight
d_nikke_trina_05_117,d_nikke_trina_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_trina_05_117,False,,S_150,S_150,1.0,,,,,,,,,15,delight
d_nikke_trina_05_118,d_nikke_trina_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_trina_05_118,True,,black,black,1.0,,,,,,,,,15,angry
