id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade
d_nikke_mihara_bondingchain_05_11,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_11,True,,1,idle,,3,idle,,10,100,1.0,,,
d_nikke_mihara_bondingchain_05_12,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_12,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_13,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_13,True,,1,idle,,3,idle,,100,100,1.0,,,
d_nikke_mihara_bondingchain_05_14,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_14,True,,1,idle,,3,idle,,100,10,1.0,,,
d_nikke_mihara_bondingchain_05_15,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_15,True,,1,idle,,3,surprise,,L_300,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_16,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_16,True,,1,idle,,3,surprise,,L_30,31,1.0,,,
d_nikke_mihara_bondingchain_05_17,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_17,False,,1,idle,,3,surprise,,black,black,1.0,,,
d_nikke_mihara_bondingchain_05_18,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_18,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_19,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_19,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_20,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_20,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_21,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_21,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_22,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_22,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_23,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_23,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_24,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_24,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_25,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_25,True,,1,idle,,3,delight,,L_30,L_300,0.5,,,
d_nikke_mihara_bondingchain_05_26,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_26,True,,1,idle,,3,delight,,L_300,L_300,1.0,,,
d_nikke_mihara_bondingchain_05_27,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_27,True,,1,idle,,3,delight,,L_300,L_300,1.0,,,
d_nikke_mihara_bondingchain_05_28,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_28,True,,1,idle,,3,delight,,L_300,L_300,1.0,,,
d_nikke_mihara_bondingchain_05_29,d_nikke_mihara_bondingchain_05,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_29,False,,1,idle,,3,idle,,black,black,1.0,,,
d_nikke_mihara_bondingchain_05_30,d_nikke_mihara_bondingchain_05,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_30,False,,1,idle,,3,idle,,black,black,1.0,,,
d_nikke_mihara_bondingchain_05_31,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_31,True,,1,delight,,3,idle,,100,10,0.5,,,
d_nikke_mihara_bondingchain_05_32,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_32,True,,1,delight,,3,idle,,10,31,1.0,,,
d_nikke_mihara_bondingchain_05_33,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_33,True,,1,delight,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_34,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_34,True,,1,delight,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_35,d_nikke_mihara_bondingchain_05,Monologue,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_35,False,,1,delight,,3,idle,,31,1,1.0,,,
d_nikke_mihara_bondingchain_05_36,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_36,True,,1,sad_01,,3,idle,,1,1,1.0,,,
d_nikke_mihara_bondingchain_05_37,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_37,True,,1,sad_01,,3,idle,,1,10,1.0,,,
d_nikke_mihara_bondingchain_05_38,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_38,True,,1,sad_01,,3,idle,,L_30,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_39,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_39,True,,1,sad_01,,3,idle,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_40,d_nikke_mihara_bondingchain_05,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_40,False,,1,sad_01,,3,idle,,10,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_41,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_41,True,,1,sad_01,,3,idle,,L_30,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_42,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_42,True,,1,sad_01,,3,idle,,L_30,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_43,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_43,True,,1,sad_01,,3,idle,,L_30,L_30,1.0,,,
d_nikke_mihara_bondingchain_05_44,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_44,True,,1,idle,,3,idle,,L_30,31,1.0,,,
d_nikke_mihara_bondingchain_05_45,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_45,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_46,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_46,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_47,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_47,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_48,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_48,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_49,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_49,False,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_50,d_nikke_mihara_bondingchain_05,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_50,False,,1,idle,,3,idle,,black,black,1.0,,,
d_nikke_mihara_bondingchain_05_51,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_51,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_52,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_52,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_53,d_nikke_mihara_bondingchain_05,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_53,False,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_54,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_54,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_55,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_55,True,,1,idle,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_56,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_56,True,,1,surprise,,3,idle,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_57,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_57,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_58,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_58,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_59,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_59,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_60,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_60,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_61,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_61,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_62,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_62,True,,1,surprise,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_63,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_63,False,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_64,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_64,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_65,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_65,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_66,d_nikke_mihara_bondingchain_05,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_66,True,,1,idle,,3,delight,,31,31,1.0,,,
d_nikke_mihara_bondingchain_05_67,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_67,True,,1,idle,,3,delight,NikkeCorridor,100,100,1.0,,littlemermaid,black
d_nikke_mihara_bondingchain_05_68,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_68,False,,1,idle,,,,,100,10,1.0,,,
d_nikke_mihara_bondingchain_05_69,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_69,True,,1,idle,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_70,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_70,True,,1,idle,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_71,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_71,True,,1,idle,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_72,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_72,True,,1,idle,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_73,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_73,True,,1,idle,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_74,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_74,True,,1,delight,,,,,10,10,1.0,,,
d_nikke_mihara_bondingchain_05_75,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_75,False,,1,delight,,,,,10,100,1.0,,,
d_nikke_mihara_bondingchain_05_76,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_76,False,,1,delight,,,,,100,100,1.0,,,
d_nikke_mihara_bondingchain_05_77,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_77,True,,1,think,,,,,100,100,1.0,,,
d_nikke_mihara_bondingchain_05_78,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_78,False,,1,think,,,,,100,100,1.0,,,
d_nikke_mihara_bondingchain_05_79,d_nikke_mihara_bondingchain_05,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_79,True,,1,think,,,,,100,100,1.0,,,
d_nikke_mihara_bondingchain_05_80,d_nikke_mihara_bondingchain_05,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_05_80,False,,1,think,,,,,black,black,1.0,,,
