id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_04_02_27,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_27,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_28,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_28,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_29,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_29,True,,1,120,1.0,bgm_story_weare,,,12,idle,,2,idle
d_nikke_ce004_04_02_30,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_30,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_31,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_31,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_32,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_32,True,,120,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_33,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_33,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_34,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_34,True,,200,200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_35,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_35,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_36,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_36,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_37,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_37,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_38,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_38,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_39,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_39,True,,1200,1200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_40,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_40,True,,1200,1,1.0,,,,12,idle,,2,special
d_nikke_ce004_04_02_41,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_41,True,,1,1,1.0,,,,12,surprise,,2,special
d_nikke_ce004_04_02_42,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_42,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_43,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_43,True,,1,1,1.0,,,,12,surprise,,2,idle
