id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,conversation_id,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,set_camera_shake
d_nikke_hongryeon_02_20,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_20,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_21,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_21,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_22,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_22,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_23,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_23,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_24,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_24,True,CityForest_03_d,,10,9,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_25,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_25,True,,,9,9,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_26,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_26,False,,,9,9,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_27,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_27,True,,,9,9,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_28,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_28,True,,,9,900,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_29,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_29,False,,,900,900,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_30,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_30,True,,,900,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_31,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_31,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_32,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_32,False,,,1,1,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_34,,
d_nikke_hongryeon_02_33,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_33,False,,,1,1,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_34,,
d_nikke_hongryeon_02_34,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_34,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_35,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_35,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_36,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_36,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_37,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_37,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_38,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_38,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_39,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_39,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_40,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_40,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_41,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_41,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_42,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_42,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_43,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_43,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_44,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_44,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_45,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_45,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_46,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_46,True,,,1,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_47,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_47,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_48,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_48,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_49,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_49,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_50,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_50,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_51,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_51,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_52,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_52,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_53,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_53,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_54,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_54,False,,,10,10,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_56,,
d_nikke_hongryeon_02_55,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_55,False,,,10,10,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_58,,
d_nikke_hongryeon_02_56,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_56,True,,,10,1,1.0,,,hongryeon,hongryeon,,1,no,,,
d_nikke_hongryeon_02_57,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_57,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,d_nikke_hongryeon_02_59,,
d_nikke_hongryeon_02_58,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_58,True,,,10,1,1.0,,,hongryeon,hongryeon,,1,delight,d_nikke_hongryeon_02_59,,
d_nikke_hongryeon_02_59,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_59,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_60,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_60,False,,,1,2,1.0,,none,,,,1,idle,,hongryeon,
d_nikke_hongryeon_02_61,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_61,False,,,2,9,0.5,,,,,,,,,,
d_nikke_hongryeon_02_62,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_62,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_63,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_63,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_64,d_nikke_hongryeon_02,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_02_64,False,,,9,9,1.0,sfx_scn_rapturerun,bgm_story_crawlinganxiety,,,,,,,,Low_2
d_nikke_hongryeon_02_65,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_65,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_66,d_nikke_hongryeon_02,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_02_66,False,,,9,9,1.0,sfx_scn_rapturerun,,,,,,,,,Low_2
d_nikke_hongryeon_02_67,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_67,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_68,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_68,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_69,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_69,True,,,black,black,1.0,,,hongryeon,hongryeon,,,,,,
d_nikke_hongryeon_02_70,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_70,False,,,black,black,1.0,,,,,,,,,,
d_nikke_hongryeon_02_71,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_71,False,,,9,9,1.0,,none,,,,,,,,
d_nikke_hongryeon_02_72,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_72,False,,,9,1,1.0,,,hongryeon,,hongryeon,1,idle,,,
d_nikke_hongryeon_02_73,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_73,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_74,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_74,True,,,1,1,1.0,,bgm_recognition_a,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_75,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_75,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_76,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_76,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_77,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_77,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_78,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_78,True,,,1,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_79,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_79,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_80,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_80,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_81,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_81,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_82,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_82,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_83,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_83,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_84,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_84,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_85,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_85,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_86,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_86,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_87,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_87,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_88,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_88,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_89,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_89,True,,,10,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_90,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_90,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_91,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_91,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_92,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_92,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_93,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_93,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_94,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_94,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_95,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_95,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_96,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_96,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_97,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_97,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_98,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_98,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_99,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_99,True,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_100,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_100,True,,,1,1,1.0,,none,hongryeon,hongryeon,,1,no,,,
d_nikke_hongryeon_02_101,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_101,False,,,1,1,1.0,,,hongryeon,,,1,no,,,
d_nikke_hongryeon_02_102,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_102,True,,,1,1,1.0,,bgm_story_orangepop,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_103,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_103,False,,,black,black,1.0,,,hongryeon,Monologue,,1,idle,,,
d_nikke_hongryeon_02_104,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_104,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_105,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_105,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_106,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_106,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_107,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_107,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_108,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_108,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_109,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_109,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_110,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_110,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_111,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_111,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_112,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_112,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_113,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_113,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_114,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_114,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_115,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_115,False,,,10,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_116,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_116,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,no,,,
d_nikke_hongryeon_02_117,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_117,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,no,,,
d_nikke_hongryeon_02_118,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_118,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,no,,,
d_nikke_hongryeon_02_119,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_119,False,,,10,10,1.0,,,hongryeon,,,1,no,,,
d_nikke_hongryeon_02_120,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_120,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_121,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_121,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_122,d_nikke_hongryeon_02,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_02_122,False,CityForest_03_d,,black,black,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_123,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_123,False,,,9,9,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_124,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_124,False,,,9,9,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_125,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_125,True,,,9,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_126,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_126,False,,,1,10,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_127,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_127,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_128,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_128,True,,,10,10,1.0,,,hongryeon,hongryeon,,6,idle,,,
d_nikke_hongryeon_02_129,d_nikke_hongryeon_02,Self,Locale_NikkeEpisode:d_nikke_hongryeon_02_129,False,,,10,10,1.0,,,hongryeon,,,6,idle,,,
d_nikke_hongryeon_02_130,d_nikke_hongryeon_02,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_02_130,False,CityForest_03_d,,black,black,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_131,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_131,False,,,black,black,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_132,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_132,False,,,black,black,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_133,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_133,False,,,1,1,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_134,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_134,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_135,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_135,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_136,d_nikke_hongryeon_02,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_02_136,False,,,1,1,1.0,,,hongryeon,,,1,idle,,,
d_nikke_hongryeon_02_137,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_137,False,,,1,10,1.0,,none,hongryeon,hongryeon,,1,"expression_0,idle",,,
d_nikke_hongryeon_02_138,d_nikke_hongryeon_02,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_02_138,True,,,10,10,1.0,,,hongryeon,hongryeon,,1,idle,,,
d_nikke_hongryeon_02_139,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_139,False,,,10,10,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_141,,
d_nikke_hongryeon_02_140,d_nikke_hongryeon_02,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_02_140,False,,,10,10,1.0,,,hongryeon,,,1,idle,d_nikke_hongryeon_02_141,,
