id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
treasurestory_exia_05_18,treasurestory_exia_05,Monologue,Locale_NikkeEpisode:treasurestory_exia_05_18,False,,5,idle,,5,S_50,1.0,,,
treasurestory_exia_05_19,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_19,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_20,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_20,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_21,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_21,True,,5,idle,,S_50,S_500,1.0,,exia,exia
treasurestory_exia_05_22,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_22,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_23,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_23,False,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_24,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_24,False,,5,idle,,S_500,S_500,1.0,,,
treasurestory_exia_05_25,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_25,True,,5,good,,S_500,S_50,1.0,,exia,exia
treasurestory_exia_05_26,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_26,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_27,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_27,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_28,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_28,False,,5,idle,,S_50,S_50,1.0,,,
treasurestory_exia_05_29,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_29,True,,5,surprise,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_30,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_30,True,,5,surprise,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_31,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_31,False,,5,surprise,,S_50,S_50,1.0,,,
treasurestory_exia_05_32,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_32,False,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_33,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_33,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_34,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_34,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_35,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_35,False,,5,idle,,S_50,S_50,1.0,,,
treasurestory_exia_05_36,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_36,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_37,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_37,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_38,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_38,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_39,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_39,True,,5,idle,,S_50,S_500,1.0,,exia,exia
treasurestory_exia_05_40,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_40,False,,5,idle,,S_500,S_500,1.0,,,
treasurestory_exia_05_41,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_41,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_42,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_42,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_43,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_43,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_44,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_44,False,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_45,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_45,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_46,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_46,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_47,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_47,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_48,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_48,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_49,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_49,True,,5,idle,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_50,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_50,False,,5,idle,,S_500,S_500,1.0,,,
treasurestory_exia_05_51,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_51,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_52,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_52,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_53,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_53,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_54,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_54,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_55,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_55,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_56,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_56,True,,5,good,,S_500,S_500,1.0,,exia,exia
treasurestory_exia_05_57,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_57,True,,5,good,,S_500,S_50,1.0,,exia,exia
treasurestory_exia_05_58,treasurestory_exia_05,Monologue,Locale_NikkeEpisode:treasurestory_exia_05_58,False,,5,good,,S_50,S_50,1.0,,,
treasurestory_exia_05_59,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_59,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_60,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_60,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_61,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_61,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_62,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_62,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_63,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_63,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_64,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_64,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_65,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_65,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_66,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_66,False,,5,idle,,S_50,S_50,1.0,,,
treasurestory_exia_05_67,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_67,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_68,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_68,True,,5,idle,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_69,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_69,False,,5,idle,,S_50,S_50,1.0,,,
treasurestory_exia_05_70,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_70,False,,5,surprise,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_71,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_71,True,,5,surprise,,S_50,S_50,1.0,,exia,exia
treasurestory_exia_05_72,treasurestory_exia_05,Self,Locale_NikkeEpisode:treasurestory_exia_05_72,False,,5,surprise,,S_50,S_50,1.0,,,
treasurestory_exia_05_73,treasurestory_exia_05,Speech,Locale_NikkeEpisode:treasurestory_exia_05_73,False,,5,surprise,,S_50,S_50,1.0,,exia,exia
