id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,fade,characters/0/hide_char_id,play_sound
d_nikke_vesti_tactical_04_19,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_19,True,,XS_100,XS_100,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_20,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_20,True,,XS_100,XS_100,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_21,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_21,True,,XS_100,XS_100,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_22,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_22,True,,XS_100,XS_100,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_23,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_23,True,,XS_100,XS_10,1.5,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_24,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_24,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_25,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_25,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_26,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_26,True,,XS_10,XS_100,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_27,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_27,False,,XS_100,XS_100,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_28,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_28,True,,XS_100,XS_10,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_29,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_29,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_30,d_nikke_vesti_tactical_04,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_30,False,,XS_10,XS_50,1.3,,,1,idle,,,,
d_nikke_vesti_tactical_04_31,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_31,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_32,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_32,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_33,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_33,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_34,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_34,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_35,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_35,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_36,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_36,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_37,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_37,False,,XS_10,XS_100,0.5,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_38,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_38,True,,XS_100,XS_100,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_39,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_39,True,,XS_100,XS_10,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_40,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_40,False,,XS_10,XS_10,1.0,,,1,shy,,,,
d_nikke_vesti_tactical_04_41,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_41,True,,XS_10,XS_10,1.0,,,1,delight,vesti_t,,,
d_nikke_vesti_tactical_04_42,d_nikke_vesti_tactical_04,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_42,False,ClothingStore,black,black,1.0,,,1,delight,,,,
d_nikke_vesti_tactical_04_43,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_43,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_44,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_44,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_45,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_45,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_46,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_46,False,,XS_10,XS_100,0.5,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_47,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_47,True,,XS_100,XS_100,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_48,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_48,True,,XS_100,XS_10,1.3,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_49,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_49,False,,XS_10,XS_10,1.0,,,1,shy,,,,
d_nikke_vesti_tactical_04_50,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_50,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_51,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_51,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_52,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_52,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_53,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_53,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_54,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_54,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_55,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_55,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_56,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_56,True,,XS_10,XS_10,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_57,d_nikke_vesti_tactical_04,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_57,False,,black,black,1.0,,,1,shy,,,,
d_nikke_vesti_tactical_04_58,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_58,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_59,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_59,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_60,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_60,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_61,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_61,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_62,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_62,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_63,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_63,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_64,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_64,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_65,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_65,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_66,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_66,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_67,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_67,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_68,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_68,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_69,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_69,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_70,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_70,True,,XS_10,XS_100,1.5,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_71,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_71,True,,XS_100,XS_100,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_72,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_72,True,,XS_100,XS_100,1.0,,,1,shy,vesti_t,,,
d_nikke_vesti_tactical_04_73,d_nikke_vesti_tactical_04,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_73,False,,black,black,1.0,,,1,shy,,,,
d_nikke_vesti_tactical_04_74,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_74,True,ShoppingMall,XS_10,XS_10,1.0,,,1,idle,vesti_t,black,,
d_nikke_vesti_tactical_04_75,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_75,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_76,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_76,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_77,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_77,True,,XS_10,XS_10,1.0,,,1,worry,vesti_t,,,
d_nikke_vesti_tactical_04_78,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_78,False,,XS_10,XS_10,1.0,,,1,worry,,,,
d_nikke_vesti_tactical_04_79,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_79,True,,XS_10,XS_100,0.5,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_80,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_80,True,,XS_100,XS_100,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_81,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_81,True,,XS_100,XS_100,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_82,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_82,True,,XS_100,XS_10,1.5,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_83,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_83,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_84,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_84,False,,XS_10,XS_10,1.0,,,1,idle,,,,
d_nikke_vesti_tactical_04_85,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_85,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_86,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_86,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_87,d_nikke_vesti_tactical_04,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_87,True,,XS_10,XS_10,1.0,,,1,idle,vesti_t,,,
d_nikke_vesti_tactical_04_88,d_nikke_vesti_tactical_04,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_88,False,,XS_10,XS_10,1.0,,,1,idle,,,vesti_t,sfx_scn_walkaway
d_nikke_vesti_tactical_04_89,d_nikke_vesti_tactical_04,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_04_89,False,,XS_10,XS_10,1.0,,,,,,,,
