id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
d_nikke_anchor_01_55,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_55,True,,100,100,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_56,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_56,False,,100,100,1.0,,,,,1,idle,,,,,,
d_nikke_anchor_01_57,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_57,True,,100,100,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_58,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_58,True,,100,100,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_59,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_59,True,,100,10,2.0,,,helm,,1,no,,,,,,
d_nikke_anchor_01_60,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_60,True,,10,10,1.0,,,helm,,1,no,,,,,,
d_nikke_anchor_01_61,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_61,False,,10,10,1.0,,,,,1,no,,,,,,
d_nikke_anchor_01_62,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_62,True,,10,10,1.0,,,helm,,1,surprise,,,,,,
d_nikke_anchor_01_63,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_63,False,,10,10,1.0,,,,,1,surprise,,,,,,
d_nikke_anchor_01_64,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_64,False,,10,10,1.0,,,,,1,surprise,,,,,,
d_nikke_anchor_01_65,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_65,False,,10,10,1.0,,,helm,,1,surprise,,,,,,
d_nikke_anchor_01_66,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_66,True,,10,10,2.0,,,helm,,1,delight,,,,,,
d_nikke_anchor_01_67,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_67,True,,10,10,1.0,,,helm,,1,delight,,,,,,
d_nikke_anchor_01_68,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_68,True,,10,10,1.0,,,helm,,1,delight,,,,,,
d_nikke_anchor_01_69,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_69,False,,10,10,1.0,,,,,1,delight,,,,,,
d_nikke_anchor_01_70,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_70,False,,10,10,1.0,,,,,1,delight,,,,,,
d_nikke_anchor_01_71,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_71,True,,10,10,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_72,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_72,True,,10,10,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_73,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_73,True,,10,10,1.0,,,helm,,1,idle,,,,,,
d_nikke_anchor_01_74,d_nikke_anchor_01,Speech,helm,Locale_NikkeEpisode:d_nikke_anchor_01_74,True,,10,1,2.0,,,helm,,1,delight,,,,,,
d_nikke_anchor_01_75,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_75,False,Pool,S_10,S_10,1.0,,bgm_inark,anchor,,1,delight,,helm,anchor,1,idle,black
d_nikke_anchor_01_76,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_76,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_77,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_77,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_78,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_78,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_79,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_79,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,angry,
d_nikke_anchor_01_80,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_80,False,,S_10,1,2.0,,,anchor,,,,,,,1,angry,
d_nikke_anchor_01_81,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_81,True,,1,1,1.0,,,anchor,,,,,,,1,angry,
d_nikke_anchor_01_82,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_82,True,,1,1,1.0,,,anchor,,,,,,,1,angry,
d_nikke_anchor_01_83,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_83,False,,1,1,1.0,,,,,,,,,,1,angry,
d_nikke_anchor_01_84,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_84,False,,1,1,1.0,,,,,,,,,,1,angry,
d_nikke_anchor_01_85,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_85,True,,1,1,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_86,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_86,True,,1,1,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_87,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_87,False,,1,1,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_88,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_88,False,,1,1,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_89,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_89,True,,1,1,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_90,d_nikke_anchor_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_01_90,False,,1,S_10,2.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_91,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_91,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_92,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_92,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_93,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_93,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_94,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_94,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_95,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_95,False,,S_10,S_10,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_96,d_nikke_anchor_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_01_96,False,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_97,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_97,False,,S_10,S_10,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_98,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_98,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_99,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_99,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_100,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_100,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_101,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_101,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_102,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_102,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_103,d_nikke_anchor_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_anchor_01_103,False,,S_10,S_100,2.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_104,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_104,False,,S_100,S_100,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_105,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_105,False,,S_100,S_100,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_106,d_nikke_anchor_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_anchor_01_106,False,,black,black,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_107,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_107,False,,S_100,S_100,1.0,,,,,,,,,,1,idle,
d_nikke_anchor_01_108,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_108,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,delight,
d_nikke_anchor_01_109,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_109,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,delight,
d_nikke_anchor_01_110,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_110,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,delight,
d_nikke_anchor_01_111,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_111,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,delight,
d_nikke_anchor_01_112,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_112,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,delight,
d_nikke_anchor_01_113,d_nikke_anchor_01,Self,Self,Locale_NikkeEpisode:d_nikke_anchor_01_113,False,,S_100,S_100,1.0,,,,,,,,,,1,delight,
d_nikke_anchor_01_114,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_114,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_115,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_115,True,,S_100,S_100,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_116,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_116,True,,S_100,S_10,2.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_117,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_117,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
d_nikke_anchor_01_118,d_nikke_anchor_01,Speech,anchor,Locale_NikkeEpisode:d_nikke_anchor_01_118,True,,S_10,S_10,1.0,,,anchor,,,,,,,1,idle,
