id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,fade
d_nikke_rosanna_chicocean_02_27,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_27,False,,20,20,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_28,d_nikke_rosanna_chicocean_02,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_28,False,,20,200,0.5,sfx_scn_heavytrip,,,,2,idle,Low_2,,
d_nikke_rosanna_chicocean_02_29,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_29,False,,200,200,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_30,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_30,True,,200,200,1.0,,,rosanna_s,,2,smile,,,
d_nikke_rosanna_chicocean_02_31,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_31,True,,200,200,1.0,,,rosanna_s,,2,delight,,,
d_nikke_rosanna_chicocean_02_32,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_32,False,,200,200,1.0,,,,,2,delight,,,
d_nikke_rosanna_chicocean_02_33,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_33,False,,200,200,1.0,,,,,2,delight,,,
d_nikke_rosanna_chicocean_02_34,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_34,True,,200,200,1.0,,,rosanna_s,,2,delight,,,
d_nikke_rosanna_chicocean_02_35,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_35,True,,200,200,1.0,,,rosanna_s,,2,delight,,,
d_nikke_rosanna_chicocean_02_36,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_36,True,,200,200,1.0,,,rosanna_s,,2,smile,,,
d_nikke_rosanna_chicocean_02_37,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_37,False,,200,200,1.0,,,,,2,smile,,,
d_nikke_rosanna_chicocean_02_38,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_38,False,,200,20,0.5,,,,,2,smile,,,
d_nikke_rosanna_chicocean_02_39,d_nikke_rosanna_chicocean_02,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_39,False,,20,20,1.0,,,,,2,smile,,,
d_nikke_rosanna_chicocean_02_40,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_40,True,,20,20,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_41,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_41,True,,20,20,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_42,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_42,True,,20,20,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_43,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_43,False,,20,200,1.0,sfx_scn_pinch,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_44,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_44,False,,200,200,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_45,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_45,False,,200,20,0.5,sfx_scn_waterdive,,,,2,idle,Low_2,,
d_nikke_rosanna_chicocean_02_46,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_46,False,,20,20,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_47,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_47,True,,20,20,2.0,,,rosanna_s,,2,void,,,
d_nikke_rosanna_chicocean_02_48,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_48,True,,20,20,1.0,,,rosanna_s,,2,void,,,
d_nikke_rosanna_chicocean_02_49,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_49,False,,20,20,1.0,,,,,2,void,,,
d_nikke_rosanna_chicocean_02_50,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_50,False,,20,20,1.0,,,,,2,void,,,
d_nikke_rosanna_chicocean_02_51,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_51,True,,20,20,1.0,,,rosanna_s,,2,delight,,,
d_nikke_rosanna_chicocean_02_52,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_52,False,,20,200,1.0,sfx_scn_pinch,,,,2,delight,,,
d_nikke_rosanna_chicocean_02_53,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_53,False,,200,20,0.5,,,,,2,delight,,,
d_nikke_rosanna_chicocean_02_54,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_54,True,,20,20,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_55,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_55,True,,20,20,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_56,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_56,True,,20,20,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_57,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_57,False,,20,200,1.0,sfx_scn_pinch,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_58,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_58,False,,200,20,0.5,,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_59,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_59,True,,20,20,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_60,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_60,True,,20,20,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_61,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_61,False,,20,200,1.0,sfx_scn_pinch,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_62,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_62,False,,200,20,1.0,,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_63,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_63,True,,20,200,0.5,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_64,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_64,True,,200,200,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_65,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_65,True,,200,200,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_66,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_66,False,,200,200,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_67,d_nikke_rosanna_chicocean_02,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_67,False,,200,200,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_68,d_nikke_rosanna_chicocean_02,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_68,False,,200,200,1.0,,,,,2,idle,,,
d_nikke_rosanna_chicocean_02_69,d_nikke_rosanna_chicocean_02,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_69,False,,black,black,1.0,,,,,2,idle,,rosanna_s,black
d_nikke_rosanna_chicocean_02_70,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_70,True,,black,black,1.0,,,rosanna_s,rosanna_s,2,idle,,,
d_nikke_rosanna_chicocean_02_71,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_71,True,,200,200,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_72,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_72,True,,200,200,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_73,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_73,True,,200,200,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_74,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_74,False,,200,200,1.0,,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_75,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_75,True,,200,200,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_76,d_nikke_rosanna_chicocean_02,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_76,False,,200,200,1.0,,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_77,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_77,True,,200,200,1.0,,,rosanna_s,,2,shy,,,
d_nikke_rosanna_chicocean_02_78,d_nikke_rosanna_chicocean_02,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_78,False,,200,200,1.0,,,,,2,shy,,,
d_nikke_rosanna_chicocean_02_79,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_79,True,,200,20,1.0,,,rosanna_s,,2,idle,,,
d_nikke_rosanna_chicocean_02_80,d_nikke_rosanna_chicocean_02,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_02_80,True,,20,20,1.0,,,rosanna_s,,2,idle,,,
