id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_viper_02_20,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_20,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_21,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_21,False,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_22,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_22,True,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_23,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_23,False,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_24,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_24,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_25,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_25,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_26,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_26,True,,10,1,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_27,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_27,False,,1,1,1.0,none,,,,,1,idle,,,,,
d_nikke_viper_02_28,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_28,True,,1,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_29,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_29,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_30,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_30,False,,10,10,1.0,,,black,,,1,idle,,,,,
d_nikke_viper_02_31,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_31,True,,10,10,1.0,bgm_story_languor,,,,,1,idle,,,,,
d_nikke_viper_02_32,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_32,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_33,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_33,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_34,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_34,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_35,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_35,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_36,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_36,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_37,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_37,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_38,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_38,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_39,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_39,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_40,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_40,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_41,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_41,True,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_42,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_42,True,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_43,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_43,True,,10,10,1.0,none,,,,,1,good,,,,,
d_nikke_viper_02_44,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_44,False,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_45,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_45,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_46,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_46,True,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_47,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_47,False,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_48,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_48,True,,10,10,1.0,,,,,,1,good,,,,,
d_nikke_viper_02_49,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_49,True,,10,100,1.0,bgm_story_languor,,,,,1,delight,,,,,
d_nikke_viper_02_50,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_50,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_51,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_51,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_52,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_52,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_53,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_53,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_54,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_54,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_55,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_55,True,,100,100,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_56,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_56,False,,100,100,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_57,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_57,False,,100,100,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_58,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_58,True,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_59,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_59,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_60,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_60,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_61,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_61,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_62,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_62,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_63,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_63,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_64,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_64,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_65,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_65,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_66,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_66,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_67,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_67,True,,100,100,1.0,,,,,,1,shy,,,,,
d_nikke_viper_02_68,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_68,False,,100,100,1.0,,,,,,1,shy,,,,,
d_nikke_viper_02_69,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_69,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_70,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_70,True,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_71,d_nikke_viper_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_viper_02_71,False,City_d,black,black,1.0,none,,black,,,1,delight,viper,,,,
d_nikke_viper_02_72,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_72,True,,1,10,1.0,bgm_story_girlstalk,,,,viper,1,idle,,,,,
d_nikke_viper_02_73,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_73,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_74,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_74,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_75,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_75,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_76,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_76,True,,10,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_77,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_77,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_78,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_78,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_79,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_79,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_80,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_80,True,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_81,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_81,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_82,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_82,True,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_83,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_83,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_84,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_84,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_85,d_nikke_viper_02,Choice,viper,,Locale_NikkeEpisode:d_nikke_viper_02_85,False,,100,100,1.0,,d_nikke_viper_02_87,,,,1,idle,,,,,
d_nikke_viper_02_86,d_nikke_viper_02,Choice,viper,,Locale_NikkeEpisode:d_nikke_viper_02_86,False,,100,100,1.0,,d_nikke_viper_02_88,,,,1,idle,,,,,
d_nikke_viper_02_87,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_87,True,,100,100,1.0,,d_nikke_viper_02_89,,,,1,idle,,,,,
d_nikke_viper_02_88,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_88,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_89,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_89,True,,100,12,1.0,,,,,,1,idle,,clerk,13,idle,
d_nikke_viper_02_90,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_90,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_91,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_91,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_92,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_92,False,,12,130,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_93,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_93,True,,130,130,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_94,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_94,True,,130,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_95,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_95,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_96,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_96,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_97,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_97,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_98,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_98,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_99,d_nikke_viper_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_99,False,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_100,d_nikke_viper_02,Speech,clerk,clerk,Locale_NikkeEpisode:d_nikke_viper_02_100,True,,12,12,1.0,,,,,,1,idle,,,13,idle,
d_nikke_viper_02_101,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_101,True,,12,12,1.0,,,,,,1,delight,,,13,idle,
d_nikke_viper_02_102,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_102,False,,12,10,1.0,,,,,,1,delight,,,13,idle,clerk
d_nikke_viper_02_103,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_103,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_104,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_104,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_105,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_105,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_106,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_106,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_107,d_nikke_viper_02,Choice,viper,,Locale_NikkeEpisode:d_nikke_viper_02_107,False,,10,10,1.0,,d_nikke_viper_02_109,,,,1,idle,,,,,
d_nikke_viper_02_108,d_nikke_viper_02,Choice,viper,,Locale_NikkeEpisode:d_nikke_viper_02_108,False,,10,10,1.0,,d_nikke_viper_02_110,,,,1,idle,,,,,
d_nikke_viper_02_109,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_109,True,,10,10,1.0,,d_nikke_viper_02_111,,,,1,idle,,,,,
d_nikke_viper_02_110,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_110,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_111,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_111,False,,10,10,1.0,none,,,,,1,idle,,,,,
d_nikke_viper_02_112,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_112,True,,10,10,1.0,bgm_story_impression,,,,,1,idle,,,,,
d_nikke_viper_02_113,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_113,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_114,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_114,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_115,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_115,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_116,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_116,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_117,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_117,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_118,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_118,False,,10,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_119,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_119,False,,100,100,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_120,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_120,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_121,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_121,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_122,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_122,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_123,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_123,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_124,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_124,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_125,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_125,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_126,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_126,False,Theater,black,black,1.0,,,black,,,1,idle,,,,,
d_nikke_viper_02_127,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_127,True,,10,10,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_128,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_128,True,,10,10,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_129,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_129,False,Restaurant,black,black,1.0,,,black,,,1,sad,,,,,
d_nikke_viper_02_130,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_130,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_131,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_131,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_viper_02_132,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_132,False,Park_n,black,black,1.0,,,black,,,1,delight,,,,,
d_nikke_viper_02_133,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_133,True,,100,100,1.0,,,,sfx_scn_phonevibration,,1,idle,,,,,
d_nikke_viper_02_134,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_134,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_135,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_135,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_136,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_136,True,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_137,d_nikke_viper_02,Monologue,viper,Monologue,Locale_NikkeEpisode:d_nikke_viper_02_137,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_138,d_nikke_viper_02,Self,viper,Self,Locale_NikkeEpisode:d_nikke_viper_02_138,False,,100,100,1.0,,,,,,1,idle,,,,,
d_nikke_viper_02_139,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_139,False,,100,100,1.0,,,,,,1,sad,,,,,
d_nikke_viper_02_140,d_nikke_viper_02,Speech,viper,viper,Locale_NikkeEpisode:d_nikke_viper_02_140,True,,100,100,1.0,,,,,,1,delight,,,,,
