id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,jump_target
d_nikke_jackal_02_52,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_52,True,,1,crazy,,5,idle,,3,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_53,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_53,True,,1,crazy,,5,idle,,3,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_54,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_54,True,,1,crazy,,5,idle,,3,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_55,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_55,True,,1,crazy,,5,idle,,3,void,,7,idle,,30,30,1.0,,,,
d_nikke_jackal_02_56,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_56,True,,1,idle,,5,idle,,3,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_57,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_57,True,,1,idle,,5,idle,,3,angry,,7,idle,,30,300,0.2,,,,
d_nikke_jackal_02_58,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_58,True,,1,idle,,5,idle,,3,angry,,7,idle,,300,300,1.0,,,,
d_nikke_jackal_02_59,d_nikke_jackal_02,Self,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_59,False,,1,idle,,5,idle,,3,angry,,7,idle,,300,300,1.0,,,,
d_nikke_jackal_02_60,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_60,True,,1,idle,,5,idle,,3,angry,,7,idle,,300,31,1.0,,,,
d_nikke_jackal_02_61,d_nikke_jackal_02,Self,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_61,False,,1,idle,,5,idle,,3,angry,,7,idle,,31,7,1.0,,,,
d_nikke_jackal_02_62,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_62,False,,1,idle,,5,no,,3,angry,,7,idle,,7,7,1.0,,,,
d_nikke_jackal_02_63,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_63,False,,1,idle,,5,no,,3,angry,,7,idle,,7,7,1.0,,,,
d_nikke_jackal_02_64,d_nikke_jackal_02,Monologue,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_64,False,,1,idle,,5,no,,3,void,,7,idle,,7,7,1.0,,,,
d_nikke_jackal_02_65,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_65,False,,1,idle,,5,no,,3,void,,7,idle,,7,7,1.0,,,,
d_nikke_jackal_02_66,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_66,True,,1,idle,,7,no,,5,void,,3,think,,7,31,1.0,,,,
d_nikke_jackal_02_67,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_67,True,,1,idle,,7,idle,,5,void,,3,idle,,31,31,1.0,,,,
d_nikke_jackal_02_68,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_68,True,,1,idle,,7,idle,,5,void,,3,idle,,31,31,1.0,,,,
d_nikke_jackal_02_69,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_69,True,,1,crazy,,7,idle,,5,void,,3,idle,,31,31,1.0,,,,
d_nikke_jackal_02_70,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_70,True,,1,idle,,7,idle,,5,void,,3,idle,,31,31,1.0,,,,
d_nikke_jackal_02_71,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_71,True,,1,idle,,7,idle,,5,void,,3,idle,,31,30,1.0,,,,
d_nikke_jackal_02_72,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_72,True,,1,idle,,7,idle,,5,void,,3,idle,,30,30,1.0,,,,
d_nikke_jackal_02_73,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_73,True,,1,idle,,7,idle,,5,void,,3,idle,,30,30,1.0,,,,
d_nikke_jackal_02_74,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_74,True,,1,idle,,7,idle,,5,void,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_75,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_75,True,,1,no,,7,idle,,5,void,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_76,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_76,True,,1,crazy,,7,idle,,5,void,,3,idle,,S_10,S_100,0.2,,,,
d_nikke_jackal_02_77,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_77,True,,1,crazy,,7,idle,,5,void,,3,idle,,S_100,31,1.0,,,,
d_nikke_jackal_02_78,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_78,True,,1,angry,,7,idle,,5,void,,3,idle,,31,1,2.0,,,,
d_nikke_jackal_02_79,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_79,True,,1,angry,,7,idle,,5,void,,3,idle,,1,S_10,0.2,,,,
d_nikke_jackal_02_80,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_80,True,,1,angry,,7,idle,,5,void,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_81,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_81,True,,1,angry,,7,idle,,5,void,,3,idle,,S_10,S_100,0.2,,,,
d_nikke_jackal_02_82,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_82,False,,1,angry,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_83,d_nikke_jackal_02,Choice,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_83,False,,1,angry,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,d_nikke_jackal_02_85
d_nikke_jackal_02_84,d_nikke_jackal_02,Choice,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_84,False,,1,angry,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,d_nikke_jackal_02_88
d_nikke_jackal_02_85,d_nikke_jackal_02,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_85,False,,1,angry,,7,idle,,5,void,,3,idle,,S_100,1,1.0,,sfx_scn_paperopen,,
d_nikke_jackal_02_86,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_86,False,,1,angry,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_87,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_87,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,d_nikke_jackal_02_94
d_nikke_jackal_02_88,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_88,False,,1,angry,,7,idle,,5,void,,3,idle,,S_100,1,1.0,,,,
d_nikke_jackal_02_89,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_89,True,,1,angry,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_90,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_90,False,,1,angry,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_91,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_91,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_92,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_92,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_93,d_nikke_jackal_02,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_93,True,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,d_nikke_jackal_02_94
d_nikke_jackal_02_94,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_94,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_95,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_95,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_96,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_96,False,,1,think,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_97,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_97,True,,1,angry,,7,idle,,5,void,,3,idle,,1,S_100,1.0,,,,
d_nikke_jackal_02_98,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_98,True,,1,angry,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_99,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_99,True,,1,angry,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_100,d_nikke_jackal_02,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_100,False,,1,no,,7,idle,,5,void,,3,idle,,S_100,1,1.0,,,,
d_nikke_jackal_02_101,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_101,False,,1,no,,7,idle,,5,void,,3,idle,,1,1,1.0,,,,
d_nikke_jackal_02_102,d_nikke_jackal_02,Monologue,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_102,False,,1,no,,7,idle,,5,void,,3,idle,,1,S_100,1.0,,sfx_scn_poke,,
d_nikke_jackal_02_103,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_103,True,,1,shy_01,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_104,d_nikke_jackal_02,Self,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_104,False,,1,shy_01,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_105,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_105,True,,1,shy_01,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_106,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_106,True,,1,crazy,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_107,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_107,True,,1,crazy,,7,idle,,5,void,,3,idle,,S_100,S_100,1.0,,,,
d_nikke_jackal_02_108,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_108,True,,1,crazy,,7,no,,5,void,,3,idle,,S_70,S_70,1.0,,,,
d_nikke_jackal_02_109,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_109,True,,1,crazy,,7,no,,5,void,,3,idle,,S_70,S_70,1.0,,,,
d_nikke_jackal_02_110,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_110,True,,1,crazy,,7,no,,5,no,,3,idle,,50,50,1.0,,,,
d_nikke_jackal_02_111,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_111,True,,1,crazy,,7,no,,5,no,,3,idle,,50,50,1.0,,,,
d_nikke_jackal_02_112,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_112,False,,1,crazy,,7,no,,5,no,,3,think,,30,30,1.0,,,,
d_nikke_jackal_02_113,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_113,True,,1,crazy,,7,no,,5,no,,3,think,,30,30,1.0,,,,
