id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id
d_nikke_rapi_redhood_01_48,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_48,True,,200,200,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_49,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_49,True,,200,200,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_50,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_50,True,,200,200,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_51,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_51,True,,200,200,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_52,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_52,True,,200,200,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_53,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_53,False,,200,200,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_54,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_54,True,,200,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_55,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_55,True,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_56,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_56,True,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_57,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_57,False,,20,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_58,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_58,True,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_59,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_59,False,,20,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_60,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_60,True,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_61,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_61,False,,20,20,1.0,,,,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_62,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_62,False,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_63,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_63,True,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_64,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_64,True,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_65,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_65,True,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_66,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_66,True,,20,20,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_67,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_67,False,,20,20,1.0,,,,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_68,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_68,True,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_69,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_69,False,,20,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_70,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_70,False,,20,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_71,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_71,False,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_72,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_72,True,,20,200,1.3,,,rapi_red,rapi_red,,2,delight,,,,,,
d_nikke_rapi_redhood_01_73,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_73,True,Corridor,20,20,1.0,,,anis,anis,anis,2,idle,rapi_red,neon,12,idle,black,
d_nikke_rapi_redhood_01_74,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_74,True,,20,S_120,1.0,,,neon,neon,,2,idle,,,12,idle,,
d_nikke_rapi_redhood_01_75,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_75,True,,S_120,S_120,1.0,,,neon,neon,,2,idle,,,12,no,,
d_nikke_rapi_redhood_01_76,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_76,True,,S_120,1,1.0,,,anis,anis,,2,angry,,,12,idle,,
d_nikke_rapi_redhood_01_77,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_77,True,,1,1,1.0,,,anis,anis,,2,void,,,12,idle,,
d_nikke_rapi_redhood_01_78,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_78,True,,1,1,1.0,,,anis,anis,,2,worry,,,12,idle,,
d_nikke_rapi_redhood_01_79,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_79,True,,1,1,1.0,,,neon,neon,,2,worry,,,12,idle,,
d_nikke_rapi_redhood_01_80,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_80,True,,1,1,1.0,,,anis,anis,,2,void,,,12,idle,,
d_nikke_rapi_redhood_01_81,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_81,False,,1,1,1.0,,,anis,anis,,2,void,,,12,idle,,
d_nikke_rapi_redhood_01_82,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_82,True,,1,1,1.0,,,anis,anis,,2,idle,,,12,idle,,
d_nikke_rapi_redhood_01_83,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_83,True,,1,1,1.0,,,neon,neon,,2,idle,,,12,idle,,
d_nikke_rapi_redhood_01_84,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_84,True,,1,1,1.0,,,anis,anis,,2,worry,,,12,idle,,
d_nikke_rapi_redhood_01_85,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_85,False,,1,20,1.3,,,anis,anis,,2,worry,,,12,idle,,
d_nikke_rapi_redhood_01_86,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_86,True,,20,20,1.0,,,anis,anis,,2,angry,,,12,idle,,
d_nikke_rapi_redhood_01_87,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_87,True,,20,S_120,1.0,,,neon,neon,,2,angry,,,12,delight,,
d_nikke_rapi_redhood_01_88,d_nikke_rapi_redhood_01,Narration,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_88,False,Park,black,black,1.0,sfx_scn_walk,none,,rapi_red,rapi_red,2,idle,anis,,12,delight,,neon
d_nikke_rapi_redhood_01_89,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_89,False,,2,2,1.0,,bgm_story_flipflop,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_90,d_nikke_rapi_redhood_01,Monologue,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_90,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_91,d_nikke_rapi_redhood_01,Monologue,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_91,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_92,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_92,False,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_93,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_93,False,,2,20,1.3,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_94,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_94,True,,20,20,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_95,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_95,False,,20,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_96,d_nikke_rapi_redhood_01,Narration,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_96,False,,20,2,1.0,sfx_scn_walk,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_97,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_97,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_98,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_98,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_99,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_99,True,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_100,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_100,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_101,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_101,True,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_102,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_102,True,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_103,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_103,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_104,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_104,False,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_105,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_105,True,,2,2,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_106,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_106,True,,2,2,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_107,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_107,True,,2,2,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_108,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_108,True,,2,2,1.0,,,rapi_red,rapi_red,,2,think,,,,,,
d_nikke_rapi_redhood_01_109,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_109,True,,2,2,1.0,,,rapi_red,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_110,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_110,False,,2,2,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_111,d_nikke_rapi_redhood_01,Monologue,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_111,False,,2,20,1.0,,,,rapi_red,,2,idle,,,,,,
d_nikke_rapi_redhood_01_112,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_112,True,,20,20,1.0,,,rapi_red,rapi_red,,2,shy,,,,,,
d_nikke_rapi_redhood_01_113,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_113,False,,20,200,1.0,,,rapi_red,rapi_red,,2,shy,,,,,,
d_nikke_rapi_redhood_01_114,d_nikke_rapi_redhood_01,Monologue,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_114,False,,200,200,1.0,,,,rapi_red,,2,shy,,,,,,
d_nikke_rapi_redhood_01_115,d_nikke_rapi_redhood_01,Monologue,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_115,False,,200,200,1.0,,,,rapi_red,,2,shy,,,,,,
d_nikke_rapi_redhood_01_116,d_nikke_rapi_redhood_01,Narration,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_116,False,,200,200,1.0,sfx_scn_whistle,none,,rapi_red,,2,shy,,,,,,
d_nikke_rapi_redhood_01_117,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_117,True,,200,S_1200,1.0,,,miranda,miranda,,2,shy,,miranda,12,idle,,
d_nikke_rapi_redhood_01_118,d_nikke_rapi_redhood_01,Self,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_118,False,,S_1200,1,1.0,,,,rapi_red,,2,shy,,,12,idle,,
d_nikke_rapi_redhood_01_119,d_nikke_rapi_redhood_01,Speech,Locale_NikkeEpisode:d_nikke_rapi_redhood_01_119,True,,1,1,1.0,,,rapi_red,rapi_red,,2,idle,,,12,idle,,
