id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,set_camera_shake,play_sound
d_nikke_c_3_02_23,d_nikke_c_3_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_02_23,True,,1,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,
d_nikke_c_3_02_24,d_nikke_c_3_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_c_3_02_24,False,,1,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,
d_nikke_c_3_02_25,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_25,True,,1,idle,,13,delight,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_26,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_26,True,,1,idle,,13,delight,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_27,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_27,True,,1,smile,,13,delight,,15,idle,,XS_130,12,1.0,,,,,,,
d_nikke_c_3_02_28,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_28,True,,1,good,,13,delight,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_29,d_nikke_c_3_02,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_29,False,,1,good,,13,idle,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_30,d_nikke_c_3_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_02_30,True,,1,good,,13,idle,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_31,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_31,True,,1,good,,13,idle,,15,idle,,12,XS_130,1.0,,,,,,,
d_nikke_c_3_02_32,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_32,True,,1,good,,13,idle,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_33,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_33,False,,1,good,,13,idle,,15,idle,Backstreet,black,black,1.0,,,,,,,
d_nikke_c_3_02_34,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_34,False,,1,idle,,13,angry,,15,idle,,13,13,1.0,,,,,,,
d_nikke_c_3_02_35,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_35,True,,1,idle,,13,angry,,15,idle,,13,XS_130,0.5,,,,,,,
d_nikke_c_3_02_36,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_36,False,,1,idle,,13,angry,,15,idle,,XS_130,12,1.0,,,poli,,,,
d_nikke_c_3_02_37,d_nikke_c_3_02,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_37,False,,1,idle,,,,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_38,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_38,True,,1,idle,,,,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_39,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_39,True,,1,idle,,,,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_40,d_nikke_c_3_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_02_40,True,,1,idle,,,,,15,idle,,S_150,S_150,1.0,,,,,,,
d_nikke_c_3_02_41,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_41,True,,1,idle,,,,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_42,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_42,True,,1,idle,,,,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_43,d_nikke_c_3_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_3_02_43,False,,1,idle,poli,13,angry,,15,idle,City_d,black,black,1.0,,,,,,,
d_nikke_c_3_02_44,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_44,True,,1,idle,,13,angry,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_45,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_45,True,,1,idle,,13,angry,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_46,d_nikke_c_3_02,Speech,,drunkman01,Locale_NikkeEpisode:d_nikke_c_3_02_46,True,,1,idle,,13,angry,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_47,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_47,True,,1,smile,,13,angry,,15,idle,,XS_130,10,2.0,,,,,,,
d_nikke_c_3_02_48,d_nikke_c_3_02,Speech,,drunkman01,Locale_NikkeEpisode:d_nikke_c_3_02_48,True,,1,smile,,13,angry,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_49,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_49,True,,1,good,,13,angry,,15,idle,,XS_130,XS_1300,0.5,,,,,,,
d_nikke_c_3_02_50,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_50,True,,1,good,,13,angry,,15,idle,,XS_1300,XS_1300,1.0,,,,,,,
d_nikke_c_3_02_51,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_51,False,,1,idle,,13,angry,,15,idle,,XS_1300,1,3.0,,,poli,miranda,,,
d_nikke_c_3_02_52,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_52,True,,1,idle,,,,,,,,1,1,1.0,,,,,,,
d_nikke_c_3_02_53,d_nikke_c_3_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_3_02_53,False,,1,idle,,,,,,,RoyalRoad,black,black,1.0,,,,,c_3,,
d_nikke_c_3_02_54,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_54,True,,,,,,,,,,,13,XS_130,1.0,,,,,,Low_2,
d_nikke_c_3_02_55,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_55,True,c_3,1,idle,poli,13,angry,miranda,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_56,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_56,True,,1,idle,,13,surprise,,15,shy,,XS_130,XS_130,1.0,,,,,,Low_2,
d_nikke_c_3_02_57,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_57,True,,1,idle,,13,surprise,,15,shy,,10,10,1.0,,,,,,,
d_nikke_c_3_02_58,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_58,True,,1,idle,,13,angry,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_59,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_59,True,,1,idle,,13,angry,,15,shy,,XS_130,XS_130,1.0,,,,,,Low_2,
d_nikke_c_3_02_60,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_60,True,,1,idle,,13,angry,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_61,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_61,True,,1,idle,,13,angry,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_62,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_62,True,,1,idle,,13,idle,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_63,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_63,True,,1,idle,,13,idle,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_64,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_64,True,,1,idle,,13,idle,,15,shy,,XS_130,10,1.0,,,,,,,
d_nikke_c_3_02_65,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_65,True,,1,idle,,13,idle,,15,shy,,10,12,1.0,,,,,,,
d_nikke_c_3_02_66,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_66,True,,1,idle,,13,idle,,15,shy,,12,12,1.0,,,,,,,
d_nikke_c_3_02_67,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_67,True,,1,idle,,13,idle,,15,shy,,12,12,1.0,,,,,,,
d_nikke_c_3_02_68,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_68,True,,1,idle,,13,idle,,15,shy,,12,12,1.0,,,,,,,
d_nikke_c_3_02_69,d_nikke_c_3_02,Monologue,,,Locale_NikkeEpisode:d_nikke_c_3_02_69,False,,1,idle,,13,idle,,15,shy,,12,10,2.0,,,poli,,,,
d_nikke_c_3_02_70,d_nikke_c_3_02,Speech,,girl,Locale_NikkeEpisode:d_nikke_c_3_02_70,True,,1,idle,,,,,15,shy,,10,100,1.0,,,,,,,
d_nikke_c_3_02_71,d_nikke_c_3_02,Narration,,,Locale_NikkeEpisode:d_nikke_c_3_02_71,False,,1,idle,,,,,15,shy,,black,black,1.0,,black,,,,,
d_nikke_c_3_02_72,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_72,True,,1,idle,poli,13,idle,,15,idle,,XS_1300,XS_1300,1.0,,,,,,,
d_nikke_c_3_02_73,d_nikke_c_3_02,Speech,poli,girl,Locale_NikkeEpisode:d_nikke_c_3_02_73,True,,1,idle,,13,idle,,15,idle,,XS_1300,XS_130,1.0,,,,,,,
d_nikke_c_3_02_74,d_nikke_c_3_02,Speech,poli,girl,Locale_NikkeEpisode:d_nikke_c_3_02_74,True,,1,idle,,13,idle,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_75,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_75,False,,1,idle,,13,idle,,15,idle,,XS_130,13,2.0,,,,,,,
d_nikke_c_3_02_76,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_76,True,,1,idle,,13,idle,,15,idle,,13,1,2.0,none,,,,,,
d_nikke_c_3_02_77,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_77,True,,1,idle,,13,idle,,15,idle,,1,10,2.0,,,,,,,
d_nikke_c_3_02_78,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_78,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_79,d_nikke_c_3_02,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_79,False,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_80,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_80,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_81,d_nikke_c_3_02,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_81,False,,1,idle,,13,idle,,15,idle,,10,100,2.0,,,,,,,
d_nikke_c_3_02_82,d_nikke_c_3_02,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_82,False,,1,idle,,13,idle,,15,idle,,100,100,1.0,,,,,,,
d_nikke_c_3_02_83,d_nikke_c_3_02,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_83,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,,,
d_nikke_c_3_02_84,d_nikke_c_3_02,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_84,False,,1,idle,,13,idle,,15,idle,Park,black,black,1.0,,,,,,,
d_nikke_c_3_02_85,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_85,True,,1,idle,,13,delight,,15,idle,,12,12,1.0,bgm_story_cosmos,black,,,,,
d_nikke_c_3_02_86,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_86,True,,1,idle,,13,delight,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_87,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_87,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_88,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_88,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_89,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_89,True,,1,good,,13,idle,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_90,d_nikke_c_3_02,Narration,c_3,,Locale_NikkeEpisode:d_nikke_c_3_02_90,False,,1,idle,,13,idle,,15,idle,,12,12,1.0,none,,,,,,sfx_scn_alarm
d_nikke_c_3_02_91,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_91,True,,1,idle,,13,surprise,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_92,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_92,False,,1,idle,,13,idle,,15,idle,,12,XS_130,1.0,,,,,,,sfx_scn_successsignal
d_nikke_c_3_02_93,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_93,True,,1,idle,,13,idle,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_94,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_94,True,,1,idle,,13,surprise,,15,idle,,XS_130,XS_130,1.0,bgm_story_armageddon,,,,,,
d_nikke_c_3_02_95,d_nikke_c_3_02,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_95,False,,1,idle,,13,surprise,,15,shy,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_96,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_96,True,,1,idle,,13,surprise,,15,shy,,10,10,1.0,,,,,,,
d_nikke_c_3_02_97,d_nikke_c_3_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_02_97,True,,1,idle,,13,surprise,,15,shy,,S_150,S_150,1.0,,,,,,,
d_nikke_c_3_02_98,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_98,True,,1,idle,,13,angry,,15,idle,,S_150,XS_130,1.0,,,,,,,
d_nikke_c_3_02_99,d_nikke_c_3_02,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_02_99,False,,1,idle,,13,angry,,15,idle,,XS_130,XS_130,1.0,,,,,,,sfx_scn_over
d_nikke_c_3_02_100,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_100,True,,1,idle,,13,sad,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_101,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_101,True,,1,idle,,13,sad,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_102,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_102,True,,1,idle,,13,sad,,15,idle,,XS_130,XS_130,1.0,,,,,,,
d_nikke_c_3_02_103,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_103,True,,1,idle,,13,surprise,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_104,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_104,True,,1,idle,,13,surprise,,15,idle,,10,10,1.0,,,,,,,
d_nikke_c_3_02_105,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_105,True,,1,idle,,13,sad,,15,idle,,10,12,1.0,,,,,,,
d_nikke_c_3_02_106,d_nikke_c_3_02,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_02_106,True,,1,good,,13,surprise,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_107,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_107,True,,1,good,,13,angry,,15,idle,,12,12,1.0,,,,,,,
d_nikke_c_3_02_108,d_nikke_c_3_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_02_108,True,,1,good,,13,idle,,15,idle,,12,12,1.0,,,,,,,
