id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_sakura_bloominsummer_02_24,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_24,True,,20,20,1.0,,,,2,delight,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_25,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_25,False,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_26,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_26,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_27,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_27,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_28,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_28,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_29,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_29,True,,20,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_30,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_30,False,,200,20,0.5,,none,,2,idle,sakura_s,jackal,Low_2,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_31,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_31,False,,20,20,1.0,,,,2,idle,jackal,,,jackal,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_32,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_32,True,,20,S_160,0.5,,bgm_story_tomboyprincess,,2,idle,jackal,jackal,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_33,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_33,False,,S_160,S_1600,0.5,,,,2,idle,jackal,,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_34,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_34,False,,S_1600,S_1600,1.0,,,,2,idle,jackal,,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_35,d_nikke_sakura_bloominsummer_02,Choice,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_35,False,,S_1600,S_1600,1.0,,,,2,idle,jackal,,,,16,crazy,d_nikke_sakura_bloominsummer_02_37,,,,,,,,,
d_nikke_sakura_bloominsummer_02_36,d_nikke_sakura_bloominsummer_02,Choice,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_36,False,,S_1600,S_1600,1.0,,,,2,idle,jackal,,,,16,crazy,d_nikke_sakura_bloominsummer_02_39,,,,,,,,,
d_nikke_sakura_bloominsummer_02_37,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_37,True,,S_1600,S_160,0.5,,,,2,idle,jackal,jackal,,,16,shy_02,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_38,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_38,False,,S_160,S_160,1.0,,,,2,idle,jackal,,,,16,shy_02,d_nikke_sakura_bloominsummer_02_41,,,,,,,,,
d_nikke_sakura_bloominsummer_02_39,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_39,True,,S_1600,S_160,0.5,,,,2,idle,jackal,jackal,,,16,shy_02,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_40,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_40,False,,S_160,S_160,1.0,,,,2,idle,jackal,,,,16,shy_02,d_nikke_sakura_bloominsummer_02_41,,,,,,,,,
d_nikke_sakura_bloominsummer_02_41,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_41,False,,S_160,S_160,1.0,,,,2,idle,jackal,,,,16,shy_02,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_42,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_42,True,,S_160,S_160,1.0,,,,2,idle,jackal,jackal,,,16,shy_02,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_43,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_43,False,,S_160,S_160,1.0,,,,2,idle,jackal,,,,16,shy_02,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_44,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_44,True,,S_160,S_160,1.0,,,,2,idle,jackal,jackal,,,16,angry,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_45,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_45,True,,S_160,S_160,1.0,,,,2,idle,jackal,jackal,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_46,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_46,True,,S_160,S_1600,1.0,,,,2,idle,jackal,jackal,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_47,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_47,False,,S_1600,S_1600,1.0,,,,2,idle,jackal,,,,16,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_48,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_48,True,,20,200,0.5,,,,2,surprise,sakura_s,sakura_s,,,12,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_49,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_49,False,,200,200,1.0,,,,2,surprise,sakura_s,,,,12,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_50,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_50,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,12,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_51,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_51,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,12,crazy,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_52,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_52,True,,200,1,1.0,,,,2,idle,jackal,jackal,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_53,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_53,True,,1,1,1.0,,,,2,idle,sakura_s,sakura_s,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_54,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_54,True,,1,1,0.5,,,,2,idle,jackal,jackal,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_55,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_55,True,,1,1,1.0,,,,2,idle,jackal,jackal,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_56,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_56,True,,1,1,1.0,,,,2,idle,jackal,jackal,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_57,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_57,True,,1,1,1.0,,,,2,idle,sakura_s,sakura_s,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_58,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_58,True,,1,S_120,0.5,,,,2,idle,jackal,jackal,,,12,shy_01,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_59,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_59,False,,S_120,S_120,1.0,,,,2,idle,jackal,,,,12,shy_01,,jackal,,,,,,,,
d_nikke_sakura_bloominsummer_02_60,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_60,False,,S_120,200,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_61,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_61,False,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_62,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_62,False,,200,200,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_63,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_63,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_64,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_64,True,,200,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_65,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_65,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_66,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_66,False,,black,black,1.0,,,,2,idle,sakura_s,,,neon_s,16,idle,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_67,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_67,False,,20,20,1.0,,,,2,idle,sakura_s,,,,16,idle,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_68,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_68,True,,XS_160,XS_1600,0.5,,,,2,idle,neon_s,neon_s,,,16,idle,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_69,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_69,True,,XS_1600,XS_1600,1.0,,,,2,idle,neon_s,neon_s,,,16,idle,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_70,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_70,False,,black,black,1.0,,,,2,idle,neon_s,,,maiden_s,16,idle,,neon_s,anis_s,14,idle,,,,,
d_nikke_sakura_bloominsummer_02_71,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_71,True,,16,S_160,0.5,,,,2,idle,maiden_s,maiden_s,,,16,idle,,,,14,idle,,,,,
d_nikke_sakura_bloominsummer_02_72,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_72,True,,S_160,XS_140,0.5,,,,2,idle,anis_s,anis_s,,,16,idle,,,,14,idle,,,,,
d_nikke_sakura_bloominsummer_02_73,d_nikke_sakura_bloominsummer_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_73,False,,XS_140,XS_140,1.0,,,,2,idle,anis_s,,,,16,idle,,,,14,idle,,,,,
d_nikke_sakura_bloominsummer_02_74,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_74,True,,XS_140,XS_1400,1.0,,,,2,idle,anis_s,anis_s,,,16,idle,,,,14,delight,,,,,
d_nikke_sakura_bloominsummer_02_75,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_75,True,,XS_1400,XS_140,0.5,,,,2,idle,anis_s,anis_s,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_76,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_76,False,,2,200,2.0,,,,2,idle,sakura_s,sakura_s,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_77,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_77,True,,200,200,1.0,,,,2,surprise,sakura_s,sakura_s,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_78,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_78,False,,200,200,1.0,,,,2,surprise,sakura_s,,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_79,d_nikke_sakura_bloominsummer_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_79,False,,200,20,0.5,sfx_scn_ballpass,,,2,surprise,sakura_s,,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_80,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_80,False,,20,20,1.0,,,,2,surprise,sakura_s,,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_81,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_81,True,,20,20,1.0,,,,2,void,sakura_s,sakura_s,,,16,idle,,,,14,angry,,,,,
d_nikke_sakura_bloominsummer_02_82,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_82,True,,XS_1400,XS_1400,1.0,,,,2,void,anis_s,anis_s,,,16,idle,,,,14,delight,,,,,
d_nikke_sakura_bloominsummer_02_83,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_83,False,,XS_1400,XS_1400,1.0,,,,2,void,anis_s,,,,16,idle,,,,14,delight,,,,,
d_nikke_sakura_bloominsummer_02_84,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_84,False,,XS_1400,XS_1400,1.0,,,,2,void,anis_s,,,,16,idle,,,,14,delight,,,,,
d_nikke_sakura_bloominsummer_02_85,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_85,False,,XS_1400,XS_1400,1.0,,,,2,idle,anis_s,,,,16,idle,,,,14,delight,,,,,
d_nikke_sakura_bloominsummer_02_86,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_86,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,16,idle,,maiden_s,,14,delight,anis_s,,,,
d_nikke_sakura_bloominsummer_02_87,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_87,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_88,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_88,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_89,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_89,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_90,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_90,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_91,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_91,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_92,d_nikke_sakura_bloominsummer_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_92,False,,black,black,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,black,,,
d_nikke_sakura_bloominsummer_02_93,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_93,False,,2,2,1.0,,bgm_story_profusion,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_94,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_94,False,,2,2,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_95,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_95,True,,2,20,1.0,,,,2,smile,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_96,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_96,False,,20,20,1.0,,,,2,smile,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_97,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_97,True,,20,20,1.0,,,,2,smile,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_98,d_nikke_sakura_bloominsummer_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_98,False,,20,200,0.5,sfx_scn_fly,,,2,smile,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_99,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_99,False,,200,200,1.0,,,,2,smile,sakura_s,guilty_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_100,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_100,False,,200,200,1.0,,,,2,smile,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_101,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_101,False,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_102,d_nikke_sakura_bloominsummer_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_102,False,,200,20,0.5,sfx_scn_fragment,,,2,idle,sakura_s,,Low_2,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_103,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_103,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_104,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_104,False,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_105,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_105,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_106,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_106,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_107,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_107,True,,20,20,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
