id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
d_nikke_grave_01_62,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_62,False,,1,1,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_63,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_63,True,,1,1,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_64,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_64,True,,1,1,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_65,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_65,True,,1,1,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_66,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_66,True,,1,1,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_67,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_67,True,,1,1,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_68,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_68,False,,1,1,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_69,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_69,True,,1,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_70,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_70,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_71,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_71,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_72,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_72,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_73,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_73,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_74,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_74,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_75,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_75,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_76,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_76,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_77,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_77,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_78,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_78,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_79,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_79,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_80,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_80,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_81,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_81,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_82,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_82,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_83,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_83,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_84,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_84,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_85,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_85,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_86,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_86,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_87,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_87,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_88,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_88,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_89,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_89,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_90,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_90,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_91,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_91,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_92,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_92,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_93,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_93,True,,L_10,L_10,1.0,,,grave_p,grave_p,,1,idle,
d_nikke_grave_01_94,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_94,False,,L_10,L_10,1.0,,,grave_p,,,1,idle,
d_nikke_grave_01_95,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_95,True,,L_10,1,1.0,,,grave_p,grave_p,,1,delight,
d_nikke_grave_01_96,d_nikke_grave_01,Speech,Locale_NikkeEpisode:d_nikke_grave_01_96,True,,1,1,1.0,,,grave_p,grave_p,,1,delight,
d_nikke_grave_01_97,d_nikke_grave_01,Self,Locale_NikkeEpisode:d_nikke_grave_01_97,False,,1,1,1.0,,,grave_p,,,1,delight,
