id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_mori_05_59,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_59,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_60,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_60,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_61,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_61,False,,S_10,S_10,1.0,,,mori,,,,,1,think,
d_nikke_mori_05_62,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_62,True,,S_10,S_100,0.5,,,mori,mori,,,,1,idle,
d_nikke_mori_05_63,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_63,True,,S_100,S_100,1.0,,,mori,mori,,,,1,idle,
d_nikke_mori_05_64,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_64,True,,S_100,S_100,1.0,,,mori,mori,,,,1,shy_01,
d_nikke_mori_05_65,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_65,True,,S_100,S_100,1.0,,,mori,mori,,,,1,shy_01,
d_nikke_mori_05_66,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_66,True,,S_100,S_100,1.0,,,mori,mori,,,,1,shy_01,
d_nikke_mori_05_67,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_67,True,,S_100,S_100,1.0,,,mori,mori,,,,1,shy_01,
d_nikke_mori_05_68,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_68,False,,S_100,S_100,1.0,,,mori,,,,,1,shy_01,
d_nikke_mori_05_69,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_69,True,,S_100,S_100,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_70,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_70,True,,S_100,S_100,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_71,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_71,True,,S_100,S_100,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_72,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_72,True,,S_100,S_100,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_73,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_73,False,,S_100,S_100,1.0,,,mori,,,,,1,think,
d_nikke_mori_05_74,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_74,True,,S_100,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_75,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_75,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_76,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_76,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_77,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_77,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_78,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_78,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_79,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_79,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_80,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_80,False,,S_10,S_10,1.0,,,mori,,,,,1,think,
d_nikke_mori_05_81,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_81,True,,S_10,S_10,1.0,,,mori,mori,,,,1,delight,
d_nikke_mori_05_82,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_82,False,,S_10,S_10,1.0,,,mori,,,,,1,delight,
d_nikke_mori_05_83,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_83,False,,S_10,S_10,1.0,,,mori,,,,,1,delight,
d_nikke_mori_05_84,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_84,False,,S_10,S_10,1.0,,,mori,,,,,1,delight,
d_nikke_mori_05_85,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_85,True,,S_10,S_100,0.5,,,mori,mori,,,,1,idle,
d_nikke_mori_05_86,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_86,False,,S_100,S_100,1.0,,,mori,,,,,1,idle,
d_nikke_mori_05_87,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_87,False,,S_100,S_100,1.0,,,mori,,,,,1,idle,
d_nikke_mori_05_88,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_88,False,,S_100,S_100,1.0,,,mori,,,,,1,idle,
d_nikke_mori_05_89,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_89,False,,S_100,S_100,1.0,,,mori,,,,,1,idle,
d_nikke_mori_05_90,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_90,True,,S_100,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_91,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_91,True,,S_10,S_10,1.0,,,mori,mori,,,,1,think,
d_nikke_mori_05_92,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_92,False,,S_10,S_10,1.0,,,mori,,,,,1,think,mori
d_nikke_mori_05_93,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_93,False,,S_10,S_10,1.0,,,mori,,,,,,,
d_nikke_mori_05_94,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_94,False,,black,black,1.0,,,,,,,,,,
d_nikke_mori_05_95,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_95,False,,black,black,1.0,,,,,,,,,,
d_nikke_mori_05_96,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_96,False,,black,black,1.0,,,,,,,,,,
d_nikke_mori_05_97,d_nikke_mori_05,Monologue,Locale_NikkeEpisode:d_nikke_mori_05_97,False,SilverBog,black,black,1.0,,none,,,black,,,,,
d_nikke_mori_05_98,d_nikke_mori_05,Narration,Locale_NikkeEpisode:d_nikke_mori_05_98,False,,5,5,1.0,sfx_scn_phonevibration,,,,,,,,,
d_nikke_mori_05_99,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_99,False,,5,5,1.0,,,,,,m_nikke_mori_05,,,,
d_nikke_mori_05_100,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_100,False,,5,5,1.0,,bgm_story_daytoday,rapi_red,,,,,,,
d_nikke_mori_05_101,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_101,True,,5,1,2.0,,,rapi_red,rapi_red,,,rapi_red,1,idle,
d_nikke_mori_05_102,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_102,False,,1,1,1.0,,,rapi_red,,,,,1,idle,
d_nikke_mori_05_103,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_103,True,,1,10,1.0,,,rapi_red,rapi_red,,,,1,idle,
d_nikke_mori_05_104,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_104,True,,10,10,1.0,,,rapi_red,rapi_red,,,,1,idle,
d_nikke_mori_05_105,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_105,False,,10,10,1.0,,,rapi_red,,,,,1,idle,
d_nikke_mori_05_106,d_nikke_mori_05,Self,Locale_NikkeEpisode:d_nikke_mori_05_106,False,,10,10,1.0,,,rapi_red,,,,,1,idle,
d_nikke_mori_05_107,d_nikke_mori_05,Speech,Locale_NikkeEpisode:d_nikke_mori_05_107,True,,10,10,1.0,,,rapi_red,rapi_red,,,,1,delight,
