id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_sora_01_32,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_32,True,,10,10,1.0,,,,,sora,sora,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_33,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_33,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_34,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_34,False,,10,10,1.0,,,,,sora,,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_35,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_35,True,,10,10,1.0,,,,,sora,sora,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_36,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_36,True,,10,10,1.0,,,,,sora,sora,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_37,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_37,True,,10,1,1.0,,,,,sora,sora,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_38,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_38,False,,1,1,1.0,,,,,sora,,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_39,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_39,False,,1,1,1.0,,,,,sora,,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_40,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_40,False,,1,1,1.0,,,,,sora,,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_41,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_41,False,,1,1,1.0,,,,,sora,sora,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_42,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_42,True,,1,1315,1.5,,,,,girl04,girl04,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_43,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_43,True,,1315,1315,1.0,,,,,boy,boy,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_44,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_44,True,,1315,1,1.5,,,,,sora,sora,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_45,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_45,True,,1,1,1.0,,,,,sora,sora,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_46,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_46,False,,1,1,1.0,,,,,sora,,,1,idle2,,13,idle,,15,idle
d_nikke_sora_01_47,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_47,True,,1,10,1.0,,,,,sora,sora,,1,surp2,,13,idle,,15,idle
d_nikke_sora_01_48,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_48,True,,10,10,1.0,,,,,sora,sora,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_49,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_49,False,,10,10,1.0,,,,,sora,,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_50,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_50,True,,10,XS_130,1.0,,,,,boy,boy,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_51,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_51,True,,XS_130,XS_150,1.0,,,,,girl04,girl04,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_52,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_52,True,,XS_150,1315,1.0,,,,,boy,boy,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_53,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_53,True,,1315,1315,1.0,,,,,girl04,girl04,,1,delight2,,13,idle,,15,idle
d_nikke_sora_01_54,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_54,True,,1315,1,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_55,d_nikke_sora_01,Monologue,Locale_NikkeEpisode:d_nikke_sora_01_55,False,,1,1,1.0,,,,,sora,,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_56,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_56,False,,1,1,1.0,,,,,sora,,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_57,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_57,True,,1,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_58,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_58,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_59,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_59,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_60,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_60,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_61,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_61,False,,10,10,1.0,,,,,sora,,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_62,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_62,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_63,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_63,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_64,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_64,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_65,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_65,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_66,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_66,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_67,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_67,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_68,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_68,True,,10,10,1.0,,,,,sora,sora,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_69,d_nikke_sora_01,Self,Locale_NikkeEpisode:d_nikke_sora_01_69,False,,10,10,1.0,,,,,sora,,,1,idle,,13,idle,,15,idle
d_nikke_sora_01_70,d_nikke_sora_01,Speech,Locale_NikkeEpisode:d_nikke_sora_01_70,True,,10,100,1.0,,,,,sora,sora,,1,delight,,13,idle,,,idle
