id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_ade_agentbunny_01_54,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_54,True,,4,4,1.0,,,femaleguest,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_55,d_nikke_ade_agentbunny_01,Narration,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_55,False,,4,3,0.5,sfx_scn_toolpasslight,,,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_56,d_nikke_ade_agentbunny_01,Monologue,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_56,False,,3,3,1.0,,,,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_57,d_nikke_ade_agentbunny_01,Monologue,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_57,False,,3,3,1.0,,,,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_58,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_58,True,,3,4,1.0,,,femaleguest,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_59,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_59,True,,4,4,1.0,,,ade,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_60,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_60,True,,4,4,1.0,,,femaleguest,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_61,d_nikke_ade_agentbunny_01,Monologue,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_61,False,,4,4,1.0,sfx_scn_waterpour,,,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_62,d_nikke_ade_agentbunny_01,Monologue,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_62,False,,4,4,1.0,,,,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_63,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_63,True,,4,4,1.0,,,femaleguest,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_64,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_64,True,,4,4,1.0,,,ade,,,,,3,delight,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_65,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_65,True,,4,4,1.0,,,ade,,,,,3,delight,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_66,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_66,True,,4,4,1.0,,,femaleguest,cocoa,15,idle,,3,delight,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_67,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_67,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,3,delight,,,,,ade,,5,idle,,femaleguest,,,,
d_nikke_ade_agentbunny_01_68,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_68,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_69,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_69,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_70,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_70,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_71,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_71,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_72,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_72,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_73,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_73,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_74,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_74,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_75,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_75,True,,XS_150,XS_150,1.0,,,cocoa,,15,sad,,,,,,,,,,,,,,regularguest_02,3,idle,
d_nikke_ade_agentbunny_01_76,d_nikke_ade_agentbunny_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_76,False,,XS_150,XS_150,1.0,,,,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_77,d_nikke_ade_agentbunny_01,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_77,True,,XS_150,3,1.0,,,regularguest_02,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_78,d_nikke_ade_agentbunny_01,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_78,True,,3,3,1.0,,,regularguest_02,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_79,d_nikke_ade_agentbunny_01,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_79,True,,3,3,1.0,,,regularguest_02,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_80,d_nikke_ade_agentbunny_01,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_80,True,,3,3,1.0,,,regularguest_02,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_81,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_81,True,,3,XS_150,1.0,,,cocoa,,15,sad,,,,,,,,,,,,,,,3,idle,
d_nikke_ade_agentbunny_01_82,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_82,False,,XS_150,XS_150,1.0,,,,,15,sad,,,,,,,,,,,,,,,3,idle,regularguest_02
d_nikke_ade_agentbunny_01_83,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_83,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_84,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_84,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_85,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_85,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_86,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_86,False,,XS_150,XS_150,1.0,,,,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_87,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_87,True,,XS_150,XS_150,1.0,,,cocoa,,15,delight,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_88,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_88,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_89,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_89,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_90,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_90,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
