id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,fade
d_nikke_nihilister_02_41,d_nikke_nihilister_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_02_41,True,,1,idle,,5,idle,,3,void,,7,idle,,30,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_42,d_nikke_nihilister_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_02_42,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_43,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_43,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_44,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_44,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_45,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_45,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_46,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_46,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_47,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_47,True,,1,idle,,5,idle,,3,void,,7,idle,,2,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_48,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_48,False,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_49,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_49,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,Grey,,black
d_nikke_nihilister_02_50,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_50,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,Grey,,
d_nikke_nihilister_02_51,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_51,False,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,black
d_nikke_nihilister_02_52,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_52,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_53,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_53,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_54,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_54,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_55,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_55,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_56,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_56,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_57,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_57,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_58,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_58,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_59,d_nikke_nihilister_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_02_59,False,,1,idle,,5,idle,,3,worry,,7,idle,,10,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_60,d_nikke_nihilister_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_02_60,True,,1,idle,,5,idle,,3,angry,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_61,d_nikke_nihilister_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_02_61,True,,1,idle,,5,idle,,3,angry,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_62,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_62,True,,1,idle,,5,idle,,3,angry,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_63,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_63,True,,1,idle,,5,idle,,3,void,,7,idle,,2,2,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_64,d_nikke_nihilister_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_02_64,True,,1,idle,,5,idle,,3,void,,7,no,,S_70,S_70,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_65,d_nikke_nihilister_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_02_65,True,,1,idle,,5,idle,,3,void,,7,no,,S_70,S_70,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_66,d_nikke_nihilister_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_02_66,True,,1,idle,,5,idle,,3,void,,7,no,,S_70,S_70,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_67,d_nikke_nihilister_02,Self,neon,,Locale_NikkeEpisode:d_nikke_nihilister_02_67,False,,1,idle,,5,idle,,3,void,,7,no,,S_70,10,2.0,,,,,,,,,,,,
d_nikke_nihilister_02_68,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_68,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_69,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_69,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_70,d_nikke_nihilister_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_02_70,True,,1,smile,,5,think,,3,void,,7,idle,,50,50,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_71,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_71,True,,1,smile,,5,think,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_72,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_72,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_73,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_73,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_74,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_74,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_75,d_nikke_nihilister_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_02_75,True,,1,smile,,5,idle,,3,void,,7,idle,,10,50,2.0,,,,,,,,,,,,
d_nikke_nihilister_02_76,d_nikke_nihilister_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_02_76,True,,1,smile,,5,idle,,3,void,,7,idle,,50,50,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_77,d_nikke_nihilister_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_02_77,True,,1,smile,,5,idle,,3,void,,7,idle,,50,50,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_78,d_nikke_nihilister_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_02_78,True,,1,smile,,5,idle,,3,void,,7,idle,,50,50,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_79,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_79,True,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_80,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_80,True,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_81,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_81,True,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_82,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_82,True,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_83,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_83,False,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_84,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_84,False,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_85,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_85,False,,1,angry2,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_86,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_86,False,,1,angry,,5,idle,,3,void,,7,idle,,10,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_87,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_87,True,,1,idle,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_88,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_88,True,,1,idle,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_89,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_89,True,,1,idle,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_90,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_90,True,,1,idle,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_91,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_91,True,,1,idle,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_92,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_92,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_93,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_93,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_94,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_94,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_95,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_95,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_96,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_96,False,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_97,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_97,False,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_98,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_98,True,,1,shy,,5,idle,,3,void,,7,idle,,1,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_99,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_99,True,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_100,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_100,False,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_101,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_101,False,,1,smile,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_102,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_102,True,,1,angry,,5,idle,,3,void,,7,idle,,10,1,2.0,,,,,,,,,,,,
d_nikke_nihilister_02_103,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_103,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_104,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_104,True,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_105,d_nikke_nihilister_02,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_02_105,False,,1,angry2,,5,idle,,3,void,,7,idle,,1,1,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_106,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_106,True,,1,angry,,5,idle,,3,void,,7,idle,,1,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_107,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_107,True,,1,angry,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_108,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_108,True,,1,angry,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_109,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_109,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_110,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_110,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_111,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_111,True,,1,idle,,5,idle,,3,void,,7,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_nihilister_02_112,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_112,True,,1,idle,,5,idle,,3,void,,7,idle,,10,100,2.0,,,,,,,,,,,,
d_nikke_nihilister_02_113,d_nikke_nihilister_02,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_02_113,True,,1,idle,,5,idle,,3,void,,7,idle,,100,100,1.0,,,,,,,,,,,,
