id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_frima_01_17,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_17,True,,10,10,1.0,,,,1,think
treasurestory_frima_01_18,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_18,False,,10,10,1.0,,,,1,think
treasurestory_frima_01_19,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_19,False,,10,10,1.0,,,,1,think
treasurestory_frima_01_20,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_20,False,,10,10,1.0,,,,1,think
treasurestory_frima_01_21,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_21,False,,10,10,1.0,,,,1,think
treasurestory_frima_01_22,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_22,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_23,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_23,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_24,treasurestory_frima_01,Narration,,,Locale_NikkeEpisode:treasurestory_frima_01_24,False,,10,10,1.0,,sfx_scn_blanket,,1,idle
treasurestory_frima_01_25,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_25,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_26,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_26,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_27,treasurestory_frima_01,Narration,,,Locale_NikkeEpisode:treasurestory_frima_01_27,False,,10,10,1.0,,sfx_scn_blanketsit,,1,idle
treasurestory_frima_01_28,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_28,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_29,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_29,False,,10,10,1.0,,,,1,idle
treasurestory_frima_01_30,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_30,True,,10,100,0.7,,,,1,surprise
treasurestory_frima_01_31,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_31,False,,100,100,1.0,,,,1,surprise
treasurestory_frima_01_32,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_32,False,,100,100,1.0,,,,1,surprise
treasurestory_frima_01_33,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_33,True,,100,10,1.0,,,,1,idle
treasurestory_frima_01_34,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_34,True,,10,10,1.0,,,,1,idle
treasurestory_frima_01_35,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_35,True,,10,10,1.0,,,,1,idle
