id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound,fade
d_nikke_clay_02_39,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_39,True,,12,idle,,1,1,1.0,,,2,surprise,,,
d_nikke_clay_02_40,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_40,True,,12,idle,,1,20,1.0,,,2,special,,,
d_nikke_clay_02_41,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_41,True,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_42,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_42,True,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_43,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_43,True,,12,delight,,20,1,1.0,,,2,delight,,,
d_nikke_clay_02_44,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_44,False,,12,delight,,1,1,1.0,,,2,delight,,sfx_scn_phonevibration,
d_nikke_clay_02_45,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_45,True,,12,idle,NikkeRoom,1,1,1.0,bgm_story_whosdumber,,2,idle,,,black
d_nikke_clay_02_46,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_46,True,,12,idle,,1,1,1.0,,,2,idle,,,
d_nikke_clay_02_47,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_47,True,,12,idle,,1,1,1.0,,,2,delight,,,
d_nikke_clay_02_48,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_48,False,,12,sleep_02,,1,120,1.0,,,2,delight,,,
d_nikke_clay_02_49,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_49,False,,12,sleep_02,,120,120,1.0,,,2,delight,,,
d_nikke_clay_02_50,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_50,False,,12,sleep_02,,120,120,1.0,,,2,delight,,,
d_nikke_clay_02_51,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_51,False,,12,sleep_02,,120,120,1.0,,,2,delight,,,
d_nikke_clay_02_52,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_52,True,,12,sleep_02,,120,20,1.0,,,2,surprise,,,
d_nikke_clay_02_53,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_53,True,,12,sleep_02,,20,20,1.0,,,2,surprise,,,
d_nikke_clay_02_54,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_54,True,,12,sleep_02,,20,20,1.0,,,2,surprise,,,
d_nikke_clay_02_55,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_55,False,,12,sleep_02,,20,20,1.0,,,2,surprise,,,
d_nikke_clay_02_56,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_56,False,,12,sleep_02,,20,120,1.0,,,2,surprise,,,
d_nikke_clay_02_57,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_57,False,,12,sleep_02,,120,120,1.0,,,2,surprise,,,
d_nikke_clay_02_58,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_58,False,,12,sleep_02,,120,120,1.0,,,2,surprise,,,
d_nikke_clay_02_59,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_59,False,,12,sleep_02,,120,1200,1.0,,,2,surprise,,,
d_nikke_clay_02_60,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_60,True,,12,idle,,1200,1200,1.0,,,2,surprise,,,
d_nikke_clay_02_61,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_61,False,,12,idle,,1200,1200,1.0,,,2,surprise,,,
d_nikke_clay_02_62,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_62,True,,12,idle,,1200,1,1.0,,,2,surprise,,,
d_nikke_clay_02_63,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_63,True,,12,idle,,1,1,1.0,,,2,surprise,,,
d_nikke_clay_02_64,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_64,True,,12,idle,,1,20,1.0,,,2,delight,,,
d_nikke_clay_02_65,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_65,True,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_66,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_66,False,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_67,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_67,False,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_68,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_68,False,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_69,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_69,True,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_70,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_70,True,,12,idle,,20,1,1.0,,,2,sad,,,
d_nikke_clay_02_71,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_71,True,,12,idle,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_72,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_72,True,,12,idle,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_73,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_73,True,,12,idle,,1,20,1.0,,,2,idle,,,
d_nikke_clay_02_74,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_74,True,,12,idle,,20,20,1.0,,,2,idle,,,
d_nikke_clay_02_75,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_75,False,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_76,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_76,False,,12,idle,,20,20,1.0,,,2,delight,,,
d_nikke_clay_02_77,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_77,True,,12,idle,,20,20,1.0,,,2,worry,,,
d_nikke_clay_02_78,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_78,True,,12,idle,,20,120,1.0,,,2,worry,,,
d_nikke_clay_02_79,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_79,True,,12,idle,,120,120,1.0,,,2,worry,,,
d_nikke_clay_02_80,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_80,False,,12,idle,,black,black,1.0,,,2,idle,,,
d_nikke_clay_02_81,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_81,True,,12,idle,,20,20,1.0,,,2,idle,,,
d_nikke_clay_02_82,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_82,True,,12,idle,,20,20,1.0,,,2,idle,,,
d_nikke_clay_02_83,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_83,False,,12,idle,,black,black,1.0,,,2,idle,,,
d_nikke_clay_02_84,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_84,True,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_85,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_85,True,,12,idle,,120,120,1.0,,,2,sad,,,
d_nikke_clay_02_86,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_86,False,,12,idle,,black,black,1.0,,,2,sad,,,
d_nikke_clay_02_87,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_87,True,,12,idle,,1,1,1.0,,,2,sad,,,black
d_nikke_clay_02_88,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_88,True,,12,idle,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_89,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_89,False,,12,idle,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_90,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_90,True,,12,idle,,1,20,1.0,,,2,sad,,,
d_nikke_clay_02_91,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_91,True,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_92,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_92,True,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_93,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_93,True,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_94,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_94,False,,12,idle,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_95,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_95,True,,12,idle,,20,1,1.0,,,2,sad,,,
d_nikke_clay_02_96,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_96,True,,12,idle,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_97,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_97,True,,12,surprise,,1,1,1.0,,,2,sad,,,
d_nikke_clay_02_98,d_nikke_clay_02,Narration,,,Locale_NikkeEpisode:d_nikke_clay_02_98,False,,12,surprise,,1,1,1.0,,,2,sad,Low_2,sfx_scn_down,
d_nikke_clay_02_99,d_nikke_clay_02,Monologue,,,Locale_NikkeEpisode:d_nikke_clay_02_99,False,,12,surprise,,1,120,1.0,,,2,sad,,,
d_nikke_clay_02_100,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_100,True,,12,surprise,,120,20,1.0,,,2,worry,,,
d_nikke_clay_02_101,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_101,True,,12,surprise,,20,20,1.0,,,2,sad,,,
d_nikke_clay_02_102,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_102,False,,12,surprise,,20,120,1.0,,,2,sad,,,
d_nikke_clay_02_103,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_103,False,,12,surprise,,120,120,1.0,,,2,sad,,,
d_nikke_clay_02_104,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_104,False,,12,surprise,,120,120,1.0,,,2,sad,,,
d_nikke_clay_02_105,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_105,False,,12,surprise,,120,120,1.0,,,2,sad,,,
d_nikke_clay_02_106,d_nikke_clay_02,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_clay_02_106,False,,12,sleep_01,,120,120,1.0,,,2,sad,,,
d_nikke_clay_02_107,d_nikke_clay_02,Speech,clay,clay,Locale_NikkeEpisode:d_nikke_clay_02_107,True,,12,sleep_01,,120,20,1.0,,,2,worry,,,
d_nikke_clay_02_108,d_nikke_clay_02,Self,,,Locale_NikkeEpisode:d_nikke_clay_02_108,False,,12,sleep_01,,20,20,1.0,,,2,worry,,,
