id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,set_camera_shake,characters/0/hide_char_id,fade
d_nikke_phantom_02_34,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_34,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_35,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_35,False,,black,black,1.0,none,,,1,idle_02,,,,
d_nikke_phantom_02_36,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_36,False,GoodOffice,black,black,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_37,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_37,False,,L_10,L_10,1.0,bgm_recognition_underworld,,,1,idle_02,,,,
d_nikke_phantom_02_38,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_38,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_39,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_39,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_40,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_40,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_41,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_41,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_42,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_42,False,,L_10,160,1.5,,,,1,idle_02,,,,
d_nikke_phantom_02_43,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_43,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_44,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_44,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_45,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_45,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_46,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_46,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_47,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_47,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_48,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_48,False,,160,160,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_49,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_49,True,,L_10,L_10,1.0,,,,1,special_02,phantom,Low_2,,
d_nikke_phantom_02_50,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_50,True,,L_10,L_10,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_51,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_51,False,,L_10,L_10,1.0,,,,1,special_02,,,,
d_nikke_phantom_02_52,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_52,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_53,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_53,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_54,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_54,False,,L_10,L_10,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_55,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_55,False,Library,black,black,1.0,none,,,1,idle_02,,,,
d_nikke_phantom_02_56,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_56,True,,L_10,L_10,1.0,bgm_story_backtonormal,,,1,idle_02,phantom,,,
d_nikke_phantom_02_57,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_57,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_58,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_58,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_59,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_59,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_60,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_60,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_61,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_61,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_62,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_62,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_63,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_63,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_64,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_64,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_65,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_65,True,,L_10,L_10,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_66,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_66,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_67,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_67,True,,L_10,L_100,1.0,,,,1,shy_02,phantom,,,
d_nikke_phantom_02_68,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_68,True,,L_100,L_100,1.0,,,,1,shy_02,phantom,,,
d_nikke_phantom_02_69,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_69,True,,L_100,L_100,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_70,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_70,True,,L_100,L_100,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_71,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_71,True,,L_100,L_100,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_72,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_72,True,,L_100,L_100,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_73,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_73,True,,L_100,L_100,1.0,,,,1,special_02,phantom,,,
d_nikke_phantom_02_74,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_74,False,,L_100,L_100,1.0,,,,1,special_02,,,,
d_nikke_phantom_02_75,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_75,False,,L_100,L_100,1.0,,,,1,special_02,,,,
d_nikke_phantom_02_76,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_76,True,,L_100,L_10,1.0,,,,1,smile_02,phantom,,,
d_nikke_phantom_02_77,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_77,True,,L_10,L_10,1.0,,,,1,smile_02,phantom,,,
d_nikke_phantom_02_78,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_78,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_79,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_79,True,,L_10,L_10,1.0,,,,1,idle_02,phantom,,,
d_nikke_phantom_02_80,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_80,False,,L_10,L_10,1.0,,,,1,idle_02,,,,
d_nikke_phantom_02_81,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_81,False,CommanderRoom,black,black,1.0,none,sfx_scn_rustydooropen,,1,idle_02,,,phantom,
d_nikke_phantom_02_82,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_82,False,,1,1,1.0,bgm_story_orangepop,,,,,,,,black
d_nikke_phantom_02_83,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_83,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_84,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_84,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_85,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_85,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_86,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_86,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_87,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_87,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_88,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_88,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_89,d_nikke_phantom_02,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_89,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_90,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_90,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_91,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_91,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_92,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_92,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_93,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_93,False,,1,1,1.0,,,,,,,,,
d_nikke_phantom_02_94,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_94,True,Library,L_10,L_10,1.0,,,phantom,1,no_02,phantom,,,black
d_nikke_phantom_02_95,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_95,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_96,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_96,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_97,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_97,False,,L_10,L_10,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_98,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_98,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_99,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_99,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_100,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_100,False,,L_10,L_10,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_101,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_101,False,,L_10,L_10,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_102,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_102,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_103,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_103,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_104,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_104,True,,L_10,L_10,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_105,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_105,True,,L_10,L_100,1.0,none,,,1,no_02,phantom,,,
d_nikke_phantom_02_106,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_106,False,,L_100,L_100,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_107,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_107,True,,L_100,L_100,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_108,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_108,False,,L_100,L_100,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_109,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_109,True,,L_100,L_100,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_110,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_110,False,,L_100,L_100,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_111,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_111,True,,L_100,L_100,1.0,bgm_story_whosdumber,,,1,no_02,phantom,,,
d_nikke_phantom_02_112,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_112,True,,L_100,L_100,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_113,d_nikke_phantom_02,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_113,False,,L_100,L_100,1.0,,,,1,no_02,,,,
d_nikke_phantom_02_114,d_nikke_phantom_02,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_114,False,,L_100,L_100,1.0,,,,1,no_02,phantom,,,
d_nikke_phantom_02_115,d_nikke_phantom_02,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_02_115,False,,L_100,L_100,1.0,,,,1,no_02,,,,
