id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,set_camera_shake,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
d_nikke_Mary_BayGoddess_03_26,d_nikke_Mary_BayGoddess_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_26,True,,1,idle,,13,idle,,volt_300,volt_300,1.0,,,3,idle,,sfx_scn_dogbark,,,,
d_nikke_Mary_BayGoddess_03_27,d_nikke_Mary_BayGoddess_03,Narration,volt,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_27,False,,1,idle,,13,idle,,volt_300,volt_30,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_28,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_28,True,,1,idle,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_29,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_29,True,,1,idle,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_30,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_30,True,,1,idle,,13,idle,,12,2,2.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_31,d_nikke_Mary_BayGoddess_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_31,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,sfx_scn_dogbark,,,,
d_nikke_Mary_BayGoddess_03_32,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_32,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_33,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_33,False,,1,idle,,13,idle,,2,volt_300,1.0,,,3,idle,,sfx_scn_dogfootsteps,,,,
d_nikke_Mary_BayGoddess_03_34,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_34,False,,1,idle,,13,idle,,volt_300,volt_30,0.5,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_35,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_35,False,,1,idle,,13,idle,,volt_30,volt_30,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_36,d_nikke_Mary_BayGoddess_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_36,True,,1,idle,,13,idle,,volt_30,volt_30,1.0,,,3,idle,,sfx_scn_dogbark,,,,
d_nikke_Mary_BayGoddess_03_37,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_37,True,,1,idle,,13,idle,,10,10,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_38,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_38,True,,1,idle,,13,idle,,130,130,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_39,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_39,True,,1,idle,,13,idle,,10,10,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_40,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_40,True,,1,idle,,13,idle,,10,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_41,d_nikke_Mary_BayGoddess_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_41,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,sfx_scn_dogbark,,,,
d_nikke_Mary_BayGoddess_03_42,d_nikke_Mary_BayGoddess_03,Narration,volt,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_42,False,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_43,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_43,True,,1,sad,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_44,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_44,True,,1,sad,,13,idle,,2,12,2.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_45,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_45,True,,1,sad,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_46,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_46,True,,1,think,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_47,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_47,True,,1,idle,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_48,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_48,True,,1,idle,,13,idle,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_49,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_49,True,,1,idle,,13,idle,,12,10,2.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_50,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_50,False,,1,idle,,13,idle,,10,volt_30,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_51,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_51,False,,1,idle,,13,idle,,volt_30,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_52,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_52,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_53,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_53,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_54,d_nikke_Mary_BayGoddess_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_54,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,sfx_scn_dogbark,,,,
d_nikke_Mary_BayGoddess_03_55,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_55,True,,1,idle,,13,idle,,2,2,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_56,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_56,True,,1,idle,,13,idle,,2,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_57,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_57,True,,1,idle,,13,think,,12,12,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_58,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_58,True,,1,idle,,13,idle,,12,130,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_59,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_59,True,,1,idle,,13,idle,,10,10,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_60,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_60,True,,1,idle,,13,idle,,130,130,1.0,,,3,idle,,,,,,
d_nikke_Mary_BayGoddess_03_61,d_nikke_Mary_BayGoddess_03,Narration,rapi_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_61,False,,1,idle,,13,idle,,black,black,1.0,,,3,idle,,,,volt,,
d_nikke_Mary_BayGoddess_03_62,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_62,True,,1,idle,,13,think,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_63,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_63,True,,1,idle,,13,think,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_64,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_64,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_65,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_65,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_66,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_66,True,,1,idle,,13,idle,,130,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_67,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_67,True,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_68,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_68,True,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_69,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_69,True,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_70,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_70,True,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_71,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_71,True,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_72,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_72,True,,1,idle,,13,think,,12,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_73,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_73,True,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_74,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_74,True,,1,idle,,13,worry,,10,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_75,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_75,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_76,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_76,True,,1,idle,,13,idle,,130,10,2.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_77,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_77,True,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_78,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_78,True,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_79,d_nikke_Mary_BayGoddess_03,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_79,False,,1,idle,,13,worry,,black,black,1.0,none,frima_s,15,sleep_02,,,,,mary_s,rapi_s
d_nikke_Mary_BayGoddess_03_80,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_80,True,,,,,,,,150,150,1.0,,,15,sleep_02,,,,,,
d_nikke_Mary_BayGoddess_03_81,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_81,True,,,,,,,,150,150,1.0,,,15,sleep_02,,,,,,
d_nikke_Mary_BayGoddess_03_82,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_82,False,,,,,,,,150,150,1.0,,,15,sleep_02,,sfx_scn_bird,,,,
d_nikke_Mary_BayGoddess_03_83,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_83,True,,,,,,,,150,1500,0.5,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_84,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_84,False,,,,,,,,1500,1500,1.0,,,15,idle,,,Low_2,,,
d_nikke_Mary_BayGoddess_03_85,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_85,True,,,,,,,,1500,1500,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_86,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_86,True,,,,,,,,1500,1500,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_87,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_87,False,,,,,,,,1500,1500,1.0,,,15,idle,,sfx_scn_bird,,,,
d_nikke_Mary_BayGoddess_03_88,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_88,False,,,,,,,,1500,1500,1.0,bgm_story_herecomestrouble,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_89,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_89,False,,,,,,,,1500,1500,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_90,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_90,False,,,,,,,,1500,15,1.0,,,15,idle,,sfx_scn_bookdrop,,,,
d_nikke_Mary_BayGoddess_03_91,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_91,True,,,,,,,,15,15,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_92,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_92,True,,,,,,,,15,15,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_93,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_93,True,mary_s,1,idle,rapi_s,13,worry,,15,12,2.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_94,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_94,True,,1,idle,,13,worry,,12,12,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_95,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_95,True,,1,idle,,13,worry,,12,12,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_96,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_96,True,,1,idle,,13,worry,,12,10,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_97,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_97,True,,1,idle,,13,worry,,150,150,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_98,d_nikke_Mary_BayGoddess_03,Narration,frima_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_98,False,,1,idle,,13,worry,,150,1500,2.0,,,15,think,,,,,,
d_nikke_Mary_BayGoddess_03_99,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_99,True,,1,idle,,13,worry,,1500,1500,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_100,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_100,True,,1,idle,,13,think,,1500,14,2.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_101,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_101,True,,1,idle,,13,idle,,14,14,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_102,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_102,True,,1,idle,,13,idle,,14,14,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_103,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_103,True,,1,idle,,13,think,,14,14,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_104,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_104,True,,1,idle,,13,think,,14,150,2.0,,,15,think,,,,,,
d_nikke_Mary_BayGoddess_03_105,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_105,True,,1,idle,,13,idle,,150,150,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_106,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_106,True,,1,idle,,13,idle,,10,10,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_107,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_107,True,,1,idle,,13,idle,,150,150,1.0,,,15,idle,,,,,,
d_nikke_Mary_BayGoddess_03_108,d_nikke_Mary_BayGoddess_03,Speech,frima_s,frima_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_108,True,,1,idle,,13,idle,,black,black,1.0,,,15,sleep_01,,,,frima_s,,
d_nikke_Mary_BayGoddess_03_109,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_109,True,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,
