id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,speaker,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_nikke_c_1_01_15,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_15,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_16,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_16,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_17,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_17,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_18,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_18,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_19,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_19,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_20,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_20,False,,1,idle,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,
d_nikke_c_1_01_21,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_21,True,,1,idle,,L_10,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_22,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_22,False,,1,idle,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,
d_nikke_c_1_01_23,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_23,True,,1,idle,,L_100,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_24,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_24,False,,1,idle,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,
d_nikke_c_1_01_25,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_25,True,,1,idle,,L_100,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_26,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_26,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_27,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_27,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_28,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_28,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_29,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_29,True,,1,idle,,L_10,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_30,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_30,True,,1,idle,,L_100,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_31,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_31,True,,1,idle,,L_100,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_32,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_32,True,,1,idle,,L_100,L_100,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_33,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_33,True,,1,idle,,L_100,L_10,2.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_34,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_34,True,,1,idle,,L_10,L_10,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_35,d_nikke_c_1_01,Choice,Locale_NikkeEpisode:d_nikke_c_1_01_35,False,,1,idle,,L_10,L_10,1.0,,andersen,,,d_nikke_c_1_01_37,,,,,,,,,,,,,,
d_nikke_c_1_01_36,d_nikke_c_1_01,Choice,Locale_NikkeEpisode:d_nikke_c_1_01_36,False,,1,idle,,L_10,L_10,1.0,,andersen,,,d_nikke_c_1_01_37,,,,,,,,,,,,,,
d_nikke_c_1_01_37,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_37,True,,1,idle,,L_10,1,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_38,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_38,True,,1,idle,,1,1,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_39,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_39,False,,1,idle,,1,1,1.0,,andersen,,,,,,,,,,,,,,,,,
d_nikke_c_1_01_40,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_40,True,,1,idle,,1,1,1.0,,andersen,andersen,,,,,,,,,,,,,,,,
d_nikke_c_1_01_41,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_41,True,,1,idle,,1,1517,2.0,,privaty,privaty,,,privaty,15,idle,yulha,17,idle,admi,19,idle,,,,,
d_nikke_c_1_01_42,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_42,True,,1,idle,,1517,1719,1.0,,privaty,privaty,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_43,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_43,True,,1,idle,,1719,15,2.0,,privaty,privaty,,,,15,delight,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_44,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_44,False,,1,idle,,15,15,1.0,,,,,,,15,delight,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_45,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_45,True,,1,idle,,15,17,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_46,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_46,True,,1,idle,,17,17,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_47,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_47,True,,1,idle,,17,17,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_48,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_48,False,,1,idle,,17,17,1.0,,yulha,,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_49,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_49,True,,1,idle,,17,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_50,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_50,True,,1,idle,,L_170,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_51,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_51,False,,1,idle,,L_170,L_170,1.0,,yulha,,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_52,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_52,True,,1,idle,,S_150,S_150,1.0,,privaty,privaty,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_53,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_53,True,,1,idle,,S_150,S_150,1.0,,privaty,privaty,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_54,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_54,False,,1,idle,,S_150,S_150,1.0,,privaty,,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_55,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_55,True,,1,idle,,L_170,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_56,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_56,True,,1,idle,,L_170,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_57,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_57,True,,1,idle,,L_170,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_58,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_58,False,,1,idle,,L_170,L_170,1.0,,yulha,,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_59,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_59,True,,1,idle,,XS_190,XS_190,1.0,,admi,admi,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_60,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_60,True,,1,idle,,XS_190,XS_190,1.0,,admi,admi,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_61,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_61,True,,1,idle,,XS_190,XS_190,1.0,,admi,admi,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_62,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_62,True,,1,idle,,XS_190,XS_190,1.0,,admi,admi,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_63,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_63,True,,1,idle,,XS_190,XS_190,1.0,,admi,admi,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_64,d_nikke_c_1_01,Self,Locale_NikkeEpisode:d_nikke_c_1_01_64,False,,1,idle,,XS_190,XS_190,1.0,,admi,,,,,15,idle,,17,idle,,19,idle,,,,,
d_nikke_c_1_01_65,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_65,True,,1,idle,,L_170,L_170,1.0,,yulha,yulha,,,,15,idle,,17,idle,,19,idle,andersen,,,,
d_nikke_c_1_01_66,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_66,False,c_1,1,idle,LivingRoom,black,black,1.0,,c_1,c_1,none,,,15,idle,,17,idle,,19,idle,,privaty,yulha,admi,black
d_nikke_c_1_01_67,d_nikke_c_1_01,Monologue,Locale_NikkeEpisode:d_nikke_c_1_01_67,False,,1,idle,,10,10,1.0,,c_1,,bgm_story_fairytalesend_if,,,,,,,,,,,,,,,
d_nikke_c_1_01_68,d_nikke_c_1_01,Narration,Locale_NikkeEpisode:d_nikke_c_1_01_68,False,,1,idle,,10,10,1.0,,c_1,,,,,,,,,,,,,,,,,
d_nikke_c_1_01_69,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_69,False,,1,idle,,10,10,1.0,,c_1,c_1,,,,,,,,,,,,,,,,
d_nikke_c_1_01_70,d_nikke_c_1_01,Speech,Locale_NikkeEpisode:d_nikke_c_1_01_70,True,,1,think,,10,100,2.0,,c_1,c_1,,,,,,,,,,,,,,,,
