id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce004_03_01_14,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_14,True,,12,delight,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_15,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_15,True,,12,delight,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_16,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_16,True,,12,delight,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_17,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_17,True,,12,delight,,2,angry,,1,120,1.0,
d_nikke_ce004_03_01_18,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_18,True,,12,delight,,2,angry,,120,120,1.0,
d_nikke_ce004_03_01_19,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_19,True,,12,delight,,2,angry,,120,120,1.0,
d_nikke_ce004_03_01_20,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_20,True,,12,delight,,2,surprise,,120,XS_20,1.0,
d_nikke_ce004_03_01_21,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_21,True,,12,delight,,2,surprise,,XS_20,XS_20,1.0,
d_nikke_ce004_03_01_22,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_22,True,,12,delight,,2,surprise,,XS_20,1,1.0,
d_nikke_ce004_03_01_23,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_23,True,,12,delight,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_24,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_24,True,,12,delight,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_25,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_25,True,,12,idle,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_26,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_26,True,,12,idle,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_27,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_27,True,,12,idle,,2,angry,,1,1,1.0,
d_nikke_ce004_03_01_28,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_28,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_29,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_29,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_30,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_30,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_31,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_31,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_32,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_32,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_33,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_33,True,,12,idle,,2,surprise,,1,1,1.0,
d_nikke_ce004_03_01_34,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_34,True,,12,idle,,2,surprise,,1,XS_20,1.0,
d_nikke_ce004_03_01_35,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_35,True,,12,idle,,2,idle,,XS_20,XS_20,1.0,
d_nikke_ce004_03_01_36,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_36,True,,12,idle,,2,idle,,XS_20,XS_200,1.0,
d_nikke_ce004_03_01_37,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_37,True,,12,idle,,2,idle,,XS_200,1,1.0,
d_nikke_ce004_03_01_38,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_38,True,,12,idle,,2,idle,,1,1,1.0,
d_nikke_ce004_03_01_39,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_39,True,,12,idle,,2,delight,,1,1,1.0,
d_nikke_ce004_03_01_40,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_40,True,,12,idle,,2,delight,,1,1,1.0,
d_nikke_ce004_03_01_41,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_41,True,,12,idle,,2,delight,,1,1,1.0,
d_nikke_ce004_03_01_42,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_42,True,,12,idle,,2,delight,,1,XS_20,1.0,
d_nikke_ce004_03_01_43,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_43,True,,12,idle,,2,delight,,XS_20,XS_20,1.0,
