id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_nero_01_13,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_13,True,,L_50,L_50,1.0,,,,nero,nero,nero,1,sad,,,
d_nikke_nero_01_14,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_14,False,,L_50,L_50,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_15,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_15,False,,L_50,L_10,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_16,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_16,False,,L_10,L_10,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_17,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_17,False,,L_10,L_10,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_18,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_18,True,,L_10,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_19,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_19,True,,L_100,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_20,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_20,True,,L_100,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_21,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_21,False,,L_100,L_100,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_22,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_22,True,,L_100,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_23,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_23,True,,L_100,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_24,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_24,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_25,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_25,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_26,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_26,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_27,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_27,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_28,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_28,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_29,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_29,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_30,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_30,False,,L_10,L_10,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_31,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_31,True,,L_10,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_32,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_32,False,,L_100,L_100,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_33,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_33,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_34,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_34,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_35,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_35,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_36,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_36,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_37,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_37,False,,L_100,L_100,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_38,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_38,False,,L_100,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_39,d_nikke_nero_01,Choice,Locale_NikkeEpisode:d_nikke_nero_01_39,False,,L_10,L_10,1.0,,,d_nikke_nero_01_41,,,,1,idle,,,
d_nikke_nero_01_40,d_nikke_nero_01,Choice,Locale_NikkeEpisode:d_nikke_nero_01_40,False,,L_10,L_10,1.0,,,d_nikke_nero_01_47,,,,1,idle,,,
d_nikke_nero_01_41,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_41,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_42,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_42,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_43,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_43,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_44,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_44,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_45,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_45,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_46,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_46,False,,L_10,L_10,1.0,,,d_nikke_nero_01_54,,,,1,idle,,,
d_nikke_nero_01_47,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_47,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_48,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_48,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_49,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_49,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_50,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_50,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_51,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_51,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_52,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_52,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_53,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_53,False,,L_10,L_10,1.0,,,d_nikke_nero_01_54,,,,1,idle,,,
d_nikke_nero_01_54,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_54,True,,L_10,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_55,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_55,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_56,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_56,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_57,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_57,False,,L_100,L_100,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_58,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_58,True,,L_100,L_100,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_59,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_59,False,,L_100,L_100,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_60,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_60,True,,L_100,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_61,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_61,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_62,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_62,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_63,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_63,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_64,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_64,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_65,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_65,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_66,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_66,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_67,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_67,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_68,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_68,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_69,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_69,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_70,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_70,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_71,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_71,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_72,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_72,True,,L_10,1,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_73,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_73,True,,1,1,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_74,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_74,True,,1,1,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_75,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_75,True,,1,1,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_76,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_76,False,,1,1,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_77,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_77,True,,1,1,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_78,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_78,True,,1,1,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_79,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_79,True,,1,1,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_80,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_80,False,,1,1,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_81,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_81,True,,1,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_82,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_82,False,,L_10,L_10,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_83,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_83,False,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_84,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_84,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_85,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_85,True,,L_10,L_10,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_86,d_nikke_nero_01,Choice,Locale_NikkeEpisode:d_nikke_nero_01_86,False,,L_10,L_10,1.0,,,d_nikke_nero_01_89,,,,1,sad,,,
d_nikke_nero_01_87,d_nikke_nero_01,Choice,Locale_NikkeEpisode:d_nikke_nero_01_87,False,,L_10,L_10,1.0,,,d_nikke_nero_01_88,,,,1,sad,,,
d_nikke_nero_01_88,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_88,True,,L_10,L_10,1.0,,,d_nikke_nero_01_89,nero,nero,,1,sad,,,
d_nikke_nero_01_89,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_89,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_90,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_90,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_91,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_91,False,,L_10,L_10,1.0,,,,,,,1,idle,,,
d_nikke_nero_01_92,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_92,True,,L_10,L_10,1.0,,,,nero,nero,,1,idle,,,
d_nikke_nero_01_94,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_94,False,ShowerRoom,L_10,L_150,1.0,sfx_scn_showerlever,none,,,,,1,idle,nero,black,
d_nikke_nero_01_95,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_95,False,,L_150,L_150,1.0,sfx_scn_shower,,,,,,,,,,
d_nikke_nero_01_96,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_96,False,,L_150,L_150,1.0,,,,,,,,,,,
d_nikke_nero_01_97,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_97,False,,L_150,L_1500,1.0,,,,,,,,,,,
d_nikke_nero_01_98,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_98,False,,L_1500,L_1500,1.0,,,,,,,,,,,
d_nikke_nero_01_99,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_99,False,,L_1500,L_1500,1.0,,,,,,,,,,,
d_nikke_nero_01_100,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_100,False,,L_1500,L_1500,1.0,,,,,,,,,,,
d_nikke_nero_01_101,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_101,True,,L_1500,L_1500,1.0,,,,nero,nero,,,,,,
d_nikke_nero_01_102,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_102,False,,L_1500,L_1500,1.0,sfx_scn_solidtablehit,,,,,,,,,,Low_2
d_nikke_nero_01_103,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_103,False,,L_1500,L_1500,1.0,,,,nero,nero,,,,,,
d_nikke_nero_01_104,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_104,False,,L_1500,L_150,1.0,,,,,,,,,,,
d_nikke_nero_01_105,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_105,False,,L_150,L_150,1.0,sfx_scn_solidtablehit,,,,,,,,,,Low_2
d_nikke_nero_01_106,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_106,False,,L_150,L_150,1.0,,,,nero,nero,,,,,,
d_nikke_nero_01_107,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_107,True,,L_150,L_150,1.0,,bgm_story_herecomestrouble,,nero,nero,,,,,,
d_nikke_nero_01_108,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_108,False,,L_150,L_150,1.0,,,,,,,,,,,
d_nikke_nero_01_109,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_109,False,,L_150,L_150,1.0,sfx_scn_showerlever,,,,,,,,,,
d_nikke_nero_01_110,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_110,False,CommanderRoom,L_150,L_10,1.0,,,,,,,,,,,
d_nikke_nero_01_111,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_111,False,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_nero_01_112,d_nikke_nero_01,Narration,Locale_NikkeEpisode:d_nikke_nero_01_112,False,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_nero_01_113,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_113,False,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_nero_01_114,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_114,True,,L_10,L_100,1.0,,,,nero,nero,nero,1,sad,,,
d_nikke_nero_01_115,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_115,True,,L_100,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_116,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_116,False,,L_100,L_100,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_117,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_117,True,,L_100,L_100,1.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_118,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_118,False,,L_100,L_100,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_119,d_nikke_nero_01,Speech,Locale_NikkeEpisode:d_nikke_nero_01_119,False,,L_100,1,2.0,,,,nero,nero,,1,sad,,,
d_nikke_nero_01_120,d_nikke_nero_01,Self,Locale_NikkeEpisode:d_nikke_nero_01_120,False,,1,1,1.0,,,,,,,1,sad,,,
d_nikke_nero_01_121,d_nikke_nero_01,Monologue,Locale_NikkeEpisode:d_nikke_nero_01_121,False,,1,1,1.0,,,,,,,1,sad,,,
