id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_eleggboomandshock_01_16,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_16,True,,S_10,S_100,1.0,,elegg_s,elegg_s,,,,1,no
d_nikke_eleggboomandshock_01_17,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_17,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,no
d_nikke_eleggboomandshock_01_18,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_18,False,,S_100,S_100,1.0,,elegg_s,,,,,1,no
d_nikke_eleggboomandshock_01_19,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_19,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,no
d_nikke_eleggboomandshock_01_20,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_20,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,no
d_nikke_eleggboomandshock_01_21,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_21,False,,S_100,S_100,1.0,,elegg_s,,,,,1,no
d_nikke_eleggboomandshock_01_22,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_22,False,,S_100,S_100,1.0,,elegg_s,,,,,1,no
d_nikke_eleggboomandshock_01_23,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_23,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_24,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_24,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_25,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_25,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_26,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_26,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_27,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_27,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_28,d_nikke_eleggboomandshock_01,Choice,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_28,False,,S_100,S_100,1.0,,elegg_s,,d_nikke_eleggboomandshock_01_30,,,1,idle
d_nikke_eleggboomandshock_01_29,d_nikke_eleggboomandshock_01,Choice,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_29,False,,S_100,S_100,1.0,,elegg_s,,d_nikke_eleggboomandshock_01_35,,,1,idle
d_nikke_eleggboomandshock_01_30,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_30,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_31,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_31,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_32,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_32,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_33,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_33,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_34,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_34,True,,S_10,S_10,1.0,,elegg_s,elegg_s,d_nikke_eleggboomandshock_01_38,,,1,idle
d_nikke_eleggboomandshock_01_35,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_35,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_36,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_36,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_37,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_37,True,,S_10,S_10,1.0,,elegg_s,elegg_s,d_nikke_eleggboomandshock_01_38,,,1,idle
d_nikke_eleggboomandshock_01_38,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_38,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_39,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_39,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_40,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_40,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_41,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_41,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_42,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_42,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_43,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_43,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_44,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_44,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_45,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_45,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_46,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_46,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_47,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_47,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_48,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_48,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_49,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_49,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_50,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_50,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_51,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_51,True,,S_10,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_52,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_52,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_53,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_53,False,,S_100,S_100,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_54,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_54,False,,S_100,S_100,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_55,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_55,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_56,d_nikke_eleggboomandshock_01,Monologue,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_56,False,,black,black,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_57,d_nikke_eleggboomandshock_01,Monologue,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_57,False,,black,black,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_58,d_nikke_eleggboomandshock_01,Monologue,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_58,False,,black,black,1.0,,elegg_s,,,black,,1,idle
d_nikke_eleggboomandshock_01_59,d_nikke_eleggboomandshock_01,Monologue,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_59,False,,S_500,S_100,1.5,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_60,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_60,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_61,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_61,False,,S_100,S_100,1.0,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_62,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_62,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,idle
d_nikke_eleggboomandshock_01_63,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_63,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_64,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_64,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_65,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_65,False,,S_10,S_10,1.0,,elegg_s,,,,,1,idle
d_nikke_eleggboomandshock_01_66,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_66,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_67,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_67,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_68,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_68,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_69,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_69,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_70,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_70,False,,S_10,S_10,1.0,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_71,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_71,True,,S_10,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_72,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_72,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_73,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_73,False,,S_100,S_100,1.0,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_74,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_74,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_75,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_75,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_76,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_76,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_77,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_77,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_78,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_78,False,,S_100,S_100,1.0,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_79,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_79,False,,S_100,S_100,1.0,,elegg_s,,,,,1,think
d_nikke_eleggboomandshock_01_80,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_80,True,,S_100,S_10,0.5,,elegg_s,elegg_s,,,,1,angry
d_nikke_eleggboomandshock_01_81,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_81,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,angry
d_nikke_eleggboomandshock_01_82,d_nikke_eleggboomandshock_01,Self,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_82,False,,S_10,S_10,1.0,,elegg_s,,,,,1,angry
d_nikke_eleggboomandshock_01_83,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_83,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,angry
d_nikke_eleggboomandshock_01_84,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_84,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_85,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_85,True,,S_10,S_10,1.0,none,elegg_s,elegg_s,,,,1,think
d_nikke_eleggboomandshock_01_86,d_nikke_eleggboomandshock_01,Speech,Locale_NikkeEpisode:d_nikke_eleggboomandshock_01_86,True,,S_10,S_100,1.0,,elegg_s,elegg_s,,,,1,think
