id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_nikke_liter_03_12,d_nikke_liter_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_03_12,True,,2,2,1.0,,sfx_scn_dogbark,,,,3,delight,,,1,void,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_13,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_13,True,,2,2,1.0,,,,,,3,delight,,,1,idle,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_14,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_14,True,,2,2,1.0,,,,,,3,no,,,1,idle,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_15,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_15,True,,2,10,0.7,,,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_16,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_16,True,,10,10,1.0,,,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_17,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_17,True,,3,XS_30,0.7,,,,,,3,surprise,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_18,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_18,True,,2,2,1.0,,,,,,3,surprise,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_19,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_19,True,,2,2,1.0,,,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_20,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_20,True,,2,2,1.0,,,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_21,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_21,True,,2,2,1.0,,,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_22,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_22,False,,black,black,1.0,,sfx_scn_swing,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_23,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_23,False,,black,black,1.0,,sfx_scn_hit,,,,3,no,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_24,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_24,True,,10,100,0.7,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_25,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_25,True,,2,2,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_26,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_26,True,,2,2,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_27,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_27,False,,2,2,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_28,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_28,True,,2,2,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_29,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_29,True,,2,2,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_30,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_30,True,,2,2,1.0,,,,,,3,delight,,,1,sad,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_31,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_31,True,,2,2,1.0,,,,,,3,no,,,1,sad,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_32,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_32,True,,2,15,1.0,,,,,,3,no,,,1,sad,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_33,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_33,True,,15,15,1.0,,,,,,3,no,,,1,sad,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_34,d_nikke_liter_03,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_03_34,False,,15,15,1.0,,,,,,3,idle,,,1,sad,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_35,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_35,False,FastFood,black,black,1.0,,,,,,3,idle,,,1,sad,anis,,14,idle,,,16,idle,,,,
d_nikke_liter_03_36,d_nikke_liter_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_03_36,True,,3,3,1.0,,sfx_scn_dogbark,,,,3,idle,,,,,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_37,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_37,False,,3,3,1.0,,,,,,3,"expression_0,idle",,,,,,,14,idle,rapi,,16,idle,,,,
d_nikke_liter_03_38,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_38,True,,3,XS_30,1.0,,,,,,3,idle,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_39,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_39,True,,XS_30,XS_30,1.0,,sfx_scn_glassdooropen,,,,3,idle,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_40,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_40,False,,XS_30,XS_30,1.0,,,,,,3,no,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_41,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_41,True,,XS_30,XS_30,1.0,,,,,,3,no,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_42,d_nikke_liter_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_03_42,False,,XS_30,3,1.0,,,,,,3,no,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_43,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_43,True,,3,3,1.0,,,,,,3,delight,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_44,d_nikke_liter_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_03_44,False,,3,3,1.0,,sfx_scn_dogbark,,,,3,delight,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_45,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_45,True,,3,3,1.0,,,,,,3,idle,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_46,d_nikke_liter_03,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_03_46,False,,3,3,1.0,,sfx_scn_dogbark,,,,3,idle,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_47,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_47,False,,3,XS_30,2.0,,,,,,3,no,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_48,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_48,False,,XS_30,XS_300,0.6,,,,,,3,surprise,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_49,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_49,True,,XS_300,XS_300,1.0,,,,,,3,surprise,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_50,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_50,True,,1,1,1.0,,,,,,3,surprise,,anis,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_51,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_51,True,,1,2,1.0,,,,,,3,sorrow,,,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_52,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_52,True,,2,2,1.0,,,,,,3,sorrow,,,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_53,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_53,True,,2,2,1.0,,,,,,3,sorrow,,,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_54,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_54,True,,2,2,1.0,,,,,,3,sorrow,,,1,delight,,rapi,14,idle,,,16,idle,,,,
d_nikke_liter_03_55,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_55,False,,2,2,1.0,,,,,,3,sorrow,,,1,delight,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_56,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_56,True,,2,15,1.0,,,,,,3,sorrow,,,1,delight,,,14,idle,,,16,surprise,,,,
d_nikke_liter_03_57,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_57,True,,15,15,1.0,,,,,,3,sorrow,,,1,delight,,,14,idle,,,16,surprise,,,,
d_nikke_liter_03_58,d_nikke_liter_03,Choice,,,Locale_NikkeEpisode:d_nikke_liter_03_58,False,,15,15,1.0,,,d_nikke_liter_03_60,,,3,sorrow,,,1,delight,,,14,idle,,,16,surprise,,,,
d_nikke_liter_03_59,d_nikke_liter_03,Choice,,,Locale_NikkeEpisode:d_nikke_liter_03_59,False,,15,15,1.0,,,d_nikke_liter_03_60,,,3,sorrow,,,1,delight,,,14,idle,,,16,surprise,,,,
d_nikke_liter_03_60,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_60,False,,15,15,1.0,,,,,,3,sorrow,liter,,1,delight,anis,,14,idle,,,16,surprise,,,,
d_nikke_liter_03_61,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_61,False,NikkeRoom,black,black,1.0,,,,,,,,,,,,,,14,idle,rapi,,16,idle,,,,
d_nikke_liter_03_62,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_62,False,,3,XS_30,0.6,,,,,liter,3,surprise,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_63,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_63,False,,XS_30,XS_30,1.0,,sfx_scn_trip,,Low_2,,3,surprise,,,,,,,,,,,16,idle,,,,
d_nikke_liter_03_64,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_64,True,,XS_30,1,1.0,,,,,,3,surprise,,anis,1,worry,,,,,,,16,idle,,,,
d_nikke_liter_03_65,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_65,False,,1,10,0.6,,sfx_scn_heavytrip,,Low_2,,3,surprise,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_66,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_66,False,,10,10,1.0,,,,,,3,surprise,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_67,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_67,True,,10,XS_30,1.0,,,,,,3,delight,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_68,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_68,False,,XS_30,XS_300,0.6,,sfx_scn_steelhit,,Low_2,,3,delight,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_69,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_69,False,,XS_300,XS_300,1.0,,,,,,3,surprise,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_70,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_70,True,,XS_300,10,1.0,,,,,,3,surprise,,,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_71,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_71,False,,10,100,0.6,,,,Low_2,,3,surprise,,,1,delight,,,,,,,16,idle,,,,
d_nikke_liter_03_72,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_72,False,,100,100,1.0,,,,,,3,delight,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_73,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_73,True,,100,2,1.0,,,,,,3,delight,,,1,angry,,,,,,,16,idle,,,,
d_nikke_liter_03_74,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_74,False,,black,black,1.0,,sfx_scn_trip,,,,3,delight,,,1,angry,,rapi,14,idle,,,16,idle,,,,
d_nikke_liter_03_75,d_nikke_liter_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_03_75,False,,black,black,1.0,,sfx_scn_heavytrip,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_76,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_76,True,,15,15,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_77,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_77,True,,15,15,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_78,d_nikke_liter_03,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_03_78,False,,15,15,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_79,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_79,True,,15,15,1.0,,,,,,3,delight,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_80,d_nikke_liter_03,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_03_80,False,,15,15,1.0,none,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_81,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_81,True,,15,14,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_82,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_82,True,,14,2,0.7,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_83,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_83,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_84,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_84,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_85,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_85,True,,2,2,1.0,bgm_story_fairytalesend_if,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_86,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_86,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_87,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_87,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_88,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_88,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_89,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_89,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_90,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_90,True,,2,2,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_91,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_91,True,,2,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_92,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_92,True,,10,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_93,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_93,True,,10,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_94,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_94,True,,10,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_95,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_95,True,,10,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_96,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_96,True,,10,10,1.0,,,,,,3,no,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_97,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_97,True,,3,XS_30,1.0,,,,,,3,sorrow,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_98,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_98,True,,XS_30,XS_30,1.0,,,,,,3,sorrow,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_99,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_99,True,,XS_30,10,0.6,,,,,,3,sorrow,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_100,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_100,True,,10,10,1.0,,,,,,3,sorrow,,,1,angry,,,14,idle,,,16,idle,,,,
d_nikke_liter_03_101,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_101,True,,10,10,1.0,,,,,,3,sorrow,,,1,angry,,,15,idle,,,17,idle,,,,
d_nikke_liter_03_102,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_102,True,,10,10,1.0,,,,,,3,sorrow,,,1,angry,,,15,idle,,,17,idle,,,,
d_nikke_liter_03_103,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_103,True,,10,100,0.6,,,,,,3,sorrow,,,1,angry,,,15,idle,,,17,idle,,,,
d_nikke_liter_03_104,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_104,True,,100,100,1.0,,,,,,3,sorrow,,,1,angry,,,15,idle,,,17,idle,,,,
d_nikke_liter_03_105,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_105,True,,100,100,1.0,,,,,,3,sorrow,,,1,angry,,,15,idle,,,17,idle,,,,
d_nikke_liter_03_106,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_106,True,,150,150,1.0,,,,,,3,sorrow,,,1,angry,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_107,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_107,True,,S_170,S_170,1.0,,,,,,3,sorrow,,,1,angry,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_108,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_108,True,,100,1,1.0,,,,,,3,sorrow,,,1,angry,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_109,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_109,True,,1,2,1.0,,,,,,3,no,,,1,angry,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_110,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_110,True,,2,2,1.0,,,,,,3,no,,,1,pain,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_111,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_111,True,,2,2,1.0,,,,,,3,no,,,1,pain,,,15,angry,,,17,surprise,,,,
d_nikke_liter_03_112,d_nikke_liter_03,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_03_112,False,,2,12,1.0,,,,,,3,no,,,1,pain,,,15,angry,,,17,surprise,,centi,13,angry
d_nikke_liter_03_113,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_113,True,,12,12,1.0,,,,,,3,no,,,1,void,,,15,angry,,,17,surprise,,,13,angry
d_nikke_liter_03_114,d_nikke_liter_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_03_114,True,,12,12,1.0,,,,,,3,no,,,1,void,,,15,angry,,,17,surprise,,,13,angry
d_nikke_liter_03_115,d_nikke_liter_03,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_liter_03_115,False,,12,12,1.0,,,,Low_2,,3,no,,,1,void,,,15,angry,,,17,surprise,,,12,angry
d_nikke_liter_03_116,d_nikke_liter_03,Speech,centi,anis,Locale_NikkeEpisode:d_nikke_liter_03_116,False,,12,1,1.0,,,,,,3,no,,,1,sad,anis,,15,idle,,,17,surprise,,,12,angry
d_nikke_liter_03_117,d_nikke_liter_03,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_liter_03_117,False,,black,black,1.0,,sfx_scn_down,,Low_2,,3,no,,,,,,,15,idle,,,17,surprise,,,12,angry
d_nikke_liter_03_118,d_nikke_liter_03,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_liter_03_118,False,,black,black,1.0,,,,,,3,no,,,,,,,15,idle,,,17,surprise,,,12,angry
d_nikke_liter_03_119,d_nikke_liter_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_03_119,True,,16,16,1.0,,,,,,3,no,,,,,,,15,idle,,,17,idle,,,12,angry
d_nikke_liter_03_120,d_nikke_liter_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_03_120,True,,16,16,1.0,,,,,,3,no,,,,,,,15,think,,,17,idle,,,12,angry
d_nikke_liter_03_121,d_nikke_liter_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_03_121,False,,16,16,1.0,,,,,,3,no,,,,,,,15,think,rapi,,17,idle,neon,,12,angry
d_nikke_liter_03_122,d_nikke_liter_03,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_03_122,True,,2,2,1.0,,,,,,3,no,,,,,,,,,,,,,,,1,surprise
d_nikke_liter_03_123,d_nikke_liter_03,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_03_123,False,,2,2,1.0,,,,,,3,no,,,,,,,,,,,,,,,1,surprise
d_nikke_liter_03_124,d_nikke_liter_03,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_03_124,True,,2,2,1.0,,,,,,3,no,,,,,,,,,,,,,,,1,surprise
