id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id
d_nikke_marciana_01_54,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_54,True,,XS_130,XS_130,1.0,,,rei,rei,,,,,,,,,,,13,no,,,,,
d_nikke_marciana_01_55,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_55,True,,XS_130,XS_130,1.0,,,rei,rei,,,,ein,3,delight,zwei,5,idle,,13,cry,,,,,
d_nikke_marciana_01_56,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_56,True,,XS_130,2,1.0,,,rei,rei,,,,,3,delight,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_57,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_57,True,,2,2,1.0,,,rei,rei,,,,,3,delight,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_58,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_58,True,,2,2,1.0,,,rei,rei,,,,,3,delight,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_59,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_59,True,,2,2,1.0,,,rei,rei,,,,,3,delight,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_60,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_60,True,,2,4,1.0,,,ein,ein,,,,,3,surprise,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_61,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_61,True,,4,4,1.0,,,zwei,zwei,,,,,3,surprise,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_62,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_62,True,,4,4,1.0,,,ein,ein,,,,,3,idle,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_63,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_63,True,,4,4,1.0,,,ein,ein,,,,,3,idle,,5,idle,,1,cry,,,,,
d_nikke_marciana_01_64,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_64,True,,4,4,1.0,,,zwei,zwei,,,,,3,idle,,5,shy,,1,cry,,,,,
d_nikke_marciana_01_65,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_65,True,,4,2,1.0,,,ein,ein,,,,,3,shy,,5,shy,,1,cry,,,,,
d_nikke_marciana_01_66,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_66,True,,2,XS_10,1.0,,,rei,rei,,,,,3,shy,,5,shy,,1,cry,,,,,
d_nikke_marciana_01_67,d_nikke_marciana_01,Narration,Locale_NikkeEpisode:d_nikke_marciana_01_67,False,SchoolCorridor_n,black,black,1.0,,none,,,marciana,1,special,,3,shy,,5,shy,,1,cry,rei,,ein,zwei,
d_nikke_marciana_01_68,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_68,True,,10,10,1.0,,,marciana,marciana,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_69,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_69,True,,10,10,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_70,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_70,True,,10,10,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_71,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_71,False,,10,1,1.0,,,marciana,marciana,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_72,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_72,True,,1,1,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_73,d_nikke_marciana_01,Narration,Locale_NikkeEpisode:d_nikke_marciana_01_73,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,,,marciana
d_nikke_marciana_01_74,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_74,False,CommanderRoom_n,5,1,1.0,,bgm_story_backtonormal,,,,,,,,,,,,,,,,black,,,
d_nikke_marciana_01_75,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_75,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_76,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_76,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_77,d_nikke_marciana_01,Narration,Locale_NikkeEpisode:d_nikke_marciana_01_77,False,,1,10,1.0,sfx_scn_knock,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_78,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_78,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_79,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_79,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_80,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_80,True,,10,10,1.0,,,marciana,marciana,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_81,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_81,True,,10,10,1.0,,,marciana,marciana,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_82,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_82,True,,10,10,1.0,,,marciana,marciana,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_83,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_83,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_01_84,d_nikke_marciana_01,Narration,Locale_NikkeEpisode:d_nikke_marciana_01_84,False,,10,1,1.0,sfx_scn_autodooropen,,,,marciana,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_85,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_85,True,,1,1,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_86,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_86,True,,1,1,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_87,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_87,True,,1,1,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_88,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_88,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_89,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_89,True,,1,10,1.4,,,marciana,marciana,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_90,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_90,False,,10,10,1.0,,none,marciana,marciana,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_91,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_91,True,,10,10,1.0,,,marciana,marciana,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_92,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_92,True,,10,10,1.0,,bgm_story_herecomestrouble,marciana,marciana,,1,shy,,,,,,,,,,,,,,
d_nikke_marciana_01_93,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_93,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,,,,
d_nikke_marciana_01_94,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_94,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,,,,
d_nikke_marciana_01_95,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_95,True,,10,100,0.6,,,marciana,marciana,,1,shy,,,,,,,,,,,,,,
d_nikke_marciana_01_96,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_96,True,,100,100,1.0,,,marciana,marciana,,1,shy,,,,,,,,,,,,,,
d_nikke_marciana_01_97,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_97,True,,100,100,1.0,,,marciana,marciana,,1,shy_02,,,,,,,,,,,,,,
d_nikke_marciana_01_98,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_98,True,,100,100,1.0,,,marciana,marciana,,1,shy_02,,,,,,,,,,,,,,
d_nikke_marciana_01_99,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_99,True,,100,100,1.0,,,marciana,marciana,,1,shy_02,,,,,,,,,,,,,,
d_nikke_marciana_01_100,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_100,True,,100,100,1.0,,,marciana,marciana,,1,shy_02,,,,,,,,,,,,,,
d_nikke_marciana_01_101,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_101,False,,100,100,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_102,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_102,False,,100,100,1.0,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_103,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_103,True,,100,1,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_104,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_104,False,,1,1,1.0,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_105,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_105,True,,1,1,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_106,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_106,True,,1,1,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_107,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_107,True,,1,1,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_108,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_108,True,,1,1,1.0,,,marciana,marciana,,1,surprise,,,,,,,,,,,,,,
d_nikke_marciana_01_109,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_109,True,,1,1,1.0,,,marciana,marciana,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_110,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_110,True,,1,10,1.0,,,marciana,marciana,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_111,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_111,False,,10,10,1.0,,bgm_story_backtonormal,,,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_112,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_112,False,,10,10,1.0,,,,,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_113,d_nikke_marciana_01,Monologue,Locale_NikkeEpisode:d_nikke_marciana_01_113,False,,10,10,1.0,,,,,,1,special,,,,,,,,,,,,,,
d_nikke_marciana_01_114,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_114,False,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_115,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_115,False,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,
d_nikke_marciana_01_116,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_116,True,,10,10,1.0,,,marciana,marciana,,1,good,,,,,,,,,,,,,,
d_nikke_marciana_01_117,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_117,True,,10,10,1.0,,,marciana,marciana,,1,good,,,,,,,,,,,,,,
d_nikke_marciana_01_118,d_nikke_marciana_01,Self,Locale_NikkeEpisode:d_nikke_marciana_01_118,False,,10,10,1.0,,,,,,1,good,,,,,,,,,,,,,,
d_nikke_marciana_01_119,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_119,True,,10,10,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
d_nikke_marciana_01_120,d_nikke_marciana_01,Speech,Locale_NikkeEpisode:d_nikke_marciana_01_120,True,,10,100,1.0,,,marciana,marciana,,1,idle,,,,,,,,,,,,,,
