id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,set_filter_01,characters/0/hide_char_id
d_nikke_miranda_05_63,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_63,True,,1,shy,poli,3,delight,Hospital,2,2,1.0,bgm_story_backtonormal,,,
d_nikke_miranda_05_64,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_64,True,,1,shy,,3,delight,,2,2,1.0,,,,
d_nikke_miranda_05_65,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_65,True,,1,shy,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_66,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_66,True,,1,shy,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_67,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_67,True,,1,shy,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_68,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_68,True,,1,idle,,3,idle,,2,XS_30,0.5,,,,
d_nikke_miranda_05_69,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_69,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_70,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_70,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_71,d_nikke_miranda_05,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_05_71,False,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_72,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_72,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_73,d_nikke_miranda_05,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_05_73,False,,1,idle,,5,idle,,XS_30,S_10,2.0,,,,
d_nikke_miranda_05_74,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_74,True,,1,idle,,,,,S_10,S_10,1.0,,poli,,
d_nikke_miranda_05_75,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_75,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_76,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_76,False,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_77,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_77,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_78,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_78,False,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_79,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_79,True,,1,idle,,,,,S_10,S_100,2.0,,,,
d_nikke_miranda_05_80,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_80,True,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_81,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_81,False,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_82,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_82,False,,1,idle,,,,,S_100,S_10,0.5,none,,,
d_nikke_miranda_05_83,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_83,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_84,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_84,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_85,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_85,True,,1,idle,,,,,S_10,S_10,1.0,bgm_story_weare,,,
d_nikke_miranda_05_86,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_86,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_87,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_87,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_88,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_88,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_89,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_89,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_90,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_90,True,,1,shy,,,,,S_10,S_100,0.5,,,,
d_nikke_miranda_05_91,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_91,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_92,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_92,True,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_93,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_93,True,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_94,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_94,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_95,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_95,True,,1,idle,,,,,S_100,S_10,0.5,,,,
d_nikke_miranda_05_96,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_96,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_97,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_97,False,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_98,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_98,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_99,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_99,False,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_100,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_100,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_101,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_101,True,,1,shy,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_102,d_nikke_miranda_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_102,False,,1,shy,,,,,S_10,S_100,1.0,,,,
d_nikke_miranda_05_103,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_103,True,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_104,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_104,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_105,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_105,True,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_106,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_106,True,,1,idle,,,,,S_100,S_10,0.5,,,,
d_nikke_miranda_05_107,d_nikke_miranda_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_107,False,,1,idle,,,,,S_10,S_100,0.5,,,,
d_nikke_miranda_05_108,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_108,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_109,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_109,True,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_110,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_110,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_111,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_111,True,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_112,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_112,False,,1,shy,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_113,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_113,True,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_114,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_114,False,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_115,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_115,False,,1,think,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_116,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_116,True,,1,delight,,,,,S_100,S_10,2.0,,,,
d_nikke_miranda_05_117,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_117,True,,1,delight,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_118,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_118,True,,1,delight,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_119,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_119,False,,1,delight,,,,none,black,black,1.0,none,,,miranda
d_nikke_miranda_05_120,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_120,False,,,,,,,,black,black,1.0,,,,
d_nikke_miranda_05_121,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_121,False,,,,,,,CommanderRoom,13,1,2.0,bgm_story_orangepop,,,
d_nikke_miranda_05_122,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_122,False,,,,,,,,1,1,2.0,,,,
d_nikke_miranda_05_123,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_123,True,miranda,1,idle,,,,,1,S_10,1.0,,,,
d_nikke_miranda_05_124,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_124,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_125,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_125,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_126,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_126,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_127,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_127,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_128,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_128,True,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_129,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_129,True,,1,idle,,,,,S_10,S_10,0.5,,,,
d_nikke_miranda_05_130,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_130,False,,1,idle,,,,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_131,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_131,False,,1,idle,,,,,S_10,S_100,1.0,,,,
d_nikke_miranda_05_132,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_132,True,,1,idle,,,,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_133,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_133,False,,1,idle,,,,,black,black,1.0,,,,
d_nikke_miranda_05_134,d_nikke_miranda_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_134,False,,1,idle,,,,none,black,black,1.0,,,,
