id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,play_sound,conversation_id
d_nikke_yulha_05_17,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_17,True,,13,idle,,15,idle,,S_1500,S_150,2.0,,,1,idle,,,,
d_nikke_yulha_05_18,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_18,True,,13,surprise,,15,idle,,S_150,14,1.0,,,1,idle,,,,
d_nikke_yulha_05_19,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_19,True,,13,surprise,,15,idle,,14,14,1.0,,,1,idle,,,,
d_nikke_yulha_05_20,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_20,True,,13,surprise,,15,idle,,14,12,1.0,,,1,idle,,,,
d_nikke_yulha_05_21,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_21,True,,13,idle,,15,idle,,12,12,1.0,,,1,idle,,,,
d_nikke_yulha_05_22,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_22,True,,13,idle,,15,idle,,12,L_10,2.0,,,1,shy,,,,
d_nikke_yulha_05_23,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_23,False,,13,idle,,15,idle,,L_10,L_10,1.0,,,1,shy,,,,
d_nikke_yulha_05_24,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_24,True,,13,idle,,15,idle,,L_10,L_10,1.0,,,1,shy,,,,
d_nikke_yulha_05_25,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_25,False,,13,idle,,15,idle,,S_150,S_150,2.0,,,1,shy,,,,
d_nikke_yulha_05_26,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_26,False,,13,idle,,15,idle,,S_150,XS_130,2.0,,,1,shy,,,,
d_nikke_yulha_05_27,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_27,True,,13,idle,,15,idle,,XS_130,L_10,0.5,,,1,angry,,,,
d_nikke_yulha_05_28,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_28,True,,13,idle,,15,sad,,14,14,2.0,,,1,angry,,,,
d_nikke_yulha_05_29,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_29,True,,13,idle,,15,sad,,14,14,1.0,,,1,idle,,,,
d_nikke_yulha_05_30,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_30,True,,13,worry,,15,sad,,14,14,1.0,,,1,idle,,,,
d_nikke_yulha_05_31,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_31,True,,13,worry,,15,sad,,14,XS_130,1.0,,,1,idle,,,,
d_nikke_yulha_05_32,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_32,False,,13,worry,,15,sad,,XS_130,XS_130,1.0,,,1,idle,,,,
d_nikke_yulha_05_33,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_33,True,,13,worry,,15,sad,,XS_130,XS_1300,0.5,,,1,idle,,,,
d_nikke_yulha_05_34,d_nikke_yulha_05,Self,admi,,Locale_NikkeEpisode:d_nikke_yulha_05_34,False,,13,worry,,15,sad,,XS_1300,XS_1300,1.0,,,1,idle,,,,
d_nikke_yulha_05_35,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_35,True,,13,delight,,15,sad,,XS_1300,XS_130,2.0,,,1,idle,,,,
d_nikke_yulha_05_36,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_36,True,,13,delight,,15,delight,,XS_130,14,1.0,,,1,idle,,,,
d_nikke_yulha_05_37,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_37,True,,13,idle,,15,delight,,14,12,1.0,,,1,angry,,,,
d_nikke_yulha_05_38,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_38,True,,13,idle,,15,angry,,12,14,1.0,,,1,angry,,,,
d_nikke_yulha_05_39,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_39,True,,13,idle,,15,idle,,14,S_150,2.0,,,1,idle,,,,
d_nikke_yulha_05_40,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_40,True,,13,idle,,15,idle,,S_150,S_150,1.0,,,1,idle,,,,
d_nikke_yulha_05_41,d_nikke_yulha_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_yulha_05_41,False,,13,idle,,15,idle,,S_150,S_150,1.0,,,1,idle,,,,
d_nikke_yulha_05_42,d_nikke_yulha_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yulha_05_42,True,,13,idle,,15,shy,,S_150,S_150,1.0,,,1,idle,,,,
d_nikke_yulha_05_43,d_nikke_yulha_05,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_yulha_05_43,False,,13,idle,,15,shy,,S_150,XS_130,1.0,,,1,idle,privaty,,,
d_nikke_yulha_05_44,d_nikke_yulha_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_yulha_05_44,True,,13,delight,,,,,XS_130,XS_130,1.0,,,1,idle,,,,
d_nikke_yulha_05_45,d_nikke_yulha_05,Monologue,admi,,Locale_NikkeEpisode:d_nikke_yulha_05_45,False,,13,delight,,,,,XS_130,1,2.0,,,1,idle,,admi,,
d_nikke_yulha_05_46,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_46,True,,,,,,,,1,1,1.0,,,1,sad,,,,
d_nikke_yulha_05_47,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_47,True,,,,,,,,1,1,1.0,,,1,sad,,,,
d_nikke_yulha_05_48,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_48,False,,,,,,,,1,1,1.0,,,1,sad,,,,
d_nikke_yulha_05_49,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_49,True,,,,,,,,1,L_10,0.5,,,1,angry,,,,
d_nikke_yulha_05_50,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_50,False,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_51,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_51,True,,,,,,,,L_10,L_10,1.0,none,,1,idle,,,,
d_nikke_yulha_05_52,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_52,False,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_53,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_53,True,,,,,,,,L_10,L_10,1.0,bgm_story_impression,,1,sad,,,,
d_nikke_yulha_05_54,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_54,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_55,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_55,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_56,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_56,False,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_57,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_57,True,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_58,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_58,True,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_59,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_59,True,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_60,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_60,False,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_61,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_61,True,,,,,,,,L_10,L_10,1.0,,,1,sad,,,,
d_nikke_yulha_05_62,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_62,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_63,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_63,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_64,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_64,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_65,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_65,True,,,,,,,,L_10,L_100,1.0,,,1,idle,,,,
d_nikke_yulha_05_66,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_66,True,,,,,,,,L_100,L_100,1.0,,,1,idle,,,,
d_nikke_yulha_05_67,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_67,True,,,,,,,,L_100,L_100,1.0,,,1,idle,,,,
d_nikke_yulha_05_68,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_68,True,,,,,,,,L_100,L_100,1.0,,,1,idle,,,,
d_nikke_yulha_05_69,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_69,False,,,,,,,,L_100,L_100,1.0,,,1,idle,,,,
d_nikke_yulha_05_70,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_70,True,,,,,,,,L_100,L_100,1.0,,,1,angry,,,,
d_nikke_yulha_05_71,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_71,True,,,,,,,,L_100,L_10,2.0,,,1,sad,,,,
d_nikke_yulha_05_72,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_72,False,,,,,,,,L_10,L_10,1.0,,,1,sad,,,,
d_nikke_yulha_05_73,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_73,False,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_74,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_74,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_75,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_75,False,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_76,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_76,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_77,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_77,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,,
d_nikke_yulha_05_78,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_78,False,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_79,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_79,False,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_80,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_80,True,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_81,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_81,False,,,,,,,,L_10,L_10,1.0,,,1,angry,,,,
d_nikke_yulha_05_82,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_82,True,,,,,,,,L_10,L_100,0.5,,,1,angry,,,,
d_nikke_yulha_05_83,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_83,False,,,,,,,,L_100,L_100,1.0,,,1,angry,,,,
d_nikke_yulha_05_84,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_84,True,,,,,,,,L_100,L_10,0.5,,,1,shy,,,,
d_nikke_yulha_05_85,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_85,True,,,,,,,,L_10,L_10,1.0,,,1,shy,,,,
d_nikke_yulha_05_86,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_86,True,,,,,,,,L_10,L_10,1.0,,,1,shy,,,,
d_nikke_yulha_05_87,d_nikke_yulha_05,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_87,False,,,,,,,,L_10,1,2.0,none,,17,shy,,,,
d_nikke_yulha_05_88,d_nikke_yulha_05,Self,,,Locale_NikkeEpisode:d_nikke_yulha_05_88,False,,,,,,,,1,1,1.0,,,17,idle,,,,
d_nikke_yulha_05_89,d_nikke_yulha_05,Narration,,,Locale_NikkeEpisode:d_nikke_yulha_05_89,False,,,,,,,,1,1,1.0,,,17,idle,,,sfx_scn_phonevibration,
d_nikke_yulha_05_90,d_nikke_yulha_05,Self,,,Locale_NikkeEpisode:d_nikke_yulha_05_90,False,,,,,,,,1,1,1.0,,,17,idle,,,,m_nikke_yulha_05
d_nikke_yulha_05_91,d_nikke_yulha_05,Monologue,,,Locale_NikkeEpisode:d_nikke_yulha_05_91,False,,,,,,,,1,17,2.0,,,17,idle,,,,
d_nikke_yulha_05_92,d_nikke_yulha_05,Monologue,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_92,False,,,,,,,,17,L_170,1.0,,,17,idle,,,,
d_nikke_yulha_05_93,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_93,True,,,,,,,,L_170,L_170,1.0,bgm_story_epicjazzymoods,,17,angry,,,,
d_nikke_yulha_05_94,d_nikke_yulha_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_94,False,,,,,,,,L_170,L_170,1.0,,,17,angry,,,,
d_nikke_yulha_05_95,d_nikke_yulha_05,Narration,yulha,,Locale_NikkeEpisode:d_nikke_yulha_05_95,False,,,,,,,,black,black,1.0,,,17,idle,,,,
d_nikke_yulha_05_96,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_96,True,,,,,,,,L_170,L_1700,1.0,,,17,idle,,,,
d_nikke_yulha_05_97,d_nikke_yulha_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_yulha_05_97,True,,,,,,,,L_1700,L_1700,1.0,,,17,idle,,,,
