id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_02,play_sound,set_filter_01
d_nikke_emma_tactical_02_25,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_25,True,,10,100,1.0,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_26,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_26,True,,100,100,1.0,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_27,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_27,True,,100,100,1.0,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_28,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_28,True,,100,100,1.0,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_29,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_29,True,,100,100,1.0,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_30,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_30,True,,100,10,1.5,,emma_t,,,1,shy,,,
d_nikke_emma_tactical_02_31,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_31,False,,10,10,1.0,,,,,1,shy,,,
d_nikke_emma_tactical_02_32,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_32,False,,10,10,1.0,,,,,1,shy,,,
d_nikke_emma_tactical_02_33,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_33,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_34,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_34,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_35,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_35,False,,10,10,1.0,,,,,1,idle,,,
d_nikke_emma_tactical_02_36,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_36,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_37,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_37,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_38,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_38,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_39,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_39,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_40,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_40,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_41,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_41,False,,10,10,1.0,,,,,1,idle,,,
d_nikke_emma_tactical_02_42,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_42,True,,10,100,1.2,,emma_t,,,1,surprise,,,
d_nikke_emma_tactical_02_43,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_43,False,,100,100,1.0,,,,,1,surprise,,,
d_nikke_emma_tactical_02_44,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_44,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_45,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_45,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_46,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_46,True,,100,10,1.2,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_47,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_47,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_48,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_48,False,,10,10,1.0,,,,,1,idle,,,
d_nikke_emma_tactical_02_49,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_49,False,,10,10,1.0,,,,,1,idle,,,
d_nikke_emma_tactical_02_50,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_50,True,,10,10,1.0,,emma_t,,,1,surprise,,,
d_nikke_emma_tactical_02_51,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_51,True,,10,10,1.0,,emma_t,,,1,surprise,,,
d_nikke_emma_tactical_02_52,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_52,False,,10,100,1.5,,,,,1,surprise,,,
d_nikke_emma_tactical_02_53,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_53,True,,100,100,1.0,,emma_t,,,1,worry,,,
d_nikke_emma_tactical_02_54,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_54,True,,100,100,1.0,,emma_t,,,1,worry,,,
d_nikke_emma_tactical_02_55,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_55,True,,100,100,1.0,,emma_t,,,1,worry,,,
d_nikke_emma_tactical_02_56,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_56,False,,100,100,1.0,,,,,1,worry,,,
d_nikke_emma_tactical_02_57,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_57,False,,100,100,1.0,,,,,1,worry,Vignetting,,
d_nikke_emma_tactical_02_58,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_58,True,,100,100,1.0,,emma_t,,,1,worry,Vignetting,,
d_nikke_emma_tactical_02_59,d_nikke_emma_tactical_02,Narration,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_59,False,,100,100,1.0,,,,,1,worry,Vignetting,sfx_scn_clothweak,Blur_Low
d_nikke_emma_tactical_02_60,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_60,True,,100,100,1.0,,emma_t,,,1,surprise,Vignetting,,Blur_Low
d_nikke_emma_tactical_02_61,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_61,True,,100,100,1.0,,emma_t,,,1,surprise,Vignetting,,Blur_Low
d_nikke_emma_tactical_02_62,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_62,False,,100,100,1.0,,,,,1,surprise,Vignetting,,Blur_Middle
d_nikke_emma_tactical_02_63,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_63,True,,100,100,1.0,,emma_t,,,1,special,Vignetting,,Blur_Middle
d_nikke_emma_tactical_02_64,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_64,True,,100,100,1.0,,emma_t,,,1,special,Vignetting,,Blur_Middle
d_nikke_emma_tactical_02_65,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_65,False,,black,black,1.5,,,,,1,special,,,
d_nikke_emma_tactical_02_66,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_66,True,,black,black,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_67,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_67,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_68,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_68,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_69,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_69,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_70,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_70,False,,100,100,1.0,,,,,1,idle,,sfx_scn_handtouch,
d_nikke_emma_tactical_02_71,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_71,True,,100,100,1.0,,emma_t,,,1,delight,,,
d_nikke_emma_tactical_02_72,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_72,True,,100,100,1.0,,emma_t,,,1,delight,,,
d_nikke_emma_tactical_02_73,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_73,True,,100,100,1.0,,emma_t,,,1,delight,,,
d_nikke_emma_tactical_02_74,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_74,False,,100,100,1.0,,,,,1,delight,,,
d_nikke_emma_tactical_02_75,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_75,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_76,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_76,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_77,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_77,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_78,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_78,True,,100,100,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_79,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_79,False,,black,black,1.0,,,,,1,idle,,,
