id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_02_01_02_28,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_28,True,,10,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_29,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_29,True,,10,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_30,d_nikke_ce_02_01_02,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_02_30,False,,10,50,2.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_31,d_nikke_ce_02_01_02,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_02_31,False,,50,50,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_32,d_nikke_ce_02_01_02,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_02_32,False,,50,50,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_33,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_33,True,,50,113,2.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_34,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_34,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_35,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_35,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_36,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_36,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_37,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_37,,,113,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_38,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_38,True,,130,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_39,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_39,True,,130,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_40,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_40,,,130,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_41,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_41,True,,130,1300,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_42,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_42,True,,1300,1300,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_43,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_43,True,,1300,113,2.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_44,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_44,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_45,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_45,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_46,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_46,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_47,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_47,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_48,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_48,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_49,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_49,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_50,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_50,True,,113,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_51,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_51,True,,10,10,1.0,,,,1,idle,,13,idle
