id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/0/hide_char_id,set_filter_01,jump_target,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,fade
d_nikke_eunhwa_04_11,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_11,False,ArkRuinIndoor,4,4,1.0,,eunhwa,,,5,idle,,3,idle,,1,idle,,OP_leftup,idle,,OP_rightup,idle,,eunhwa,4,idle,blueowl,whiteowl,yellowowl,eunhwa_op,ingrid_op_r,,,,,,,,,
d_nikke_eunhwa_04_12,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_12,True,,4,40,1.5,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,4,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_13,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_13,True,,40,40,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,4,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_14,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_14,True,,40,40,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,4,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_15,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_15,False,,black,black,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,eunhwa,,,,,,,,
d_nikke_eunhwa_04_16,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_16,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,eunhwa,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_17,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_17,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_18,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_18,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_19,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_19,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,
d_nikke_eunhwa_04_20,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_20,False,,black,black,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_21,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_21,False,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_22,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_22,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_23,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_23,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_24,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_24,False,,black,black,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_25,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_25,True,,1,1,1.0,none,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_26,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_26,True,,1,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_27,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_27,True,Factory,10,10,1.0,bgm_story_fairytalesend_if,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,eunhwa,Grey,,,,,,,
d_nikke_eunhwa_04_28,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_28,True,,10,100,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,,,,,,,
d_nikke_eunhwa_04_29,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_29,False,,100,100,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,d_nikke_eunhwa_04_32,,,,,,
d_nikke_eunhwa_04_30,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_30,False,,100,100,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,d_nikke_eunhwa_04_31,,,,,,
d_nikke_eunhwa_04_31,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_31,True,,100,100,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_32,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_32,True,ArkRuinIndoor,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,eunhwa,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_33,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_33,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_34,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_34,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_35,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_35,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_36,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_36,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_37,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_37,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_38,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_38,True,,1,1,1.0,none,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_39,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_39,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,mbg001_skill6,,1,surprise,,,,,,,,,Low_2,,,,,
d_nikke_eunhwa_04_40,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_40,False,,1,1,1.0,bgm_emergency,eunhwa,owls,,,,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_41,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_41,True,,1,1,1.0,,grayowl_op,grayowl,grayowl_op,OP_leftup,idle,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_42,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_42,True,,1,1,1.0,,grayowl_op,grayowl,,OP_leftup,idle,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_43,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_43,True,,1,1,1.0,,blueowl_op,blueowl,,OP_leftup,idle,blueowl_op,OP_leftup,idle,,,,,,,,,,,,1,surprise,grayowl_op,,,,,,,,,,,,,
d_nikke_eunhwa_04_44,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_44,False,,1,1,1.0,,blueowl_op,,,,,,OP_leftup,idle,,,,,,,,,,sfx_scn_rapturebeam,,1,angry,,,,,,,,,Low_2,,,,,
d_nikke_eunhwa_04_45,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_45,True,,1,1,1.0,,purpleowl_op,purpleowl,,,,,OP_leftup,idle,purpleowl_op,OP_leftup,idle,,,,,,,sfx_scn_dead,,1,angry,,blueowl_op,,,,,,,Low_2,,,,,
d_nikke_eunhwa_04_46,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_46,True,,1,1,1.0,,redowl_op,redowl,,,,,,,,OP_leftup,idle,redowl_op,OP_leftup,idle,,,,,,1,angry,,,purpleowl_op,,,,,,,,,,,
d_nikke_eunhwa_04_47,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_47,True,,1,1,1.0,,redowl_op,redowl,,,,,,,,,,,OP_leftup,idle,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_48,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_48,True,,1,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,OP_leftup,idle,,,,,,1,angry,,,,redowl_op,,,,,,,,,,
d_nikke_eunhwa_04_49,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_49,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_50,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_50,False,,10,10,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_51,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_51,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_52,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_52,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_53,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_53,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_54,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_54,False,,10,10,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_55,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_55,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_56,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_56,False,,10,10,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_57,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_57,False,,10,10,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_58,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_58,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_59,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_59,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_60,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_60,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_61,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_61,True,Factory,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,eunhwa,,,,,,,,
d_nikke_eunhwa_04_62,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_62,True,,10,5,2.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_63,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_63,True,,5,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_64,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_64,True,ArkRuinIndoor,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,eunhwa,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_65,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_65,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_66,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_66,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_67,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_67,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_68,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_68,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,surprise,,,,,,,,,,,,,,
d_nikke_eunhwa_04_69,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_69,False,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_70,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_70,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_71,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_71,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_72,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_72,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_73,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_73,True,,1,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,
d_nikke_eunhwa_04_74,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_74,False,,black,black,1.0,none,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_75,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_75,True,,1,1,1.0,bgm_spot_counterattack,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_76,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_76,True,,1,1,1.0,,yellowowl_op,yellowowl,yellowowl_op,OP_leftup,idle,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_77,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_77,True,,1,1,1.0,,eunhwa,eunhwa,,OP_leftup,idle,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_78,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_78,True,,1,1,1.0,,eunhwa,eunhwa,,OP_leftup,idle,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_79,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_79,True,,1,1,1.0,,eunhwa,eunhwa,,OP_leftup,idle,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_80,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_80,True,,1,1,1.0,,yellowowl_op,owls,,OP_leftup,idle,,,,,,,,,,,,,,,1,angry,,,,,,,,,,,,,,
d_nikke_eunhwa_04_81,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_81,True,,1,1,1.0,,eunhwa,eunhwa,,OP_leftup,idle,,,,,,,,,,,,,,,1,idle,yellowowl_op,,,,,,,,,,,,,
d_nikke_eunhwa_04_82,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_82,False,Factory,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,eunhwa,,,,,,,,
d_nikke_eunhwa_04_83,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_83,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_nikke_eunhwa_04_85,,,,,,
d_nikke_eunhwa_04_84,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_84,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_nikke_eunhwa_04_85,,,,,,
d_nikke_eunhwa_04_85,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_85,False,,1,70,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_86,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_86,False,,70,70,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_87,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_87,True,,70,70,1.0,,eunhwa_op,eunhwa,,,,,,,,,,,,,,,,,eunhwa_op,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_88,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_88,True,,70,7,1.0,,eunhwa_op,eunhwa,,,,,,,,,,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_89,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_89,True,,7,130,0.5,,eunhwa_op,eunhwa,,,,redowl,13,idle,yellowowl,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_90,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_90,True,,130,10,0.5,,eunhwa_op,eunhwa,,,,,13,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_91,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_91,True,,10,12,0.5,,eunhwa_op,eunhwa,,,,,13,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_92,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_92,True,,12,12,1.0,,,owls,,,,,19,idle,,7,idle,,,,,,,,,OP_leftup,idle,,,,,,eunhwa_op,,,,,,,,
d_nikke_eunhwa_04_93,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_93,False,,black,black,1.0,,,,,,,,13,idle,,1,idle,,,,,,,sfx_scn_gunfire,,,,,redowl,yellowowl,,,,,,Low_1,,,,,
d_nikke_eunhwa_04_94,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_94,False,,6017,6002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low_1,,,,,
d_nikke_eunhwa_04_95,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_95,False,ArkRuinIndoor,black,black,1.0,,,,,,,,,,,,,,,,,,,mbg001_skill6,eunhwa,1,idle,,,,,,,,,Middle,,,,,
d_nikke_eunhwa_04_96,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_96,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_97,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_97,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_98,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_98,False,Factory,1,1,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,eunhwa,,,,,,,,
d_nikke_eunhwa_04_99,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_99,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_nikke_eunhwa_04_104,,,,,,
d_nikke_eunhwa_04_100,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_100,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_nikke_eunhwa_04_101,,,,,,
d_nikke_eunhwa_04_101,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_101,True,,1,90,1.0,,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
