id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce006_02_05_38,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_38,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_05_39,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_39,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_05_40,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_40,True,,120,1,1.3,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_41,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_41,True,,1,1,1.0,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_42,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_42,True,,1,1,1.0,,,com,,2,idle,,12,idle
d_nikke_ce006_02_05_43,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_43,False,,1,1,1.0,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_44,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_44,True,,1,1,1.0,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_45,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_45,True,,1,1,1.0,,,com,,2,idle,,12,idle
d_nikke_ce006_02_05_46,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_46,True,,1,1,1.0,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_47,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_47,True,,1,1,1.0,,,com,,2,idle,,12,idle
d_nikke_ce006_02_05_48,d_nikke_ce006_02_05,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_05_48,True,,1,1,1.0,,,com,,2,idle,,12,idle
d_nikke_ce006_02_05_49,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_49,True,,1,20,1.3,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_50,d_nikke_ce006_02_05,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_50,True,,20,20,1.0,,,ce006_02,,2,idle,,12,idle
d_nikke_ce006_02_05_51,d_nikke_ce006_02_05,Narration,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_51,False,,black,black,1.0,,,,,2,idle,,12,idle
d_nikke_ce006_02_05_52,d_nikke_ce006_02_05,Narration,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_05_52,False,,black,black,1.0,,,,,2,idle,,12,idle
