id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/0/hide_char_id,play_sound
d_nikke_moran_05_11,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_11,False,,1,think,,3,idle,,13,idle,,13,13,1.0,,,,,,
d_nikke_moran_05_12,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_12,False,,1,think,,3,idle,,13,idle,,13,130,1.0,,,,,,
d_nikke_moran_05_13,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_13,False,,1,think,,3,idle,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_14,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_14,False,,1,think,,3,idle,,13,idle,,10,10,1.0,,,,,,
d_nikke_moran_05_15,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_15,False,,1,think,,3,idle,,13,idle,,10,10,1.0,,,,,,
d_nikke_moran_05_16,d_nikke_moran_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_moran_05_16,False,,1,think,,3,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,
d_nikke_moran_05_17,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_17,False,,1,think,,3,idle,,13,idle,,black,black,1.0,,,,,,
d_nikke_moran_05_18,d_nikke_moran_05,Narration,,,Locale_NikkeEpisode:d_nikke_moran_05_18,False,,1,think,,3,idle,,13,idle,,black,black,1.0,,poli,,,,
d_nikke_moran_05_19,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_19,False,,1,think,,,idle,,13,idle,,black,black,1.0,none,,,,,
d_nikke_moran_05_20,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_20,True,,1,think,,,,,13,idle,,113,113,1.0,,,,,,
d_nikke_moran_05_21,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_21,True,,1,think,,,,,13,idle,,113,113,1.0,,,,,,
d_nikke_moran_05_22,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_22,False,,1,think,,,,,13,idle,,113,113,1.0,,,,,,
d_nikke_moran_05_23,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_23,True,,1,think,,,,,13,idle,,113,130,1.0,bgm_story_weare,,,,,
d_nikke_moran_05_24,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_24,True,,1,think,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_25,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_25,True,,1,think,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_26,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_26,True,,1,think,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_27,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_27,True,,1,think,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_28,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_28,True,,1,think,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_moran_05_29,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_29,True,,1,think,,,,,13,idle,,130,113,1.0,,,,,,
d_nikke_moran_05_30,d_nikke_moran_05,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_05_30,True,,1,think,,,,,13,idle,,113,113,1.0,,,,,,
d_nikke_moran_05_31,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_31,False,,1,think,,,,,13,idle,City_d,black,black,1.0,,,sickwoman,black,,
d_nikke_moran_05_32,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_32,False,,1,think,,,,,,,,1,1,1.0,,,,,,
d_nikke_moran_05_33,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_33,False,,1,think,,,,,,,,1,1,1.0,,,,,,
d_nikke_moran_05_34,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_34,False,,1,think,,,,,,,,1,1,1.0,,,,,,
d_nikke_moran_05_35,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_35,True,,1,think,,,,,,,,1,10,1.0,,,,,,
d_nikke_moran_05_36,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_36,False,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_37,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_37,True,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_38,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_38,True,,1,think,,,,,,,,10,10,1.0,none,,,,,
d_nikke_moran_05_39,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_39,False,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_40,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_40,True,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_41,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_41,False,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_42,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_42,False,,1,think,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_43,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_43,True,,1,think,jin,13,idle,,,,,10,113,1.0,bgm_story_breakaway,,,,,
d_nikke_moran_05_44,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_44,False,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_45,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_45,False,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_46,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_46,True,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_47,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_47,True,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_48,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_48,True,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_49,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_49,True,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_50,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_50,True,,1,think,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_51,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_51,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_52,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_52,True,,1,worry,,13,idle,,,,,113,L_130,1.0,,,,,,
d_nikke_moran_05_53,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_53,True,,1,worry,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_54,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_54,False,,1,worry,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_55,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_55,True,,1,worry,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_56,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_56,True,,1,worry,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_57,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_57,True,,1,worry,,13,idle,,,,,L_130,113,1.0,,,,,,
d_nikke_moran_05_58,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_58,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_59,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_59,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_60,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_60,False,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_61,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_61,True,,1,think,,13,idle,,,,,113,1,1.0,,,,,,
d_nikke_moran_05_62,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_62,False,,1,no,,13,idle,,,,,1,1,1.0,,,,,,
d_nikke_moran_05_63,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_63,True,,1,no,,13,idle,,,,,1,10,1.0,,,,,,
d_nikke_moran_05_64,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_64,True,,1,no,,13,idle,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_65,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_65,True,,1,no,,13,idle,,,,,10,L_130,1.0,,,,,,
d_nikke_moran_05_66,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_66,True,,1,no,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_67,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_67,True,,1,no,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_68,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_68,True,,1,worry,,13,idle,,,,,L_130,113,1.0,,,,,,
d_nikke_moran_05_69,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_69,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_70,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_70,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_71,d_nikke_moran_05,Narration,,,Locale_NikkeEpisode:d_nikke_moran_05_71,False,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_72,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_72,False,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_73,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_73,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_74,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_74,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_75,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_75,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_76,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_76,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_77,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_77,True,,1,worry,,13,idle,,,,,113,113,1.0,,,,,,
d_nikke_moran_05_78,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_78,False,,1,worry,,13,idle,,,,,black,black,1.0,,,,,moran,
d_nikke_moran_05_79,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_79,True,,,,,13,idle,,,,,13,L_130,1.0,,,,,,
d_nikke_moran_05_80,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_80,True,,,,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_81,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_81,True,,,,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_82,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_82,True,,,,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_83,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_83,True,,,,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_84,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_84,False,,,,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_nikke_moran_05_85,d_nikke_moran_05,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_05_85,True,,,,,13,idle,,,,,L_130,13,1.0,,,,,,
d_nikke_moran_05_86,d_nikke_moran_05,Narration,,,Locale_NikkeEpisode:d_nikke_moran_05_86,False,,,,,13,idle,,,,CommanderRoom,black,black,1.0,none,jin,,black,,
d_nikke_moran_05_87,d_nikke_moran_05,Narration,,,Locale_NikkeEpisode:d_nikke_moran_05_87,False,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_knock
d_nikke_moran_05_88,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_88,False,,,,,,,,,,,1,1,1.0,,,,,,
d_nikke_moran_05_89,d_nikke_moran_05,Narration,,,Locale_NikkeEpisode:d_nikke_moran_05_89,False,,,,,,,,,,,1,1,1.0,,,,,,sfx_scn_autodooropen
d_nikke_moran_05_90,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_90,True,moran,1,idle,,,,,,,,1,10,1.0,bgm_story_breakaway,,,,,
d_nikke_moran_05_91,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_91,False,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_92,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_92,False,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_93,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_93,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_94,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_94,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_95,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_95,False,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_96,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_96,True,,1,delight,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_97,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_97,True,,1,delight,,,,,,,,10,100,1.0,,,,,,
d_nikke_moran_05_98,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_98,False,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_99,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_99,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_100,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_100,False,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_101,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_101,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_102,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_102,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_103,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_103,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_104,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_104,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_105,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_105,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_106,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_106,False,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_107,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_107,False,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_108,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_108,True,,1,idle,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_109,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_109,True,,1,idle,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_110,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_110,True,,1,idle,,,,,,,,100,10,1.0,,,,,,
d_nikke_moran_05_111,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_111,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_112,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_112,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_113,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_113,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_114,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_114,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_115,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_115,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_116,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_116,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_117,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_117,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_118,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_118,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_119,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_119,False,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_120,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_120,True,,1,delight,,,,,,,,10,100,1.0,,,,,,
d_nikke_moran_05_121,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_121,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_122,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_122,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_123,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_123,True,,1,delight,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_124,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_124,False,,1,idle,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_125,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_125,False,,1,idle,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_126,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_126,False,,1,idle,,,,,,,,100,100,1.0,,,,,,
d_nikke_moran_05_127,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_127,True,,1,idle,,,,,,,,100,10,1.0,,,,,,
d_nikke_moran_05_128,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_128,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_129,d_nikke_moran_05,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_05_129,True,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_130,d_nikke_moran_05,Self,,,Locale_NikkeEpisode:d_nikke_moran_05_130,False,,1,idle,,,,,,,,10,10,1.0,,,,,,
d_nikke_moran_05_131,d_nikke_moran_05,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_05_131,False,,1,idle,,,,,,,,black,black,1.0,,,,,,
