id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id,fade,jump_target
d_nikke_soda_01_26,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_26,True,,12,S_100,0.5,,,soda,soda,,1,shy,,,13,idle,,,,
d_nikke_soda_01_27,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_27,True,,S_100,12,1.0,,,soda,soda,,1,shy,,,13,idle,,,,
d_nikke_soda_01_28,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_28,True,,12,12,1.0,,,calmguest,calmguest,,1,shy,,,13,idle,,,,
d_nikke_soda_01_29,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_29,False,,5,5,1.0,sfx_scn_heavytrip,,,,,1,shy,,,13,idle,Low_2,,,
d_nikke_soda_01_30,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_30,True,,S_100,S_100,1.0,,,soda,soda,,1,shy,,,13,idle,,,,
d_nikke_soda_01_31,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_31,False,,130,130,1.0,,,calmguest,calmguest,,1,shy,,,13,idle,,,,
d_nikke_soda_01_32,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_32,False,,130,130,1.0,,,,,,1,shy,,,13,idle,,,,
d_nikke_soda_01_33,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_33,False,,black,black,1.0,,,,,,1,shy,,,13,idle,,calmguest,,
d_nikke_soda_01_34,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_34,False,,7,7,1.0,sfx_scn_bottlebreak,,,,,1,shy,,,,,,,,
d_nikke_soda_01_35,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_35,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_36,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_36,True,,S_10,2,1.0,,,ade,ade,,1,shy,,ade,3,idle,,,,
d_nikke_soda_01_37,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_37,True,,2,2,1.0,,,ade,ade,,1,shy,,,3,idle,,,,
d_nikke_soda_01_38,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_38,False,,black,black,1.0,,,,,,1,shy,,,3,idle,,ade,,
d_nikke_soda_01_39,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_39,False,,7,7,1.0,sfx_scn_cakethrow,,,,,1,shy,,,,,,,,
d_nikke_soda_01_40,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_40,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,regularguest,13,idle,,,,
d_nikke_soda_01_41,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_41,True,,S_10,12,1.0,,,regularguest,regularguest,,1,shy,,,13,idle,,,,
d_nikke_soda_01_42,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_42,True,,12,12,1.0,,,regularguest,regularguest,,1,shy,,,13,idle,,,,
d_nikke_soda_01_43,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_43,False,,black,black,1.0,,,,,,1,shy,,,13,idle,,regularguest,,
d_nikke_soda_01_44,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_44,False,,7,7,1.0,sfx_scn_glassbreak,,,,,1,shy,,,,,,,,
d_nikke_soda_01_45,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_45,True,,S_10,S_10,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_46,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_46,False,,S_10,S_10,1.0,,,,,,1,sad,,,,,,,,
d_nikke_soda_01_47,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_47,False,,7,7,1.0,,,,,,1,sad,,,,,,,,
d_nikke_soda_01_48,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_48,False,,7,7,1.0,,,,,,1,sad,,,,,,,,
d_nikke_soda_01_49,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_49,False,,black,black,1.0,,,,,,1,sad,,,,,,,black,
d_nikke_soda_01_50,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_50,False,,S_70,S_70,1.0,,,,,,1,idle,,,,,,,,
d_nikke_soda_01_51,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_51,True,,S_70,S_10,1.0,,,soda,soda,,1,idle,,,,,,,,
d_nikke_soda_01_52,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_52,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_53,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_53,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,Low_2,,,
d_nikke_soda_01_54,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_54,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_55,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_55,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_56,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_56,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_57,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_57,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_58,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_58,True,,S_10,S_10,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_59,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_59,True,,S_10,S_10,1.0,,,soda,soda,,1,idle,,,,,,,,
d_nikke_soda_01_60,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_60,False,,S_10,S_10,1.0,,,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_61,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_61,True,,S_10,S_10,1.0,,,soda,soda,,1,idle,,,,,,,,
d_nikke_soda_01_62,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_62,False,,S_10,S_10,1.0,,,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_63,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_63,False,,S_10,S_10,1.0,,none,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_64,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_64,False,,S_10,S_10,1.0,,,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_65,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_65,True,,S_10,S_10,1.0,,,soda,soda,,1,idle,,,,,,,,
d_nikke_soda_01_66,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_66,False,,S_10,S_10,1.0,,,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_67,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_67,False,,S_10,S_10,1.0,,bgm_story_shopperholic,soda,,,1,idle,,,,,,,,
d_nikke_soda_01_68,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_68,True,,S_10,S_10,1.0,,,soda,soda,,1,think,,,,,,,,
d_nikke_soda_01_69,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_69,False,,S_10,S_10,1.0,,,soda,,,1,think,,,,,,,,
d_nikke_soda_01_70,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_70,True,,S_10,S_10,1.0,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_71,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_71,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_72,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_72,False,,S_10,S_10,1.0,sfx_scn_heavytrip,,soda,,,1,shy,,,,,Low_2,,,
d_nikke_soda_01_73,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_73,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_74,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_74,False,,S_10,S_10,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_75,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_75,True,,S_10,S_100,0.5,,,soda,soda,,1,shy,,,,,,,,
d_nikke_soda_01_76,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_76,False,,S_100,S_100,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_77,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_77,False,,S_100,S_100,1.0,,,soda,,,1,shy,,,,,,,,
d_nikke_soda_01_78,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_78,True,,S_100,S_100,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_79,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_79,True,,S_100,S_100,1.0,,,soda,soda,,1,serious,,,,,,,,
d_nikke_soda_01_80,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_80,False,,S_100,S_100,1.0,sfx_scn_poke2,,soda,,,1,serious,,,,,,,,
d_nikke_soda_01_81,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_81,False,,S_100,S_100,1.0,,,soda,,,1,serious,,,,,,,,
d_nikke_soda_01_82,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_82,True,,S_100,S_100,1.0,,,soda,soda,,1,serious,,,,,,,,
d_nikke_soda_01_83,d_nikke_soda_01,Narration,Locale_NikkeEpisode:d_nikke_soda_01_83,False,,S_100,S_100,1.0,sfx_scn_poke3,,soda,,,1,serious,,,,,,,,
d_nikke_soda_01_84,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_84,False,,S_100,S_100,1.0,,,soda,,,1,serious,,,,,,,,
d_nikke_soda_01_85,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_85,True,,S_100,S_100,1.0,,,soda,soda,,1,serious,,,,,,,,
d_nikke_soda_01_86,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_86,True,,S_100,S_100,1.0,,,soda,soda,,1,think,,,,,,,,
d_nikke_soda_01_87,d_nikke_soda_01,Choice,Locale_NikkeEpisode:d_nikke_soda_01_87,False,,S_100,S_100,1.0,,,soda,,,1,think,,,,,,,,d_nikke_soda_01_89
d_nikke_soda_01_88,d_nikke_soda_01,Choice,Locale_NikkeEpisode:d_nikke_soda_01_88,False,,S_100,S_100,1.0,,,soda,,,1,think,,,,,,,,d_nikke_soda_01_89
d_nikke_soda_01_89,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_89,True,,S_100,S_10,1.0,,,soda,soda,,1,idle,,,,,,,,
d_nikke_soda_01_90,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_90,False,,S_10,S_10,1.0,,,soda,soda,,1,serious,,,,,,,,
d_nikke_soda_01_91,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_91,False,,S_10,S_100,0.5,,,soda,soda,,1,shy,,,,,Low_2,,,
d_nikke_soda_01_92,d_nikke_soda_01,Monologue,Locale_NikkeEpisode:d_nikke_soda_01_92,False,,S_10,S_10,1.0,,none,soda,,,1,sad,,,,,,,black,
d_nikke_soda_01_93,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_93,True,,S_10,S_10,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_94,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_94,False,,S_10,S_10,1.0,,,soda,,,1,sad,,,,,,,,
d_nikke_soda_01_95,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_95,True,,S_10,S_10,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_96,d_nikke_soda_01,Self,Locale_NikkeEpisode:d_nikke_soda_01_96,False,,S_10,S_10,1.0,,,soda,,,1,sad,,,,,,,,
d_nikke_soda_01_97,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_97,True,,S_10,S_10,1.0,,,soda,soda,,1,sad,,,,,,,,
d_nikke_soda_01_98,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_98,True,,S_10,S_10,1.0,,,soda,soda,,1,serious,,,,,,,,
d_nikke_soda_01_99,d_nikke_soda_01,Speech,Locale_NikkeEpisode:d_nikke_soda_01_99,True,,S_10,S_100,1.0,,,soda,soda,,1,serious,,,,,,,,
