id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,jump_target,characters/0/hide_char_id
d_nikke_privaty_unkindmaid_02_17,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_17,True,,100,10,1.0,,,privaty_m,privaty_m,,1,shy,,d_nikke_privaty_unkindmaid_02_24,
d_nikke_privaty_unkindmaid_02_18,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_18,True,,1,100,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_19,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_19,True,,100,100,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_20,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_20,True,,100,100,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_21,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_21,False,,100,100,1.0,,,privaty_m,privaty_m,,1,shy,,,
d_nikke_privaty_unkindmaid_02_22,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_22,True,,100,100,1.0,,,privaty_m,privaty_m,,1,shy,,,
d_nikke_privaty_unkindmaid_02_23,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_23,True,,100,10,1.0,,,privaty_m,privaty_m,,1,shy,,d_nikke_privaty_unkindmaid_02_24,
d_nikke_privaty_unkindmaid_02_24,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_24,False,,10,10,1.0,,,privaty_m,,,1,shy,,,
d_nikke_privaty_unkindmaid_02_25,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_25,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_26,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_26,False,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_27,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_27,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_28,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_28,True,,10,1,1.0,,,privaty_m,privaty_m,,1,shy2,,,
d_nikke_privaty_unkindmaid_02_29,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_29,False,,1,1,1.0,,,privaty_m,,,1,shy2,,,
d_nikke_privaty_unkindmaid_02_30,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_30,True,,1,1,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_31,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_31,True,,1,1,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_32,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_32,True,,1,1,1.0,,,privaty_m,privaty_m,,1,delight,,,
d_nikke_privaty_unkindmaid_02_33,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_33,False,,1,1,1.0,,,privaty_m,,,1,delight,,,
d_nikke_privaty_unkindmaid_02_34,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_34,True,,1,10,1.0,,,privaty_m,privaty_m,,1,delight,,,
d_nikke_privaty_unkindmaid_02_35,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_35,True,,10,100,1.0,,,privaty_m,privaty_m,,1,surprise,Low_2,,
d_nikke_privaty_unkindmaid_02_36,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_36,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_37,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_37,False,,100,100,1.0,,,privaty_m,,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_38,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_38,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_39,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_39,True,,100,100,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_40,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_40,False,,100,100,1.0,,,privaty_m,,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_41,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_41,True,,100,10,1.0,,,privaty_m,privaty_m,,1,sad2,,,
d_nikke_privaty_unkindmaid_02_42,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_42,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad2,,,
d_nikke_privaty_unkindmaid_02_43,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_43,False,,10,10,1.0,,,privaty_m,,,1,sad2,,,
d_nikke_privaty_unkindmaid_02_44,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_44,False,,10,10,1.0,,,privaty_m,,,1,sad2,,,
d_nikke_privaty_unkindmaid_02_45,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_45,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_46,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_46,True,,10,100,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_47,d_nikke_privaty_unkindmaid_02,Choice,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_47,False,,100,100,1.0,,,privaty_m,,,1,sad,,d_nikke_privaty_unkindmaid_02_49,
d_nikke_privaty_unkindmaid_02_48,d_nikke_privaty_unkindmaid_02,Choice,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_48,False,,100,100,1.0,,,privaty_m,,,1,sad,,d_nikke_privaty_unkindmaid_02_58,
d_nikke_privaty_unkindmaid_02_49,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_49,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_50,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_50,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_51,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_51,True,,100,100,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_52,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_52,False,,100,100,1.0,,,privaty_m,,,1,sad,,,
d_nikke_privaty_unkindmaid_02_53,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_53,True,,100,1,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_54,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_54,False,,1,1,1.0,,,privaty_m,,,1,idle,,,
d_nikke_privaty_unkindmaid_02_55,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_55,True,,1,1,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_56,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_56,True,,1,1,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_57,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_57,False,,1,100,1.0,,,privaty_m,privaty_m,,1,shy,,d_nikke_privaty_unkindmaid_02_66,
d_nikke_privaty_unkindmaid_02_58,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_58,True,,100,100,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_59,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_59,True,,100,100,1.0,,,privaty_m,privaty_m,,1,shy,,,
d_nikke_privaty_unkindmaid_02_60,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_60,True,,100,100,1.0,,,privaty_m,privaty_m,,1,shy,,,
d_nikke_privaty_unkindmaid_02_61,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_61,False,,100,100,1.0,,,privaty_m,,,1,shy,,,
d_nikke_privaty_unkindmaid_02_62,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_62,True,,100,10,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_63,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_63,True,,10,10,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_64,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_64,True,,10,10,1.0,,,privaty_m,privaty_m,,1,surprise,,,
d_nikke_privaty_unkindmaid_02_65,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_65,True,,10,100,1.0,,,privaty_m,privaty_m,,1,shy,,d_nikke_privaty_unkindmaid_02_66,
d_nikke_privaty_unkindmaid_02_66,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_66,False,,100,100,1.0,,,privaty_m,,,1,shy,,,
d_nikke_privaty_unkindmaid_02_67,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_67,True,,100,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_68,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_68,True,,10,10,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_69,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_69,False,,10,1,1.0,,,privaty_m,privaty_m,,1,sad,,,
d_nikke_privaty_unkindmaid_02_70,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_70,True,,1,1,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_71,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_71,True,,1,1,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_72,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_72,True,,1,1,1.0,,,privaty_m,privaty_m,,1,no,,,
d_nikke_privaty_unkindmaid_02_73,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_73,False,,1,1,1.0,,,privaty_m,,,1,no,,,
d_nikke_privaty_unkindmaid_02_74,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_74,True,,1,10,1.0,,,privaty_m,privaty_m,,1,idle,Low_2,,
d_nikke_privaty_unkindmaid_02_75,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_75,True,,10,10,1.0,,,privaty_m,privaty_m,,1,idle,,,
d_nikke_privaty_unkindmaid_02_76,d_nikke_privaty_unkindmaid_02,Speech,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_76,True,,10,1,1.0,sfx_scn_autodooropen,,privaty_m,privaty_m,,1,idle,,,privaty_m
d_nikke_privaty_unkindmaid_02_77,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_77,False,,1,1,1.0,,,privaty_m,,,,,,,
d_nikke_privaty_unkindmaid_02_78,d_nikke_privaty_unkindmaid_02,Self,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_02_78,False,,1,1,1.0,,,privaty_m,,,,,,,
