id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_hongryeon_01_36,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_36,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_37,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_37,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_38,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_38,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_39,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_39,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,sad,,,5,surprise,
d_nikke_hongryeon_01_40,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_40,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,sad,,,5,surprise,
d_nikke_hongryeon_01_41,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_41,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,sad,,,5,surprise,
d_nikke_hongryeon_01_42,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_42,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_43,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_43,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_44,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_44,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_45,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_45,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,no,,,5,surprise,
d_nikke_hongryeon_01_46,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_46,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,no,,,5,surprise,
d_nikke_hongryeon_01_47,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_47,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,no,,,5,surprise,
d_nikke_hongryeon_01_48,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_48,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,no,,,5,surprise,
d_nikke_hongryeon_01_49,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_49,False,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,idle,
d_nikke_hongryeon_01_50,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_50,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_51,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_51,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_52,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_52,True,,2,4,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_53,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_53,True,,4,4,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_54,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_54,True,,4,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_55,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_55,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_56,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_56,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,idle,
d_nikke_hongryeon_01_57,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_57,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,void,,,5,idle,
d_nikke_hongryeon_01_58,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_58,True,,2,1,1.0,,,,,,,1,idle,,,,,,rapi,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_59,d_nikke_hongryeon_01,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_59,False,,1,1,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_60,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_60,True,,1,10,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_61,d_nikke_hongryeon_01,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_61,False,,10,10,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_62,d_nikke_hongryeon_01,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_62,False,,10,10,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_63,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_63,True,,6,6,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_64,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_64,True,,6,6,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_65,d_nikke_hongryeon_01,Speech,neon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_65,False,,6,6,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_66,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_66,True,,6,6,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_67,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_67,True,,6,4,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,idle,
d_nikke_hongryeon_01_68,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_68,True,,4,4,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_69,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_69,True,,4,1,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_70,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_70,True,,1,1,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_71,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_71,True,,7,7,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_72,d_nikke_hongryeon_01,Speech,rapi,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_72,False,,7,7,1.0,,,,,,,1,idle,,,,,,,7,idle,,,3,void,,,5,surprise,
d_nikke_hongryeon_01_73,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_73,False,,7,7,1.0,,,,,,,1,idle,,,,,,,7,idle,rapi,,3,void,,,5,surprise,
d_nikke_hongryeon_01_74,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_74,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,surprise,
d_nikke_hongryeon_01_75,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_75,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,3,idle,,,5,surprise,
d_nikke_hongryeon_01_76,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_76,True,,2,2,1.0,,,,,,,1,delight,,,,,,,,,,,3,idle,,,5,surprise,
d_nikke_hongryeon_01_77,d_nikke_hongryeon_01,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_77,False,,2,2,1.0,,,,,,,1,delight,,,,,,,,,,,3,idle,,,5,surprise,
d_nikke_hongryeon_01_78,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_78,False,,black,black,1.0,none,,,,,,1,idle,hongryeon,,,,,,,,,,3,idle,anis,,3,surprise,
d_nikke_hongryeon_01_79,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_79,True,,10,10,1.0,bgm_story_whosdumber,,,,,hongryeon,1,idle,,,,,,,,,,,,,,,3,idle,
d_nikke_hongryeon_01_80,d_nikke_hongryeon_01,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_80,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,,,,,,,3,idle,
d_nikke_hongryeon_01_81,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_81,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,,,,,,,3,idle,
d_nikke_hongryeon_01_82,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_82,True,,10,30,1.0,,,,,,,1,idle,,,,,,,,,,,,,,,3,idle,
d_nikke_hongryeon_01_83,d_nikke_hongryeon_01,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_83,False,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,,,,,3,idle,
d_nikke_hongryeon_01_84,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_84,False,,black,black,1.0,,,,,,,1,idle,hongryeon,,,,,,,,,anis,3,angry,,,3,idle,neon
d_nikke_hongryeon_01_85,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_85,True,,10,10,1.0,,,,,,hongryeon,1,shy,,,,,,,,,,,3,angry,,,,,
d_nikke_hongryeon_01_86,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_86,True,,10,10,1.0,,,,,,,1,shy,,,,,,,,,,,3,angry,,,,,
d_nikke_hongryeon_01_87,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_87,True,,10,30,0.7,,,,,,,1,shy,,,,,,,,,,,3,angry,,,,,
d_nikke_hongryeon_01_88,d_nikke_hongryeon_01,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_88,False,,2,2,1.0,,,,,,,1,shy,,,,,,,,,,,3,angry,,,,,
d_nikke_hongryeon_01_89,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_89,False,,black,black,1.0,,,,,,,1,shy,hongryeon,,,,,rapi,13,idle,,,5,angry,,,,,
d_nikke_hongryeon_01_90,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_90,True,,12,12,1.0,,,,,,hongryeon,1,no,,,,,,,13,idle,,,5,void,,,,,
d_nikke_hongryeon_01_91,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_91,False,,12,12,1.0,,,,,,,1,no,,,,,,,13,idle,,,5,void,,,,,
d_nikke_hongryeon_01_92,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_92,True,,12,10,1.0,,,,,,,1,no,,,,,,,13,idle,,,5,void,,,,,
d_nikke_hongryeon_01_93,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_93,True,,100,100,1.0,,,,,,,1,no,,,,,,,13,idle,,,5,void,,,,,
d_nikke_hongryeon_01_94,d_nikke_hongryeon_01,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_94,False,,100,100,1.0,,,,,,,1,no,,,,,,,13,idle,,,5,void,,,,,
d_nikke_hongryeon_01_95,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_95,False,,black,black,1.0,none,,,,,,1,no,,,,,,,13,idle,rapi,,5,void,,neon,3,idle,
d_nikke_hongryeon_01_96,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_96,True,,1,1,1.0,bgm_menu_commandersroom,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_97,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_97,True,,1,1,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_98,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_98,True,,1,4,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_99,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_99,True,,4,4,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_100,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_100,True,,4,4,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_101,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_101,True,,4,1,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_102,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_102,True,,1,1,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_103,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_103,True,,1,1,1.0,,,,,,,1,pain,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_104,d_nikke_hongryeon_01,Speech,hongryeon,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_104,False,,1,1,1.0,,,,,,,1,pain,,,,,,,,,,,5,no,,,3,idle,
d_nikke_hongryeon_01_105,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_105,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_106,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_106,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_107,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_107,True,,1,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_108,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_108,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_109,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_109,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,idle,
d_nikke_hongryeon_01_110,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_110,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,surprise,
d_nikke_hongryeon_01_111,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_111,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,surprise,
d_nikke_hongryeon_01_112,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_112,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,delight,
d_nikke_hongryeon_01_113,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_113,True,,2,2,1.0,,,,,,,1,idle,,,,,,,,,,,5,void,,,3,delight,
