id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,jump_target,characters/0/hide_char_id,fade
d_nikke_helm_aquamarine_04_26,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_26,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_27,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_27,False,,10,1,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_28,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_28,False,,1,1,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_29,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_29,True,,1,1,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_30,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_30,True,,1,1,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_31,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_31,True,,1,1,1.0,,,helm_s,,1,angry,,,,
d_nikke_helm_aquamarine_04_32,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_32,True,,1,1,1.0,,,helm_s,,1,angry,,,,
d_nikke_helm_aquamarine_04_33,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_33,False,,1,1,1.0,,,,,1,angry,,,,
d_nikke_helm_aquamarine_04_34,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_34,False,,1,1,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_35,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_35,True,,1,10,2.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_36,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_36,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_37,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_37,False,,10,10,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_38,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_38,False,,10,10,1.0,,,,,1,shy,,,,
d_nikke_helm_aquamarine_04_39,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_39,True,,10,10,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_40,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_40,True,,10,10,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_41,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_41,True,,10,10,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_42,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_42,False,,10,10,1.0,,,,,1,shy,,,,
d_nikke_helm_aquamarine_04_43,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_43,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_44,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_44,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_45,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_45,False,,10,10,1.0,,,,,1,think,,d_nikke_helm_aquamarine_04_47,,
d_nikke_helm_aquamarine_04_46,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_46,False,,10,10,1.0,,,,,1,think,,d_nikke_helm_aquamarine_04_48,,
d_nikke_helm_aquamarine_04_47,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_47,True,,10,10,1.0,,,helm_s,,1,think,,d_nikke_helm_aquamarine_04_49,,
d_nikke_helm_aquamarine_04_48,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_48,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_49,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_49,False,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_50,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_50,False,,10,10,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_51,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_51,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_52,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_52,True,,10,100,2.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_53,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_53,False,,100,100,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_54,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_54,False,,100,100,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_55,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_55,True,,100,100,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_56,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_56,True,,100,100,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_57,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_57,True,,100,100,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_58,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_58,False,,100,100,1.0,,,,,1,sad,,d_nikke_helm_aquamarine_04_60,,
d_nikke_helm_aquamarine_04_59,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_59,False,,100,100,1.0,,,,,1,sad,,d_nikke_helm_aquamarine_04_62,,
d_nikke_helm_aquamarine_04_60,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_60,True,,100,10,2.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_61,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_61,True,,10,10,1.0,,,helm_s,,1,think,,d_nikke_helm_aquamarine_04_67,,
d_nikke_helm_aquamarine_04_62,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_62,True,,100,10,2.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_63,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_63,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_64,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_64,False,,10,10,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_65,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_65,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_66,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_66,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_67,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_67,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_68,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_68,False,,10,10,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_69,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_69,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_70,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_70,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_71,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_71,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_72,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_72,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_73,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_73,False,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_74,d_nikke_helm_aquamarine_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_74,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_75,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_75,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_76,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_76,True,,10,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_77,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_77,True,,1,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_78,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_78,True,,1,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_79,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_79,False,,1,1,1.0,,,,,1,idle,,d_nikke_helm_aquamarine_04_81,,
d_nikke_helm_aquamarine_04_80,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_80,False,,1,1,1.0,,,,,1,idle,,d_nikke_helm_aquamarine_04_85,,
d_nikke_helm_aquamarine_04_81,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_81,True,,1,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_82,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_82,True,,1,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_83,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_83,True,,1,1,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_84,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_84,True,,1,1,1.0,,,helm_s,,1,think,,d_nikke_helm_aquamarine_04_86,,
d_nikke_helm_aquamarine_04_85,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_85,True,,1,1,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_86,d_nikke_helm_aquamarine_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_86,False,,black,black,1.0,none,,,,1,think,,,helm_s,
d_nikke_helm_aquamarine_04_87,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_87,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_88,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_88,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_89,d_nikke_helm_aquamarine_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_89,False,,1,1,1.0,,sfx_scn_keyboard,,,,,,,,
d_nikke_helm_aquamarine_04_90,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_90,False,LogHouseIn_n,1,1,1.0,,,,,,,,,,black
d_nikke_helm_aquamarine_04_91,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_91,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_92,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_92,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_93,d_nikke_helm_aquamarine_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_93,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_94,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_94,False,,1,1,1.0,,,,,,,,,,
d_nikke_helm_aquamarine_04_95,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_95,False,LogHouseOut_n,1,1,1.0,bgm_story_milkyway,,helm_s,helm_s,1,sad,,,,black
d_nikke_helm_aquamarine_04_96,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_96,True,,1,1,1.0,,,helm_s,,1,surprise,,,,
d_nikke_helm_aquamarine_04_97,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_97,True,,1,1,1.0,,,helm_s,,1,surprise,,,,
d_nikke_helm_aquamarine_04_98,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_98,False,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_helm_aquamarine_04_99,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_99,True,,1,10,1.0,,,helm_s,,1,special,,,,
d_nikke_helm_aquamarine_04_100,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_100,True,,10,10,1.0,,,helm_s,,1,special,,,,
d_nikke_helm_aquamarine_04_101,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_101,False,,10,10,1.0,,,,,1,special,,,,
d_nikke_helm_aquamarine_04_102,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_102,True,,10,10,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_103,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_103,True,,10,10,1.0,,,helm_s,,1,sad,,,,
d_nikke_helm_aquamarine_04_104,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_104,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_105,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_105,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_106,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_106,False,,10,10,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_107,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_107,True,,10,10,1.0,,,helm_s,,1,surprise,,,,
d_nikke_helm_aquamarine_04_108,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_108,False,,10,10,1.0,,,,,1,surprise,,,,
d_nikke_helm_aquamarine_04_109,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_109,False,,10,10,1.0,,,helm_s,,1,surprise,,,,
d_nikke_helm_aquamarine_04_110,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_110,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_111,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_111,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_112,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_112,False,,10,10,1.0,,,,,1,think,,d_nikke_helm_aquamarine_04_114,,
d_nikke_helm_aquamarine_04_113,d_nikke_helm_aquamarine_04,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_113,False,,10,10,1.0,,,,,1,think,,d_nikke_helm_aquamarine_04_115,,
d_nikke_helm_aquamarine_04_114,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_114,True,,10,10,1.0,,,helm_s,,1,think,,d_nikke_helm_aquamarine_04_116,,
d_nikke_helm_aquamarine_04_115,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_115,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_116,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_116,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_117,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_117,True,,10,10,1.0,,,helm_s,,1,think,,,,
d_nikke_helm_aquamarine_04_118,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_118,False,,10,10,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_119,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_119,False,,10,10,1.0,,,,,1,think,,,,
d_nikke_helm_aquamarine_04_120,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_120,True,,10,10,1.0,,,helm_s,,1,idle,,,,
d_nikke_helm_aquamarine_04_121,d_nikke_helm_aquamarine_04,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_121,False,,10,10,1.0,,,,,1,idle,,,,
d_nikke_helm_aquamarine_04_122,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_122,False,,10,100,1.0,,,helm_s,,1,special,,,,
d_nikke_helm_aquamarine_04_123,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_123,False,,100,100,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_124,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_124,True,,100,100,1.0,,,helm_s,,1,shy,,,,
d_nikke_helm_aquamarine_04_125,d_nikke_helm_aquamarine_04,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_04_125,True,,100,100,1.0,,,helm_s,,1,shy,,,,
