id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_maxwell_01_12,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_12,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_13,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_13,True,,10,10,1.0,,d_nikke_maxwell_01_19,,,,,,1,delight,
d_nikke_maxwell_01_14,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_14,True,,100,10,2.0,,,,,,,,1,delight,
d_nikke_maxwell_01_15,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_15,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_16,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_16,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_17,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_17,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_18,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_18,True,,10,10,1.0,,d_nikke_maxwell_01_19,,,,,,1,idle,
d_nikke_maxwell_01_19,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_19,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_20,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_20,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_21,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_21,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_22,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_22,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_23,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_23,True,,10,10,1.0,,,,,,,,1,think,
d_nikke_maxwell_01_24,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_24,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_25,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_25,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_26,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_26,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_27,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_27,True,,10,100,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_28,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_28,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_29,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_29,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_30,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_30,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_31,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_31,True,,100,100,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_32,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_32,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_33,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_33,True,,100,10,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_34,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_34,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_35,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_35,True,,10,10,1.0,,,,,,,,1,think,
d_nikke_maxwell_01_36,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_36,,,10,10,1.0,,,,,,,,1,think,
d_nikke_maxwell_01_37,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_37,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_38,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_38,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_39,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_39,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_40,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_40,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_41,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_41,True,,10,100,0.5,,,,,,,,1,delight,
d_nikke_maxwell_01_42,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_42,True,,100,100,1.0,none,,,,,,,1,idle,
d_nikke_maxwell_01_43,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_43,True,Desert_01,17,1,2.0,bgm_story_herecomestrouble,,black,,,,,1,idle,maxwell
d_nikke_maxwell_01_44,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_44,True,,1,1,1.0,,,,,,,maxwell,1,idle,
d_nikke_maxwell_01_45,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_45,,,1,1,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_46,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_46,True,,1,10,2.0,,,,,,,,1,idle,
d_nikke_maxwell_01_47,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_47,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_48,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_48,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_49,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_49,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_50,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_50,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_51,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_51,True,,10,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_52,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_52,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_53,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_53,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_54,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_54,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_55,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_55,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_56,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_56,,,100,10,0.5,,,,,,,,1,idle,maxwell
d_nikke_maxwell_01_57,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_57,True,,10,10,1.0,,,,,,,maxwell,1,idle,
d_nikke_maxwell_01_58,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_58,,,10,10,1.0,,,,Low_2,,,,1,idle,
d_nikke_maxwell_01_59,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_59,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_60,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_60,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_61,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_61,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_62,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_62,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_63,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_63,False,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_64,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_64,True,,10,100,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_65,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_65,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_66,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_66,,,100,500,2.0,,,,,,,,1,idle,
d_nikke_maxwell_01_67,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_67,,,500,5,1.0,,,,Middle,sfx_scn_snowwhiterifle,,,1,idle,
d_nikke_maxwell_01_68,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_68,,,5,5,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_69,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_69,False,,5,5,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_70,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_70,,none,5,5,1.0,,,,Low_2_Loop,sfx_scn_earthquake,Blur_High,,1,idle,maxwell
d_nikke_maxwell_01_71,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_71,True,Desert_01,5,1,2.0,,,,none,,,maxwell,1,idle,
d_nikke_maxwell_01_72,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_72,,,1,10,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_73,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_73,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_74,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_74,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_75,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_75,False,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_76,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_76,,,10,100,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_77,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_77,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_78,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_78,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_79,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_79,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_80,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_80,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_81,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_81,,,100,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_82,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_82,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_83,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_83,,none,black,black,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_84,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_84,True,Desert_01,50,10,2.0,,,,,,,,1,angry,
d_nikke_maxwell_01_85,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_85,False,,10,100,0.5,,,,,,,,1,idle,
d_nikke_maxwell_01_86,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_86,True,,100,100,1.0,,,,,,,,1,angry,
d_nikke_maxwell_01_87,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_87,True,,100,100,1.0,,,,,,,,1,think,
d_nikke_maxwell_01_88,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_88,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_89,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_89,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_90,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_90,True,,100,100,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_91,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_91,True,,100,100,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_92,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_92,,,100,100,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_93,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_93,False,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_94,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_94,True,,100,10,2.0,,,,,,,,1,shy,
d_nikke_maxwell_01_95,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_95,,,10,10,1.0,,,,,,,,1,shy,
d_nikke_maxwell_01_96,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_96,True,,10,10,0.5,,,,,,,,1,delight,
d_nikke_maxwell_01_97,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_97,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_98,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_98,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_99,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_99,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_100,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_100,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_101,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_101,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_102,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_102,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_103,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_103,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_104,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_104,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_105,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_105,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_106,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_106,True,,10,100,2.0,none,,,,,,,1,idle,
d_nikke_maxwell_01_107,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_107,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_108,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_108,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_109,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_109,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_110,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_110,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_111,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_111,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_112,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_112,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_113,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_113,,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_114,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_114,True,,100,100,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_115,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_115,True,,100,10,0.5,bgm_story_herecomestrouble,,,,,,,1,delight,
d_nikke_maxwell_01_116,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_116,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_117,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_117,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_118,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_118,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_119,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_119,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_120,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_120,True,,10,10,2.0,,,,,,,,1,idle,
d_nikke_maxwell_01_121,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_121,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_122,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_122,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_123,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_123,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_124,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_124,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_125,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_125,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_126,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_126,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_127,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_127,,,10,100,1.0,,,,,,,,1,delight,maxwell
d_nikke_maxwell_01_128,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_128,True,,100,1,0.5,,,,,,,maxwell,1,angry,
d_nikke_maxwell_01_129,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_129,True,,1,1,1.0,,,,,,,,1,angry,
d_nikke_maxwell_01_130,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_130,True,,1,10,2.0,,,,,,,,1,idle,
d_nikke_maxwell_01_131,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_131,,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_132,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_132,True,,10,10,1.0,,,,,,,,1,delight,
d_nikke_maxwell_01_133,d_nikke_maxwell_01,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_133,False,,10,10,1.0,none,,,,,,,1,delight,
d_nikke_maxwell_01_134,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_134,False,Laboratory,3,1,2.0,bgm_recognition_underworld,,black,,,,,1,delight,maxwell
d_nikke_maxwell_01_135,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_135,,,1,10,1.0,,,,,,,,,,
d_nikke_maxwell_01_136,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_136,True,,10,10,1.0,,,,,,,maxwell,1,idle,
d_nikke_maxwell_01_137,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_137,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_138,d_nikke_maxwell_01,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_01_138,True,,10,10,1.0,,,,,,,,1,idle,
d_nikke_maxwell_01_139,d_nikke_maxwell_01,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_01_139,,,black,black,1.0,,,,,,,,1,idle,
