id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_ce_003_03_01_14,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_14,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_15,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_15,True,,1,1,1.0,,,ce_003_03,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_16,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_16,True,,1,1,1.0,,,ce_003_03,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_17,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_17,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_18,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_18,True,,1,1,1.0,,,ce_003_03,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_19,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_19,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_20,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_20,False,,1,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_21,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_21,True,,10,10,1.0,,,ce_003_03,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_22,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_22,False,,black,black,1.0,sfx_scn_servingcart,,,,,,,,,,,,,,,,3,idle
d_nikke_ce_003_03_01_23,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_23,True,,10,10,1.0,sfx_scn_putdown,,ce_003_03,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_24,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_24,True,,10,10,1.0,,,ce_003_03,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_25,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_25,False,,10,1,1.0,,,,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_26,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_26,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_27,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_27,False,,1,1,1.0,,none,,,,,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_28,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_28,True,,1,10,0.6,,,ce_003_03,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_29,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_29,True,,10,10,1.0,,bgm_story_herecomestrouble,ce_003_03,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_30,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_30,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_31,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_31,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_32,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_32,True,,10,10,1.0,,,ce_003_03,,,,,,,,,,,,,,1,special
d_nikke_ce_003_03_01_33,d_nikke_ce_003_03_01,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_33,True,,10,10,1.0,,,ce_003_03,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_34,d_nikke_ce_003_03_01,Narration,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_34,False,,10,10,1.0,sfx_scn_ketchup,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_35,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_35,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_36,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_36,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_37,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_37,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_38,d_nikke_ce_003_03_01,Self,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_38,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_39,d_nikke_ce_003_03_01,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_01_39,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_40,d_nikke_ce_003_03_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_40,False,,10,XS_130,1.0,sfx_scn_cuteout,,,cocoa,13,idle,,,,,,,,,,,1,no
d_nikke_ce_003_03_01_41,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_41,True,,XS_130,XS_130,1.0,,,cocoa,,13,idle,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_42,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_42,True,,XS_130,XS_130,1.0,,,cocoa,,13,idle,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_43,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_43,True,,XS_130,XS_130,1.0,,,cocoa,,13,sad,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_44,d_nikke_ce_003_03_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_44,False,,XS_130,XS_130,1.0,,,,,13,sad,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_45,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_45,True,,XS_130,XS_130,1.0,,,cocoa,,13,surprised,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_46,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_46,True,,XS_130,XS_130,1.0,,,cocoa,,13,surprised,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_47,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_47,True,,XS_130,XS_130,1.0,,,cocoa,,13,surprised,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_48,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_48,True,,XS_130,XS_130,1.0,,,cocoa,,13,serious,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_49,d_nikke_ce_003_03_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_49,True,,XS_130,XS_130,1.0,,,cocoa,,13,serious,,,,,,,,,,,1,idle
d_nikke_ce_003_03_01_50,d_nikke_ce_003_03_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_01_50,False,,XS_130,12,1.0,,,,,13,serious,,,,,,,,,,,1,idle
