id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,jump_target,set_filter_01,set_filter_02,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_julia_02_20,d_nikke_julia_02,Choice,Locale_NikkeEpisode:d_nikke_julia_02_20,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,d_nikke_julia_02_31,,,,,,
d_nikke_julia_02_21,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_21,True,,S_100,S_10,1.0,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_22,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_22,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_23,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_23,True,,S_10,S_100,0.5,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_24,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_24,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_25,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_25,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_26,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_26,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_27,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_27,True,,S_100,S_10,2.0,none,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_28,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_28,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_29,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_29,True,,S_10,S_10,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_30,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_30,True,,S_10,S_10,1.0,bgm_story_fairytalesend_if,,,,,1,idle,julia,julia,d_nikke_julia_02_40,,,,,,
d_nikke_julia_02_31,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_31,False,,S_100,S_10,0.5,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_32,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_32,True,,S_10,S_10,1.0,none,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_33,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_33,False,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_34,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_34,True,,S_10,S_10,1.0,bgm_story_fairytalesend_if,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_35,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_35,True,,S_10,S_10,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_36,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_36,True,,S_10,S_100,0.5,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_37,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_37,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_38,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_38,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_39,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_39,True,,S_100,S_10,0.5,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_40,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_40,False,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_41,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_41,True,,S_10,S_10,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_42,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_42,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_43,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_43,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_44,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_44,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_45,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_45,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_46,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_46,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_47,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_47,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_48,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_48,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_49,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_49,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_50,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_50,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_51,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_51,True,,S_10,S_100,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_52,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_52,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_53,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_53,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_54,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_54,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_55,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_55,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_56,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_56,True,,S_100,S_10,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_57,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_57,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_58,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_58,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_59,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_59,True,,S_10,S_10,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_60,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_60,True,,S_10,S_10,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_61,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_61,True,,S_10,S_10,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_62,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_62,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_63,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_63,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_64,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_64,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_65,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_65,True,,S_10,S_100,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_66,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_66,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_67,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_67,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_68,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_68,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_69,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_69,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_70,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_70,False,none,black,black,1.0,,,,,,1,idle,julia,julia,,Grey,Blur_Low,,,,
d_nikke_julia_02_71,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_71,False,Desert_02,9,9,1.0,,,,,,1,idle,julia,julia,,Grey,Blur_Low,,,,
d_nikke_julia_02_72,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_72,False,,9,9,1.0,,,,,,1,idle,julia,julia,,Grey,Blur_Low,mustang,9,idle,
d_nikke_julia_02_73,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_73,False,,9,9,1.0,,,,,,1,idle,julia,julia,,Grey,Blur_Low,,9,idle,
d_nikke_julia_02_74,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_74,False,none,black,black,1.0,,,,,,1,idle,julia,julia,,,,,9,idle,mustang
d_nikke_julia_02_75,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_75,False,NikkeRoom,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_76,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_76,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_77,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_77,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_78,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_78,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_79,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_79,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_80,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_80,True,,S_10,S_100,0.5,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_81,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_81,False,,S_100,S_100,1.0,,,,,,1,surprise,julia,,,,,,,,
d_nikke_julia_02_82,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_82,True,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_83,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_83,False,,S_100,S_100,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_84,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_84,False,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_85,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_85,True,,S_100,S_10,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_86,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_86,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_87,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_87,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_88,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_88,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_89,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_89,True,,S_10,S_10,1.0,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_90,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_90,False,,S_10,S_10,1.0,,,,,,1,surprise,julia,,,,,,,,
d_nikke_julia_02_91,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_91,False,,S_10,S_100,0.5,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_92,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_92,True,,S_100,S_100,1.0,,,,,,1,surprise,julia,julia,,,,,,,
d_nikke_julia_02_93,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_93,False,,S_100,S_100,1.0,,,,,,1,surprise,julia,,,,,,,,
d_nikke_julia_02_94,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_94,True,,S_100,S_100,1.0,,,,,,1,think,julia,julia,,,,,,,
d_nikke_julia_02_95,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_95,False,,S_100,S_100,1.0,,,,,,1,think,julia,,,,,,,,
d_nikke_julia_02_96,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_96,False,,S_100,S_100,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_97,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_97,True,,S_100,S_10,2.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_98,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_98,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_99,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_99,False,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_100,d_nikke_julia_02,Self,Locale_NikkeEpisode:d_nikke_julia_02_100,False,,S_10,S_10,1.0,,,,,,1,idle,julia,,,,,,,,
d_nikke_julia_02_101,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_101,False,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
d_nikke_julia_02_102,d_nikke_julia_02,Speech,Locale_NikkeEpisode:d_nikke_julia_02_102,True,,S_10,S_10,1.0,,,,,,1,idle,julia,julia,,,,,,,
