id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_quency_escapequeen_04_64,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_64,False,,12,12,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_65,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_65,False,,12,12,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_66,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_66,True,,12,S_10,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_67,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_67,True,,S_10,S_10,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_68,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_68,True,,S_10,S_10,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_69,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_69,True,,S_10,S_10,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_70,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_70,True,,S_10,S_10,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_71,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_71,True,,S_10,130,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_72,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_72,True,,130,130,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_73,d_nikke_quency_escapequeen_04,Self,drake,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_73,False,,130,130,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_74,d_nikke_quency_escapequeen_04,Self,drake,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_74,False,,130,130,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_75,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_75,False,,130,S_10,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_76,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_76,False,,S_10,S_10,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_77,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_77,True,,S_10,S_10,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_78,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_78,False,,S_10,S_10,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_79,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_79,False,,S_10,S_10,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_80,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_80,True,,S_10,12,1.0,,,,1,think,,13,angry
d_nikke_quency_escapequeen_04_81,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_81,True,,12,12,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_82,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_82,True,,12,12,1.0,,,,1,think,,13,idle
d_nikke_quency_escapequeen_04_83,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_83,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_84,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_84,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_85,d_nikke_quency_escapequeen_04,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_85,False,,black,black,1.0,,,,1,angry,,13,idle
