id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_filter_01,set_filter_02,highlight,speaker,characters/1/hide_char_id,set_camera_shake,characters/0/hide_char_id,jump_target
d_nikke_guilty_03_24,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_24,False,,10,100,2.0,,,1,shy,,13,idle,,Vignetting,Grey,guilty,,,,,
d_nikke_guilty_03_25,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_25,True,,130,130,1.0,,,1,shy,,13,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_26,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_26,False,,130,140,1.0,,,1,idle,,14,idle,,Vignetting,Grey,prisoner,,,,,
d_nikke_guilty_03_27,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_27,True,,140,10,2.0,,,1,idle,,14,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_28,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_28,True,,10,10,1.0,,,1,idle,,14,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_29,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_29,True,,10,1,2.0,,,1,surprise,,14,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_30,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_30,True,,1,1,1.0,,,1,surprise,,14,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_31,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_31,True,,140,140,1.0,,,1,surprise,,14,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_32,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_32,True,,1,1,1.0,,,1,idle,,14,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_33,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_33,False,,1,100,2.0,,,1,idle,,14,idle,,Vignetting,Grey,guilty,,,,,
d_nikke_guilty_03_34,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_34,True,,140,140,1.0,,,1,idle,,14,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_35,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_35,False,,140,150,1.0,,,1,idle,,15,idle,,Vignetting,Grey,prisoner,,,,,
d_nikke_guilty_03_36,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_36,True,,150,10,2.0,,,1,idle,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_37,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_37,True,,10,10,2.0,,,1,surprise,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_38,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_38,True,,10,10,1.0,,,1,surprise,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_39,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_39,True,,150,150,1.0,,,1,surprise,,15,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_40,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_40,True,,10,100,2.0,,,1,surprise,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_41,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_41,True,,100,100,1.0,,,1,surprise,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_42,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_42,True,,100,100,1.0,,,1,surprise,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_43,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_43,True,,150,1500,0.5,,,1,surprise,,15,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_44,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_44,True,,black,black,1.0,none,,1,idle,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_45,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_45,True,,1,1,1.0,,,1,shy,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_46,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_46,True,,1500,15,2.0,,,1,shy,,15,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_47,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_47,True,,15,1,2.0,bgm_story_trauma,,1,shy,,15,idle,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_48,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_48,False,,black,black,1.0,,,1,shy,,15,idle,sfx_scn_stockingripped,Vignetting,Grey,guilty,,,,,
d_nikke_guilty_03_49,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_49,True,,15,150,0.5,,,1,shy,,15,idle,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_50,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_50,False,,1,10,0.3,,,1,shy,,15,idle,,Vignetting,Grey,,,prisoner,,,
d_nikke_guilty_03_51,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_51,False,,black,black,1.0,,,1,shy,,,,sfx_scn_press,Vignetting,Grey,guilty,,,,,
d_nikke_guilty_03_52,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_52,True,,10,10,1.0,,,1,angry,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_53,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_53,True,,10,10,1.0,,,1,angry,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_54,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_54,True,,10,10,1.0,,,1,shy,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_55,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_55,False,,10,100,0.5,,,1,shy,,,,sfx_scn_bonecrash,Vignetting,Grey,guilty,,,Low_2,,
d_nikke_guilty_03_56,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_56,True,,100,100,1.0,,,1,shy,,,,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_57,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_57,True,,100,100,1.0,,,1,shy,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_58,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_58,True,,100,100,1.0,,,1,shy,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_59,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_59,False,,100,guilty_zoom3,0.5,,,1,shy,,,,sfx_scn_bonecrash,Vignetting,Grey,guilty,,,Low_2,,
d_nikke_guilty_03_60,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_60,True,,guilty_zoom3,guilty_zoom3,1.0,,,1,shy,,,,,Vignetting,Grey,prisoner,prisoner,,,,
d_nikke_guilty_03_61,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_61,True,,guilty_zoom3,guilty_zoom3,1.0,,,1,shy,,,,,Vignetting,Grey,guilty,guilty,,,,
d_nikke_guilty_03_62,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_62,False,,black,black,1.0,,,1,shy,,,,sfx_scn_breaks,Vignetting,Grey,guilty,,,Low_2,,
d_nikke_guilty_03_63,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_63,True,,black,black,1.0,,,1,shy,,,,,Vignetting,Grey,prisoner,prisoner,,Low_2,,
d_nikke_guilty_03_64,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_64,False,CommanderRoom,black,black,1.0,,,1,shy,,,,sfx_scn_radiocallend,Vignetting,Grey,,,,Low_2,guilty,
d_nikke_guilty_03_65,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_65,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_guilty_03_66,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_66,False,Jail,black,black,1.0,none,guilty,1,idle,,,,,,,,,,,,
d_nikke_guilty_03_67,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_67,False,,black,black,1.0,bgm_recognition_underworld,,1,surprise,,,,,,,,,,,,
d_nikke_guilty_03_68,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_68,False,,10,10,1.0,,,1,surprise,,,,,,,,,,,,
d_nikke_guilty_03_69,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_69,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_70,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_70,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_71,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_71,False,,10,10,1.0,,,1,surprise,,,,,,,guilty,,,,,
d_nikke_guilty_03_72,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_72,True,,10,100,2.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_73,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_73,False,,100,100,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_74,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_74,True,,100,100,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_75,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_75,False,,100,10,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_76,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_76,False,,10,10,1.0,,,1,idle,,,,sfx_scn_tablehit,,,guilty,,,Low_2,,
d_nikke_guilty_03_77,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_77,False,,10,10,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_78,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_78,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_79,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_79,False,,10,10,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_80,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_80,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_81,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_81,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_82,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_82,False,,10,10,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_83,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_83,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_84,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_84,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_85,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_85,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_86,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_86,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_87,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_87,False,,black,black,1.0,,,1,surprise,,,,,,,,,,,,
d_nikke_guilty_03_88,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_88,False,,black,black,1.0,,,1,surprise,,,,sfx_scn_stockingripped,,,,,,,,
d_nikke_guilty_03_89,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_89,True,,black,black,1.0,,,1,surprise,,,,,,,prisoner,prisoner,,,,
d_nikke_guilty_03_90,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_90,False,,10,100,2.0,,,1,surprise,,,,,,,guilty,,,,,
d_nikke_guilty_03_91,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_91,True,,100,100,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_92,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_92,False,,100,100,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_93,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_93,False,,100,100,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_94,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_94,True,,100,100,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_95,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_95,False,,100,100,1.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_96,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_96,True,,100,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_97,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_97,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_98,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_98,False,,10,10,1.0,,,1,surprise,,,,,,,guilty,,,,,
d_nikke_guilty_03_99,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_99,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_100,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_100,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_101,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_101,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_102,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_102,False,,10,100,2.0,,,1,idle,,,,,,,guilty,,,,,
d_nikke_guilty_03_103,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_103,True,,100,100,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_104,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_104,True,,100,100,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_105,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_105,True,,black,black,1.0,none,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_106,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_106,True,,100,10,0.5,bgm_story_trauma,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_107,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_107,True,,10,10,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_108,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_108,False,,10,10,1.0,,,1,shy,,,,,,,guilty,,,,,
d_nikke_guilty_03_109,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_109,True,,10,10,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_110,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_110,True,,10,10,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_111,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_111,False,,10,10,1.0,,,1,shy,,,,,,,guilty,,,,,d_nikke_guilty_03_113
d_nikke_guilty_03_112,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_112,False,,10,10,1.0,,,1,shy,,,,,,,guilty,,,,,d_nikke_guilty_03_114
d_nikke_guilty_03_113,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_113,True,,10,100,1.0,,,1,angry,,,,,,,guilty,guilty,,,,d_nikke_guilty_03_115
d_nikke_guilty_03_114,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_114,True,,10,100,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_115,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_115,True,,100,100,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_116,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_116,True,,100,100,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_117,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_117,True,,100,100,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_118,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_118,True,,100,100,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_119,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_119,False,,100,100,1.0,,,1,shy,,,,,,,guilty,,,,,d_nikke_guilty_03_121
d_nikke_guilty_03_120,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_120,False,,100,100,1.0,,,1,shy,,,,,,,guilty,,,,,d_nikke_guilty_03_124
d_nikke_guilty_03_121,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_121,True,,100,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_122,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_122,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_123,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_123,True,,10,10,1.0,,,1,angry,,,,,,,guilty,guilty,,,,d_nikke_guilty_03_127
d_nikke_guilty_03_124,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_124,True,,100,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_125,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_125,True,,10,10,1.0,,,1,idle,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_126,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_126,True,,10,10,1.0,,,1,angry,,,,,,,guilty,guilty,,,,d_nikke_guilty_03_127
d_nikke_guilty_03_127,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_127,True,,10,10,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_128,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_128,True,,10,10,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_129,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_129,False,,10,10,1.0,,,1,angry,,,,,,,guilty,,,,,d_nikke_guilty_03_131
d_nikke_guilty_03_130,d_nikke_guilty_03,Choice,Locale_NikkeEpisode:d_nikke_guilty_03_130,False,,10,10,1.0,,,1,angry,,,,,,,guilty,,,,,d_nikke_guilty_03_132
d_nikke_guilty_03_131,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_131,True,,10,10,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,d_nikke_guilty_03_133
d_nikke_guilty_03_132,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_132,True,,10,10,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_133,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_133,True,,10,100,0.5,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_134,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_134,True,,100,100,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_135,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_135,True,,100,100,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_136,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_136,True,,100,100,1.0,,,1,surprise,,,,,,,guilty,guilty,,,,
