id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_quency_escapequeen_02_12,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_12,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_13,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_13,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_14,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_14,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_15,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_15,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_16,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_16,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_17,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_17,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_18,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_18,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_19,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_19,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_20,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_20,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_21,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_21,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_22,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_22,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_23,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_23,True,,S_100,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_24,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_24,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_25,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_25,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_26,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_26,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_27,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_27,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_28,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_28,True,,S_10,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_29,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_29,True,,S_100,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_30,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_30,True,,S_100,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_31,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_31,True,,S_100,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_32,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_32,True,,S_100,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_33,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_33,False,,S_100,S_100,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_34,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_34,True,,S_100,S_10,1.0,,,,,,1,delight
d_nikke_quency_escapequeen_02_35,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_35,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_36,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_36,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_37,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_37,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_38,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_38,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_39,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_39,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_40,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_40,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_41,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_41,True,Park,S_10,S_10,1.0,,black,,,,1,think
d_nikke_quency_escapequeen_02_42,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_42,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_43,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_43,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_44,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_44,False,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_45,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_45,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_46,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_46,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_47,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_47,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_48,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_48,False,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_49,d_nikke_quency_escapequeen_02,Narration,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_49,False,,S_10,S_10,1.0,,,sfx_scn_walldebris,,,1,think
d_nikke_quency_escapequeen_02_50,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_50,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_51,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_51,False,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_52,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_52,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_53,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_53,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_54,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_54,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_55,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_55,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_56,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_56,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_57,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_57,True,,S_10,S_100,1.0,none,,,,,1,surprise
d_nikke_quency_escapequeen_02_58,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_58,True,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_59,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_59,False,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_60,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_60,True,,S_100,S_100,1.0,bgm_story_whosdumber,,,,,1,surprise
d_nikke_quency_escapequeen_02_61,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_61,False,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_62,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_62,False,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_63,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_63,True,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_64,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_64,True,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_65,d_nikke_quency_escapequeen_02,Speech,quency_e,youngwoman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_65,False,,60,60,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_66,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_66,False,,S_100,S_100,1.0,,,,Low_2,,1,surprise
d_nikke_quency_escapequeen_02_67,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_67,False,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_68,d_nikke_quency_escapequeen_02,Speech,quency_e,youngwoman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_68,False,,S_100,60,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_69,d_nikke_quency_escapequeen_02,Speech,quency_e,youngwoman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_69,False,,60,60,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_70,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_70,True,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_71,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_71,False,,S_100,S_100,1.0,,,,,,1,surprise
d_nikke_quency_escapequeen_02_72,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_72,False,,black,black,1.0,,,sfx_scn_runaway2,,,1,surprise
d_nikke_quency_escapequeen_02_73,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_73,True,,S_10,S_10,1.0,,,,,,1,angry
d_nikke_quency_escapequeen_02_74,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_74,False,,S_10,S_10,1.0,,,,,,1,angry
d_nikke_quency_escapequeen_02_75,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_75,True,,S_10,S_10,1.0,,,,,,1,angry
d_nikke_quency_escapequeen_02_76,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_76,False,,S_10,S_10,1.0,,,,,,1,angry
d_nikke_quency_escapequeen_02_77,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_77,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_78,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_78,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_79,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_79,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_80,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_80,True,City_d,S_10,S_10,1.0,bgm_story_breakaway,black,,,,1,think
d_nikke_quency_escapequeen_02_81,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_81,True,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_82,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_82,False,,S_10,S_10,1.0,,,,,,1,think
d_nikke_quency_escapequeen_02_83,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_83,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_84,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_84,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_85,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_85,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_86,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_86,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_87,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_87,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_88,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_88,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_89,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_89,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_90,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_90,True,,S_10,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_91,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_91,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_92,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_92,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_93,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_93,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_94,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_94,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_95,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_95,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_96,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_96,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_97,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_97,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_98,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_98,True,,black,black,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_99,d_nikke_quency_escapequeen_02,Narration,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_99,False,,S_100,S_100,1.0,,,sfx_scn_metalkick,,,1,idle
d_nikke_quency_escapequeen_02_100,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_100,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_101,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_101,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_102,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_102,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_103,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_103,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_104,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_104,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_105,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_105,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_106,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_106,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_107,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_107,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_108,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_108,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_109,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_109,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_110,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_110,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_111,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_111,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_112,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_112,True,,S_100,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_113,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_113,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_114,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_114,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_115,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_115,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_116,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_116,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_117,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_117,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_118,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_118,False,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_119,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_119,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_120,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_120,True,,S_10,S_10,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_121,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_121,True,,S_10,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_122,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_122,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_123,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_123,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_124,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_124,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_125,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_125,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_126,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_126,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_127,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_127,True,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_128,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_128,False,,S_100,S_100,1.0,,,,,,1,idle
d_nikke_quency_escapequeen_02_129,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_129,True,,S_100,S_100,1.0,,,,,,1,delight
