id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_dorothy_serendipity_02_15,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_15,True,,100,100,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_16,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_16,True,,100,10,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_17,d_nikke_dorothy_serendipity_02,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_17,False,,10,10,1.0,,dorothy_s,,sfx_scn_putdown,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_18,d_nikke_dorothy_serendipity_02,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_18,False,,10,113,1.0,,dorothy_s,,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_19,d_nikke_dorothy_serendipity_02,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_19,False,,113,113,1.0,,dorothy_s,,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_20,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_20,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_21,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_21,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_22,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_22,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_23,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_23,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_24,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_24,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_25,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_25,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_26,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_26,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,sleep,,13,idle
d_nikke_dorothy_serendipity_02_27,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_27,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,sleep,,13,idle
d_nikke_dorothy_serendipity_02_28,d_nikke_dorothy_serendipity_02,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_28,False,,black,black,1.0,,dorothy_s,,,,1,sleep,,13,idle
d_nikke_dorothy_serendipity_02_29,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_29,False,,100,100,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_30,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_30,True,,100,100,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_31,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_31,True,,100,100,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_32,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_32,True,,100,100,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_33,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_33,True,,100,10,1.0,,dorothy_s,dorothy_s,,,1,surprise,,13,idle
d_nikke_dorothy_serendipity_02_34,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_34,False,,10,113,1.0,,dorothy_s,dorothy_s,,,1,surprise,,13,idle
d_nikke_dorothy_serendipity_02_35,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_35,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_36,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_36,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_37,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_37,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_38,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_38,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_39,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_39,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_40,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_40,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_41,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_41,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_42,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_42,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,smile,,13,idle
d_nikke_dorothy_serendipity_02_43,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_43,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_44,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_44,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_45,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_45,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_46,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_46,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_47,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_47,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_48,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_48,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_49,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_49,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
d_nikke_dorothy_serendipity_02_50,d_nikke_dorothy_serendipity_02,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_02_50,True,,113,113,1.0,,dorothy_s,dorothy_s,,,1,idle,,13,idle
