id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce006_01_04_11,d_nikke_ce006_01_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_04_11,True,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_12,d_nikke_ce006_01_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_04_12,True,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_13,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_13,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_14,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_14,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_15,d_nikke_ce006_01_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_04_15,True,,5,surprise,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_16,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_16,False,,5,surprise,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_17,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_17,True,,5,surprise,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_18,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_18,True,,5,surprise,,1,void,,3,idle,,13,idle,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_19,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_19,True,,5,surprise,,1,void,,3,idle,,13,idle,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_20,d_nikke_ce006_01_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_20,False,,5,surprise,,1,void,,3,idle,,13,idle,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_21,d_nikke_ce006_01_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_21,False,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,black,black,1.0,
d_nikke_ce006_01_04_22,d_nikke_ce006_01_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_22,False,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,black,black,1.0,
d_nikke_ce006_01_04_23,d_nikke_ce006_01_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_23,False,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,black,black,1.0,
d_nikke_ce006_01_04_24,d_nikke_ce006_01_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_24,False,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_25,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_25,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_26,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_26,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_27,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_27,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_28,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_28,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_29,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_29,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_30,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_30,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_31,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_31,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_32,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_32,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_33,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_33,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_34,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_34,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_35,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_35,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_36,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_36,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_37,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_37,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_38,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_38,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,12,2,1.3,
d_nikke_ce006_01_04_39,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_39,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_40,d_nikke_ce006_01_04,Speech,anis,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_40,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_41,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_41,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_42,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_42,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_43,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_43,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_44,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_44,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_45,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_45,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_46,d_nikke_ce006_01_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_04_46,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,2,4,1.3,
d_nikke_ce006_01_04_47,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_47,True,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_48,d_nikke_ce006_01_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_48,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_49,d_nikke_ce006_01_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_49,False,,5,idle,,1,void,,3,idle,,13,no,,15,idle,,4,4,1.0,
d_nikke_ce006_01_04_50,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_50,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_51,d_nikke_ce006_01_04,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_04_51,False,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,12,130,1.3,
