id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id
d_nikke_aria_01_35,d_nikke_aria_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_aria_01_35,True,,1,idle,,13,delight,,15,idle,,113,15,1.0,,rapi,,3,idle,,,,,
d_nikke_aria_01_36,d_nikke_aria_01,Self,Self,Locale_NikkeEpisode:d_nikke_aria_01_36,False,,1,idle,,13,delight,,15,idle,,15,15,1.0,,,,3,idle,,,,,
d_nikke_aria_01_37,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_37,True,,1,idle,,13,delight,,15,idle,,15,5,2.0,,aria,,5,idle,,,,,
d_nikke_aria_01_38,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_38,True,,1,idle,,13,delight,,15,idle,,5,5,1.0,,aria,,5,idle,,,anis,neon,rapi
d_nikke_aria_01_39,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_39,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_40,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_40,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_41,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_41,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_42,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_42,True,,,,,,,,,,,5,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_43,d_nikke_aria_01,Self,Self,Locale_NikkeEpisode:d_nikke_aria_01_43,False,,,,,,,,,,,50,50,1.0,,,,5,idle,,,,,
d_nikke_aria_01_44,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_44,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_45,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_45,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_46,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_46,False,,,,,,,,,,,50,50,1.0,,,,5,idle,d_nikke_aria_01_48,,,,
d_nikke_aria_01_47,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_47,False,,,,,,,,,,,50,50,1.0,,,,5,idle,d_nikke_aria_01_49,,,,
d_nikke_aria_01_48,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_48,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,d_nikke_aria_01_51,,,,
d_nikke_aria_01_49,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_49,False,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_50,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_50,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,d_nikke_aria_01_51,,,,
d_nikke_aria_01_51,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_51,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_52,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_52,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_53,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_53,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_54,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_54,False,,,,,,,,,,,50,5,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_55,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_55,True,,,,,,,,,,,5,5,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_56,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_56,True,,,,,,,,,,,5,5,1.0,none,aria,,5,idle,,,,,
d_nikke_aria_01_57,d_nikke_aria_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_aria_01_57,False,,,,,,,,,,,5,50,1.0,,,,5,think,,,,,
d_nikke_aria_01_58,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_58,False,,,,,,,,,,,50,50,1.0,bgm_story_tragedy,aria,,5,"expression_0,idle",,,,,
d_nikke_aria_01_59,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_59,True,,,,,,,,,,,50,50,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_60,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_60,True,,,,,,,,,,,50,50,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_61,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_61,True,,,,,,,,,,,50,50,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_62,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_62,True,,,,,,,,,,,50,50,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_63,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_63,False,,,,,,,,,,,50,50,1.0,,aria,,5,"expression_0,think",,,,,
d_nikke_aria_01_64,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_64,False,,,,,,,,,,,50,5,1.0,none,aria,,5,think,,,,,
d_nikke_aria_01_65,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_65,True,,,,,,,,,,,5,5,1.0,bgm_story_backtonormal,aria,,5,idle,,,,,
d_nikke_aria_01_66,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_66,False,,,,,,,,,,,5,5,1.0,,,,5,idle,d_nikke_aria_01_68,,,,
d_nikke_aria_01_67,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_67,False,,,,,,,,,,,5,5,1.0,,,,5,idle,d_nikke_aria_01_70,,,,
d_nikke_aria_01_68,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_68,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_69,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_69,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_71,,,,
d_nikke_aria_01_70,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_70,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_71,,,,
d_nikke_aria_01_71,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_71,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_72,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_72,True,,,,,,,,,,,5,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_73,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_73,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_74,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_74,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_75,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_75,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_76,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_76,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_77,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_77,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_78,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_78,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_79,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_79,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_80,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_80,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_81,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_81,True,,,,,,,,,,,50,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_82,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_82,False,,,,,,,,,,,50,50,1.0,,,,5,idle,d_nikke_aria_01_84,,,,
d_nikke_aria_01_83,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_83,False,,,,,,,,,,,50,50,1.0,,,,5,idle,d_nikke_aria_01_90,,,,
d_nikke_aria_01_84,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_84,True,,,,,,,,,,,50,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_85,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_85,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_86,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_86,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_87,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_87,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_88,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_88,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_89,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_89,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_93,,,,
d_nikke_aria_01_90,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_90,True,,,,,,,,,,,50,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_91,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_91,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_92,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_92,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_93,,,,
d_nikke_aria_01_93,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_93,False,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_94,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_94,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_95,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_95,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_96,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_96,False,,,,,,,,,,,5,5,1.0,,,,5,idle,d_nikke_aria_01_98,,,,
d_nikke_aria_01_97,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_97,False,,,,,,,,,,,5,5,1.0,,,,5,idle,d_nikke_aria_01_99,,,,
d_nikke_aria_01_98,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_98,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_100,,,,
d_nikke_aria_01_99,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_99,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,d_nikke_aria_01_100,,,,
d_nikke_aria_01_100,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_100,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_101,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_101,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_102,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_102,True,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_103,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_103,False,,,,,,,,,,,5,5,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_104,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_104,True,anis,1,worry,,,,,,,,5,50,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_105,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_105,True,,3,worry,neon,1,idle,,,,,50,500,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_106,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_106,False,,3,worry,,1,idle,,,,,500,500,1.0,,,,5,idle,d_nikke_aria_01_108,,,,
d_nikke_aria_01_107,d_nikke_aria_01,Choice,,Locale_NikkeEpisode:d_nikke_aria_01_107,False,,3,worry,,1,idle,,,,,500,500,1.0,,,,5,idle,d_nikke_aria_01_113,,,,
d_nikke_aria_01_108,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_108,True,,3,worry,,1,idle,,,,,500,500,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_109,d_nikke_aria_01,Self,Self,Locale_NikkeEpisode:d_nikke_aria_01_109,False,,3,worry,,1,idle,,,,,500,500,1.0,,,,5,idle,,,,,
d_nikke_aria_01_110,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_110,True,,3,worry,,1,idle,,,,,500,500,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_111,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_111,True,,3,worry,,1,idle,,,,,500,500,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_112,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_112,True,,3,worry,,1,idle,,,,,500,53,1.0,,anis,,5,idle,d_nikke_aria_01_118,,,,
d_nikke_aria_01_113,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_113,True,,3,worry,,1,idle,,,,,500,53,1.0,,anis,,5,idle,,,,,
d_nikke_aria_01_114,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_114,True,,3,worry,,1,idle,,,,,53,53,1.0,,anis,,5,idle,,,,,
d_nikke_aria_01_115,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_115,True,,3,worry,,1,idle,,,,,53,53,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_116,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_116,True,,3,worry,,1,idle,,,,,53,53,1.0,,aria,,5,idle,,,,,
d_nikke_aria_01_117,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_117,True,,3,worry,,1,idle,,,,,53,53,1.0,,anis,,5,idle,d_nikke_aria_01_118,,,,
d_nikke_aria_01_118,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_118,True,,3,delight,,1,idle,rapi,13,idle,,53,53,1.0,,anis,,5,idle,,,,,
d_nikke_aria_01_119,d_nikke_aria_01,Speech,anis,Locale_NikkeEpisode:d_nikke_aria_01_119,True,,3,delight,,1,idle,,13,idle,,53,53,1.0,,anis,,5,idle,,,,,
d_nikke_aria_01_120,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_120,False,,3,delight,,1,idle,,13,idle,,53,5,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_121,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_121,True,,3,delight,,1,idle,,13,idle,,5,5,1.0,,aria,,5,think,,,,,
d_nikke_aria_01_122,d_nikke_aria_01,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_01_122,True,,3,delight,,1,idle,,13,idle,,5,50,0.5,,aria,,5,idle,,,,,
d_nikke_aria_01_123,d_nikke_aria_01,Speech,neon,Locale_NikkeEpisode:d_nikke_aria_01_123,True,,3,delight,,1,idle,,13,idle,,S_10,S_10,1.0,none,neon,,5,idle,,,,,
d_nikke_aria_01_124,d_nikke_aria_01,Speech,neon,Locale_NikkeEpisode:d_nikke_aria_01_124,True,,3,delight,,1,delight,,13,idle,,S_10,S_10,1.0,,neon,,5,idle,,,,,
d_nikke_aria_01_125,d_nikke_aria_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_aria_01_125,True,,3,delight,,1,delight,,13,idle,,130,130,1.0,,rapi,,5,idle,,,,,
