id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target
d_nikke_kilo_02_17,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_17,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,97,1.0,,
d_nikke_kilo_02_18,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_18,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,
d_nikke_kilo_02_19,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_19,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,
d_nikke_kilo_02_20,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_20,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,3,1.0,,
d_nikke_kilo_02_21,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_21,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_22,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_22,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_23,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_23,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_24,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_24,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_25,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_25,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,90,90,1.0,,
d_nikke_kilo_02_26,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_26,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,90,90,1.0,,
d_nikke_kilo_02_27,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_27,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,90,90,1.0,,
d_nikke_kilo_02_28,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_28,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,5,S_50,0.2,,
d_nikke_kilo_02_29,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_29,False,,9,worry,,7,void,,5,no,,3,idle,,1,idle,,S_50,S_50,1.0,,
d_nikke_kilo_02_30,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_30,True,,9,worry,,7,void,,5,no,,3,idle,,1,idle,,S_50,S_500,0.5,,
d_nikke_kilo_02_31,d_nikke_kilo_02,Choice,neon,,Locale_NikkeEpisode:d_nikke_kilo_02_31,False,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,d_nikke_kilo_02_33
d_nikke_kilo_02_32,d_nikke_kilo_02,Choice,neon,,Locale_NikkeEpisode:d_nikke_kilo_02_32,False,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,d_nikke_kilo_02_35
d_nikke_kilo_02_33,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_33,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,
d_nikke_kilo_02_34,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_34,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,d_nikke_kilo_02_38
d_nikke_kilo_02_35,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_35,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,
d_nikke_kilo_02_36,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_36,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,
d_nikke_kilo_02_37,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_37,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_500,S_500,1.0,,d_nikke_kilo_02_38
d_nikke_kilo_02_38,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_38,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,S_30,2.0,,
d_nikke_kilo_02_39,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_39,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_30,S_30,2.0,,
d_nikke_kilo_02_40,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_40,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,S_30,S_300,1.0,,
d_nikke_kilo_02_41,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_41,True,,9,worry,,7,void,,5,no,,3,idle,,1,idle,,S_300,S_300,1.0,,
d_nikke_kilo_02_42,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_42,True,,9,worry,,7,void,,5,no,,3,idle,,1,idle,,S_300,3,1.0,,
d_nikke_kilo_02_43,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_43,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_44,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_44,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_45,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_45,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_46,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_46,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_47,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_47,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_48,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_48,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_49,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_49,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,3,S_30,2.0,,
d_nikke_kilo_02_50,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_50,False,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,5,S_50,2.0,,
d_nikke_kilo_02_51,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_51,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_50,S_50,1.0,,
d_nikke_kilo_02_52,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_52,False,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,S_50,70,1.0,,
d_nikke_kilo_02_53,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_53,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_54,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_54,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_55,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_55,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_56,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_56,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,S_30,1.0,,
d_nikke_kilo_02_57,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_57,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_58,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_58,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_59,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_59,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_60,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_60,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_61,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_61,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_62,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_62,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_63,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_63,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_64,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_64,False,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_65,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_65,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_66,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_66,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_67,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_67,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_68,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_68,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_69,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_69,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_70,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_70,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_71,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_71,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_72,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_72,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_73,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_73,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,7,70,1.0,,
d_nikke_kilo_02_74,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_74,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,70,S_30,1.0,,
d_nikke_kilo_02_75,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_75,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_76,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_76,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_77,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_77,True,,9,idle,,7,worry,,5,idle,,3,smile,,1,idle,,S_30,70,1.0,,
d_nikke_kilo_02_78,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_78,True,,9,idle,,7,worry,,5,idle,,3,smile,,1,idle,,70,S_30,1.0,,
d_nikke_kilo_02_79,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_79,False,,9,idle,,7,worry,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_80,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_80,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,S_30,3,2.0,,
d_nikke_kilo_02_81,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_81,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_82,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_82,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_83,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_83,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_84,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_84,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_85,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_85,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_86,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_86,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_87,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_87,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_88,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_88,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,3,S_30,2.0,,
d_nikke_kilo_02_89,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_89,False,,9,idle,,7,void,,5,worry,,3,smile,,1,idle,,S_50,S_50,1.0,,
d_nikke_kilo_02_90,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_90,True,,9,idle,,7,void,,5,worry,,3,idle,,1,idle,,S_50,S_50,1.0,,
d_nikke_kilo_02_91,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_91,True,,9,idle,,7,void,,5,worry,,3,idle,,1,idle,,S_50,S_50,1.0,,
d_nikke_kilo_02_92,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_92,True,,9,idle,,7,void,,5,worry,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_93,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_93,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_94,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_94,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_95,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_95,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_96,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_96,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_97,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_97,True,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,S_30,3,2.0,,
d_nikke_kilo_02_98,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_98,False,,9,idle,,7,void,,5,idle,,3,smile,,1,idle,,3,7,1.0,,
d_nikke_kilo_02_99,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_99,True,,9,idle,,7,angry,,5,idle,,3,smile,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_100,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_100,True,,9,idle,,7,angry,,5,idle,,3,smile,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_101,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_101,True,,9,idle,,7,angry,,5,idle,,3,smile,,1,idle,,7,7,1.0,,
d_nikke_kilo_02_102,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_102,True,,9,idle,,7,idle,,5,idle,,3,smile,,1,idle,,7,70,1.0,,
d_nikke_kilo_02_103,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_103,True,,9,idle,,7,idle,,5,idle,,3,smile,,1,idle,,70,70,1.0,,
d_nikke_kilo_02_104,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_104,True,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,3,S_30,1.0,,
d_nikke_kilo_02_105,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_105,True,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_106,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_106,False,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_107,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_107,False,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_108,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_108,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_109,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_109,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,S_30,S_30,1.0,,
d_nikke_kilo_02_110,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_110,True,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,S_30,S_300,0.5,,
d_nikke_kilo_02_111,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_111,True,,9,idle,,7,idle,,5,idle,,3,think,,1,idle,,75,75,1.0,,
d_nikke_kilo_02_112,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_112,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,75,75,1.0,,
d_nikke_kilo_02_113,d_nikke_kilo_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_02_113,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,75,75,1.0,,
d_nikke_kilo_02_114,d_nikke_kilo_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_02_114,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,75,75,1.0,,
d_nikke_kilo_02_115,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_115,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,75,97,1.0,,
d_nikke_kilo_02_116,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_116,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_117,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_117,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_118,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_118,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_119,d_nikke_kilo_02,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_02_119,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_120,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_120,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,
d_nikke_kilo_02_121,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_121,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_122,d_nikke_kilo_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_02_122,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_123,d_nikke_kilo_02,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_kilo_02_123,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,9,9,1.0,,
d_nikke_kilo_02_124,d_nikke_kilo_02,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_02_124,True,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,3,3,1.0,,
