id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_kilo_01_17,d_nikke_kilo_01,Monologue,mana_op,Monologue,Locale_NikkeEpisode:d_nikke_kilo_01_17,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_18,d_nikke_kilo_01,Monologue,mana_op,Monologue,Locale_NikkeEpisode:d_nikke_kilo_01_18,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_19,d_nikke_kilo_01,Self,mana_op,Self,Locale_NikkeEpisode:d_nikke_kilo_01_19,False,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_20,d_nikke_kilo_01,Speech,mana_op,mana,Locale_NikkeEpisode:d_nikke_kilo_01_20,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_21,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_21,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_22,d_nikke_kilo_01,Speech,mana_op,mana,Locale_NikkeEpisode:d_nikke_kilo_01_22,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_23,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_23,False,,70,70,1.0,,,,,9,idle,,,7,no,,,5,idle,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_24,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_24,True,,S_50,S_50,1.0,,,,,9,idle,,,7,no,,,5,no,,,,,,,,,,OP_leftup,idle,
d_nikke_kilo_01_25,d_nikke_kilo_01,Narration,neon,Narration,Locale_NikkeEpisode:d_nikke_kilo_01_25,False,RuinIndoor,black,black,1.0,,black,,,9,idle,rapi,,7,no,anis,,5,no,neon,,,,,,,,,OP_leftup,idle,mana_op
d_nikke_kilo_01_26,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_26,True,,2,2,1.0,,,,,,,,,,,,,,,,talos,3,idle,kilo_op_c,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_27,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_27,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_28,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_28,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_29,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_29,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_30,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_30,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_31,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_31,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_32,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_32,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_33,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_33,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_34,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_34,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,surprise,,,,,
d_nikke_kilo_01_35,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_35,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,surprise,,,,,
d_nikke_kilo_01_36,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_36,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,surprise,,,,,
d_nikke_kilo_01_37,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_37,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_38,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_38,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_39,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_39,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,idle,,,,,
d_nikke_kilo_01_40,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_40,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,smile,,,,,
d_nikke_kilo_01_41,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_41,True,,2,2,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,smile,,,,,
d_nikke_kilo_01_42,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_42,True,,2,20,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,smile,,,,,
d_nikke_kilo_01_43,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_43,True,,20,20,1.0,,,,,,,,,,,,,,,,,3,idle,,OP_kilo_center,surprise,,,,,
d_nikke_kilo_01_44,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_44,True,,20,9,1.0,,,,rapi,9,idle,,anis,7,void,,neon,5,idle,,,3,idle,,OP_kilo_center,surprise,kilo_op_c,,,,
d_nikke_kilo_01_45,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_45,True,,9,9,1.0,,,,,9,worry,,,7,void,,,5,idle,,,3,idle,,,,,,,,
d_nikke_kilo_01_46,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_46,False,,75,75,0.5,,,,,9,worry,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_47,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_47,False,,75,75,0.5,,,,,9,worry,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_48,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_48,True,,75,70,0.2,,,,,9,idle,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_49,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_49,True,,S_50,S_50,1.0,,,,,9,idle,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_50,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_50,True,,700,700,1.0,,,,,9,idle,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_51,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_51,True,,S_500,S_500,1.0,,,,,9,idle,,,7,angry,,,5,no,,,3,idle,,,,,,,,
d_nikke_kilo_01_52,d_nikke_kilo_01,Speech,kilo_op_c,kilo_op_c,Locale_NikkeEpisode:d_nikke_kilo_01_52,True,,2,2,1.0,,,,,9,idle,,,7,void,,,5,no,,,3,idle,kilo_op_c,OP_kilo_center,surprise,,,,,
d_nikke_kilo_01_53,d_nikke_kilo_01,Narration,kilo,Narration,Locale_NikkeEpisode:d_nikke_kilo_01_53,False,,black,black,1.0,none,,sfx_scn_steamboxopen,,9,idle,,,7,void,,,5,no,,,3,idle,,,,kilo_op_c,,,,
d_nikke_kilo_01_54,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_54,True,,30,3,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,kilo,3,idle,,,,,
d_nikke_kilo_01_55,d_nikke_kilo_01,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_01_55,False,,3,3,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_56,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_56,True,,3,3,1.0,bgm_story_orangepop,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_57,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_57,True,,3,3,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_58,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_58,True,,3,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_59,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_59,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_60,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_60,True,,S_50,S_50,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_61,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_61,True,,S_30,S_30,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,surprise,,,,,
d_nikke_kilo_01_62,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_62,True,,S_50,S_50,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,surprise,,,,,
d_nikke_kilo_01_63,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_63,True,,S_50,S_500,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,surprise,,,,,
d_nikke_kilo_01_64,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_64,True,,S_500,S_500,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,surprise,,,,,
d_nikke_kilo_01_65,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_65,True,,S_500,S_500,1.0,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_66,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_66,True,,S_500,S_50,1.0,,,,,9,idle,,,7,void,,,5,angry,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_67,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_67,True,,9,9,1.0,,,,,9,idle,,,7,void,,,5,angry,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_68,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_68,True,,9,9,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_69,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_69,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_70,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_70,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_71,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_71,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_72,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_72,True,,31,31,1.0,,,,,9,idle,,,7,worry,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_73,d_nikke_kilo_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_kilo_01_73,False,,31,31,1.0,,,,,9,idle,,,7,worry,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_74,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_74,True,,31,S_30,1.0,,,,,9,idle,,,7,worry,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_75,d_nikke_kilo_01,Narration,kilo,Narration,Locale_NikkeEpisode:d_nikke_kilo_01_75,False,,black,black,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_76,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_76,True,,S_30,S_30,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,smile,,,,,
d_nikke_kilo_01_77,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_77,True,,S_30,S_300,2.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_78,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_78,True,,S_300,1,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_79,d_nikke_kilo_01,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_01_79,True,,1,10,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_80,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_80,True,,70,70,1.0,,,,,9,idle,,,7,angry,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_81,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_81,False,,S_50,S_50,1.0,,,,,9,idle,,,7,angry,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_82,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_82,True,,S_50,S_500,0.5,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_83,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_83,True,,S_30,S_300,0.5,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,angry,,,,,
d_nikke_kilo_01_84,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_84,True,,S_300,S_300,1.0,,,,,9,idle,,,7,void,,,5,surprise,,,1,idle,,3,angry,,,,,
d_nikke_kilo_01_85,d_nikke_kilo_01,Self,neon,Self,Locale_NikkeEpisode:d_nikke_kilo_01_85,False,,97,97,1.0,,,,,9,idle,,,7,void,,,5,surprise,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_86,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_86,True,,97,97,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_87,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_87,False,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_88,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_88,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_89,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_89,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_90,d_nikke_kilo_01,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_01_90,False,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_91,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_91,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_92,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_92,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_93,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_93,True,,75,75,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_94,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_94,True,,75,S_50,0.2,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_95,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_95,True,,S_50,S_500,0.2,,,,,9,idle,,,7,void,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_96,d_nikke_kilo_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_01_96,False,,S_500,S_500,1.0,,,,,9,idle,,,7,no,,,5,no,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_97,d_nikke_kilo_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_01_97,True,,S_500,5,1.0,,,,,9,idle,,,7,no,,,5,worry,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_98,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_98,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,worry,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_99,d_nikke_kilo_01,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_01_99,False,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_100,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_100,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_101,d_nikke_kilo_01,Self,kilo,Self,Locale_NikkeEpisode:d_nikke_kilo_01_101,False,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_102,d_nikke_kilo_01,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_01_102,True,,31,31,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_103,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_103,False,,9,9,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
d_nikke_kilo_01_104,d_nikke_kilo_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_01_104,True,,9,9,1.0,,,,,9,idle,,,7,void,,,5,idle,,,1,idle,,3,idle,,,,,
