id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_soline_03_11,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_11,False,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_12,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_12,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_13,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_13,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_14,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_14,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_15,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_15,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_16,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_16,True,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_17,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_17,True,,S_10,S_100,0.5,,,,,1,angry,
d_nikke_soline_03_18,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_18,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_19,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_19,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_20,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_20,False,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_21,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_21,True,,S_100,S_10,0.5,,,,,1,angry,
d_nikke_soline_03_22,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_22,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_23,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_23,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_24,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_24,False,,S_10,S_100,0.5,,,,,1,angry,
d_nikke_soline_03_25,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_25,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_26,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_26,False,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_27,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_27,True,,S_100,S_100,1.0,,,,,1,surprise,
d_nikke_soline_03_28,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_28,False,,S_100,S_10,2.0,,,,,1,surprise,
d_nikke_soline_03_29,d_nikke_soline_03,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_03_29,False,,S_10,S_10,1.0,,d_nikke_soline_03_31,,,1,surprise,
d_nikke_soline_03_30,d_nikke_soline_03,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_03_30,False,,S_10,S_10,1.0,,d_nikke_soline_03_38,,,1,surprise,
d_nikke_soline_03_31,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_31,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_32,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_32,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_33,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_33,False,,S_10,S_100,2.0,,,,,1,surprise,
d_nikke_soline_03_34,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_34,False,,S_100,S_100,1.0,,,,,1,surprise,
d_nikke_soline_03_35,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_35,False,,S_100,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_36,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_36,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_37,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_37,True,,S_10,S_10,1.0,,d_nikke_soline_03_44,,,1,idle,
d_nikke_soline_03_38,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_38,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_39,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_39,False,,S_10,S_100,0.5,,,,,1,angry,
d_nikke_soline_03_40,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_40,False,,S_100,S_100,1.0,,,,,1,pain,
d_nikke_soline_03_41,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_41,True,,S_100,S_10,2.0,,,,,1,surprise,
d_nikke_soline_03_42,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_42,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_43,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_43,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_44,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_44,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_45,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_45,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_46,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_46,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_47,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_47,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_48,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_48,True,,S_10,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_49,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_49,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_50,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_50,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_51,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_51,True,,S_100,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_52,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_52,False,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_53,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_53,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_54,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_54,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_55,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_55,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_56,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_56,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_57,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_57,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_58,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_58,True,,S_10,S_100,2.0,,,,,1,angry,
d_nikke_soline_03_59,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_59,False,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_60,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_60,True,,S_100,S_100,1.0,,,,,1,shy,
d_nikke_soline_03_61,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_61,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_62,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_62,True,,S_100,S_10,2.0,,,,,1,idle,
d_nikke_soline_03_63,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_63,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_64,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_64,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_65,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_65,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_66,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_66,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_67,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_67,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_68,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_68,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_69,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_69,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_70,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_70,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_71,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_71,True,,S_10,S_100,0.5,,,,,1,idle,
d_nikke_soline_03_72,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_72,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_73,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_73,True,,S_100,S_100,1.0,,,,,1,delight,
d_nikke_soline_03_74,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_74,True,,S_100,S_10,0.5,,,,,1,delight,
d_nikke_soline_03_75,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_75,False,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_soline_03_76,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_76,True,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_77,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_77,False,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_78,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_78,True,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_79,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_79,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_80,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_80,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_81,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_81,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_82,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_82,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_83,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_83,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_84,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_84,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_85,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_85,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_86,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_86,True,,S_10,S_100,0.5,none,,,,1,idle,
d_nikke_soline_03_87,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_87,False,Cafe,S_50,S_10,2.0,bgm_story_girlstalk,,black,,1,idle,
d_nikke_soline_03_88,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_88,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_89,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_89,True,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_soline_03_90,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_90,False,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_soline_03_91,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_91,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_92,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_92,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_93,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_93,True,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_soline_03_94,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_94,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_95,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_95,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_96,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_96,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_97,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_97,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_98,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_98,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_99,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_99,True,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_soline_03_100,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_100,False,,S_10,S_100,0.5,,,,,1,delight,
d_nikke_soline_03_101,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_101,False,,S_100,S_10,0.5,,,,,1,pain,
d_nikke_soline_03_102,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_102,True,,S_10,S_10,2.0,,,,,1,pain,
d_nikke_soline_03_103,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_103,True,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_104,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_104,False,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_105,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_105,True,,S_10,S_10,1.0,,,,,1,shy,
d_nikke_soline_03_106,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_106,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_107,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_107,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_108,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_108,False,,S_10,S_100,2.0,none,,,,1,surprise,
d_nikke_soline_03_109,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_109,False,,S_100,1,0.5,bgm_story_herecomestrouble,,,,1,shy,
d_nikke_soline_03_110,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_110,False,,1,1,2.0,,,,,1,shy,
d_nikke_soline_03_111,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_111,True,,1,1,1.0,,,,,1,shy,
d_nikke_soline_03_112,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_112,True,,1,S_10,0.5,,,,,1,angry,
d_nikke_soline_03_113,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_113,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_114,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_114,False,,S_10,S_100,0.5,,,,,1,angry,
d_nikke_soline_03_115,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_115,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_116,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_116,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_117,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_117,False,,S_100,S_100,1.0,,,,,1,surprise,
d_nikke_soline_03_118,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_118,True,,S_100,1,0.5,,,,,1,shy,
d_nikke_soline_03_119,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_119,True,,black,black,1.0,,,,,1,shy,
d_nikke_soline_03_120,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_120,False,,S_10,S_10,1.0,,,black,,1,surprise,
d_nikke_soline_03_121,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_121,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_122,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_122,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_123,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_123,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_124,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_124,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_125,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_125,False,,S_10,S_100,0.5,,,,,1,surprise,
d_nikke_soline_03_126,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_126,False,,S_100,S_100,1.0,,,,,1,surprise,
d_nikke_soline_03_127,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_127,False,,S_100,S_100,1.0,,,,,1,surprise,
d_nikke_soline_03_128,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_128,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_129,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_129,True,,S_100,S_10,0.5,,,,,1,angry,
d_nikke_soline_03_130,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_130,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_131,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_131,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_132,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_132,False,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_133,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_133,True,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_134,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_134,False,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_135,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_135,True,,S_10,S_10,1.0,none,,,,1,pain,
d_nikke_soline_03_136,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_136,True,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_137,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_137,False,,S_10,S_10,1.0,,,,,1,pain,
d_nikke_soline_03_138,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_138,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_soline_03_139,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_139,True,,S_10,S_100,2.0,bgm_risk,,,,1,idle,
d_nikke_soline_03_140,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_140,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_soline_03_141,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_141,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_142,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_142,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_143,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_143,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_144,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_144,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_145,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_145,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_146,d_nikke_soline_03,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_03_146,False,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_147,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_147,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_soline_03_148,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_148,True,,S_100,S_10,2.0,,,,,1,angry,
d_nikke_soline_03_149,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_149,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_150,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_150,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_151,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_151,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_152,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_152,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_soline_03_153,d_nikke_soline_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_03_153,True,,S_10,S_10,1.0,,,,,1,angry,
d_nikke_soline_03_154,d_nikke_soline_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_03_154,False,,S_10,1,1.0,,,,,1,angry,soline
d_nikke_soline_03_155,d_nikke_soline_03,Self,,,Locale_NikkeEpisode:d_nikke_soline_03_155,False,,1,1,1.0,,,,,,,
