id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,set_object,set_object_position,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
treasurestory_tove_06_50,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_50,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_51,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_51,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_52,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_52,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_53,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_53,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_54,treasurestory_tove_06,Monologue,tove,,Locale_NikkeEpisode:treasurestory_tove_06_54,False,,black,black,1.0,,,,,,,,1,idle,
treasurestory_tove_06_55,treasurestory_tove_06,Monologue,tove,,Locale_NikkeEpisode:treasurestory_tove_06_55,False,,black,black,1.0,,,,,,,,1,idle,
treasurestory_tove_06_56,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_56,True,,S_10,S_10,1.0,event_bgm_alonesurvivor,black,,,,,,1,idle,
treasurestory_tove_06_57,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_57,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_58,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_58,True,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_59,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_59,False,,S_10,S_10,1.0,,,,,,,,1,idle,
treasurestory_tove_06_60,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_60,True,,S_10,S_100,1.3,,,,,,,,1,idle,
treasurestory_tove_06_61,treasurestory_tove_06,Narration,tove,,Locale_NikkeEpisode:treasurestory_tove_06_61,False,,black,black,1.0,,,,sfx_scn_woodburn,,,,1,idle,
treasurestory_tove_06_62,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_62,True,,black,black,1.0,,,,,,,,1,idle,tove
treasurestory_tove_06_63,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_63,False,,black,black,1.0,,,,,favoriteitem/FavoriteItemScene_c192_00,1,,,,
treasurestory_tove_06_64,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_64,True,,treasurestory_tove_01,treasurestory_tove_02,2.25,,,,,,,,,,
treasurestory_tove_06_65,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_65,True,,treasurestory_tove_02,treasurestory_tove_02,1.0,,,,,,,,,,
treasurestory_tove_06_66,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_66,True,,treasurestory_tove_02,treasurestory_tove_02,1.0,,,,,,,,,,
treasurestory_tove_06_67,treasurestory_tove_06,Monologue,tove,,Locale_NikkeEpisode:treasurestory_tove_06_67,False,,black,black,1.0,,,,,,,,,,
treasurestory_tove_06_68,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_68,True,,treasurestory_tove_02,treasurestory_tove_03,1.5,,,,,,,,,,
treasurestory_tove_06_69,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_69,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_70,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_70,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_71,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_71,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_72,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_72,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_73,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_73,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_74,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_74,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_75,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_75,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_76,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_76,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_77,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_77,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_78,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_78,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_79,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_79,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_80,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_80,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_81,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_81,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_82,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_82,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_83,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_83,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_84,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_84,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_85,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_85,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_86,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_86,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_87,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_87,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_88,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_88,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_89,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_89,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_90,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_90,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_91,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_91,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_92,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_92,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_93,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_93,True,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_94,treasurestory_tove_06,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_06_94,False,,treasurestory_tove_03,treasurestory_tove_03,1.0,,,,,,,,,,
treasurestory_tove_06_95,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_95,True,,treasurestory_tove_03,treasurestory_tove_02,1.5,,,,,,,,,,
treasurestory_tove_06_96,treasurestory_tove_06,Monologue,tove,,Locale_NikkeEpisode:treasurestory_tove_06_96,False,,black,black,1.0,,,,,,,,,,
treasurestory_tove_06_97,treasurestory_tove_06,Monologue,tove,,Locale_NikkeEpisode:treasurestory_tove_06_97,False,,black,black,1.0,,,,,,,,,,
treasurestory_tove_06_98,treasurestory_tove_06,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_06_98,True,,treasurestory_tove_02,treasurestory_tove_03,1.5,,,,,,,,,,
